species	gene_id	gene_name	genetype	chromosome	start	end	gene_length_bp	strand	hk_status	hk_source	source_file
homo_sapiens	ENSG00000163975	MELTF	protein_coding	3	196980590	197029874	49285	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164068	RNF123	protein_coding	3	49688740	49721532	32793	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000156931	VPS8	protein_coding	3	184812113	185054009	241897	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000060971	ACAA1	protein_coding	3	38103129	38137647	34519	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163430	FSTL1	protein_coding	3	120392293	120451241	58949	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163902	RPN1	protein_coding	3	128619968	128681075	61108	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000173540	GMPPB	protein_coding	3	49716844	49723985	7142	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000073792	IGF2BP2	protein_coding	3	185643130	185825061	181932	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000073849	ST6GAL1	protein_coding	3	186930325	187078932	148608	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169313	P2RY12	protein_coding	3	151336843	151384753	47911	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163617	CCDC191	protein_coding	3	113964137	114056594	92458	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000272573	MUSTN1	protein_coding	3	52833114	52835019	1906	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000176142	TMEM39A	protein_coding	3	119428949	119468854	39906	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187098	MITF	protein_coding	3	69738536	69968336	229801	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000187091	PLCD1	protein_coding	3	38007496	38029675	22180	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114166	KAT2B	protein_coding	3	20040400	20154404	114005	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000184378	ACTRT3	protein_coding	3	169765610	169769665	4056	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000162267	ITIH3	protein_coding	3	52794450	52809881	15432	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114268	PFKFB4	protein_coding	3	48517684	48562015	44332	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168028	RPSA	protein_coding	3	39406709	39426255	19547	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000066405	CLDN18	protein_coding	3	137998735	138033655	34921	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000152952	PLOD2	protein_coding	3	146035139	146163725	128587	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114209	PDCD10	protein_coding	3	167683298	167735039	51742	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000090520	DNAJB11	protein_coding	3	186567403	186585800	18398	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000070950	RAD18	protein_coding	3	8775402	8963773	188372	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000181092	ADIPOQ	protein_coding	3	186842704	186858463	15760	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168026	TTC21A	protein_coding	3	39107194	39140973	33780	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144959	NCEH1	protein_coding	3	172630249	172711218	80970	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114770	ABCC5	protein_coding	3	183919934	184017939	98006	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000272886	DCP1A	protein_coding	3	53283429	53347683	64255	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168917	SLC35G2	protein_coding	3	136818463	136857531	39069	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000156976	EIF4A2	protein_coding	3	186783205	186789901	6697	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114745	GORASP1	protein_coding	3	39095222	39108369	13148	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000176597	B3GNT5	protein_coding	3	183249324	183298504	49181	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114331	ACAP2	protein_coding	3	195274738	195443091	168354	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163913	IFT122	protein_coding	3	129429607	129520510	90904	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154174	TOMM70	protein_coding	3	100363431	100401111	37681	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000071282	LMCD1	protein_coding	3	8501587	8574668	73082	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000077097	TOP2B	protein_coding	3	25597978	25664973	66996	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000241553	ARPC4	protein_coding	3	9792493	9807107	14615	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000171148	TADA3	protein_coding	3	9779964	9793011	13048	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000182580	EPHB3	protein_coding	3	184561776	184582408	20633	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163636	PSMD6	protein_coding	3	64010549	64024010	13462	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000160808	MYL3	protein_coding	3	46835109	46885911	50803	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163681	SLMAP	protein_coding	3	57755450	57931461	176012	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000214097	SMCO1	protein_coding	3	196506878	196515347	8470	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000119227	PIGZ	protein_coding	3	196946356	196969060	22705	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168334	XIRP1	protein_coding	3	39183210	39192599	9390	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144655	CSRNP1	protein_coding	3	39141854	39154852	12999	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000154743	TSEN2	protein_coding	3	12480529	12541549	61021	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000153558	FBXL2	protein_coding	3	33277025	33403662	126638	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163512	AZI2	protein_coding	3	28315003	28349050	34048	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000138495	COX17	protein_coding	3	119654513	119677621	23109	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163935	SFMBT1	protein_coding	3	52903564	53046750	143187	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163719	MTMR14	protein_coding	3	9649433	9702393	52961	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163536	SERPINI1	protein_coding	3	167735068	167825573	90506	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000157445	CACNA2D3	protein_coding	3	54122427	55074557	952131	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000138468	SENP7	protein_coding	3	101324205	101513241	189037	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114450	GNB4	protein_coding	3	179396088	179451647	55560	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114767	RRP9	protein_coding	3	51933425	51941944	8520	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196639	HRH1	protein_coding	3	11137093	11263557	126465	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000182983	ZNF662	protein_coding	3	42905941	42919334	13394	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000160801	PTH1R	protein_coding	3	46877721	46903799	26079	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000010318	PHF7	protein_coding	3	52410507	52427966	17460	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000206561	COLQ	protein_coding	3	15450132	15521928	71797	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000153767	GTF2E1	protein_coding	3	120742370	120783368	40999	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000070476	ZXDC	protein_coding	3	126437601	126475993	38393	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000181722	ZBTB20	protein_coding	3	114314500	115147356	832857	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000173905	GOLIM4	protein_coding	3	168008672	168096536	87865	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000225697	SLC26A6	protein_coding	3	48625718	48635493	9776	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000174007	CEP19	protein_coding	3	196706268	196712598	6331	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000075651	PLD1	protein_coding	3	171600404	171810950	210547	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144645	OSBPL10	protein_coding	3	31657888	32077580	419693	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000016391	CHDH	protein_coding	3	53812335	53846466	34132	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000173585	CCR9	protein_coding	3	45884425	45904311	19887	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000177646	ACAD9	protein_coding	3	128879596	128924003	44408	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000138459	SLC35A5	protein_coding	3	112561269	112587350	26082	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000206262	FOXL2NB	protein_coding	3	138947217	138953990	6774	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164062	APEH	protein_coding	3	49673981	49683971	9991	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144857	BOC	protein_coding	3	113210846	113287463	76618	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000180370	PAK2	protein_coding	3	196739743	196832647	92905	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000074416	MGLL	protein_coding	3	127689062	128052190	363129	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114405	CEP15	protein_coding	3	62319015	62336213	17199	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163848	ZNF148	protein_coding	3	125225669	125375842	150174	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114850	SSR3	protein_coding	3	156539553	156559474	19922	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000172037	LAMB2	protein_coding	3	49121113	49133118	12006	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163755	HPS3	protein_coding	3	149129618	149173732	44115	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168827	GFM1	protein_coding	3	158644516	158695836	51321	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114650	SCAP	protein_coding	3	47413681	47477126	63446	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000196776	CD47	protein_coding	3	108043091	108091862	48772	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114735	HEMK1	protein_coding	3	50567895	50596168	28274	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163812	ZDHHC3	protein_coding	3	44915257	44976185	60929	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000088543	C3orf18	protein_coding	3	50558025	50573568	15544	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000138463	SLC49A4	protein_coding	3	122795069	122881139	86071	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000067560	RHOA	protein_coding	3	49359136	49412998	53863	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000058056	USP13	protein_coding	3	179653004	179804366	151363	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000186432	KPNA4	protein_coding	3	160495007	160565587	70581	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114473	IQCG	protein_coding	3	197888220	197960142	71923	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000016864	GLT8D1	protein_coding	3	52694153	52706368	12216	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000178772	CPN2	protein_coding	3	194339630	194351401	11772	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144908	ALDH1L1	protein_coding	3	126103561	126197994	94434	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000173421	IHO1	protein_coding	3	49198428	49258106	59679	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000164080	RAD54L2	protein_coding	3	51538666	51668667	130002	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000177311	ZBTB38	protein_coding	3	141324154	141449792	125639	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163660	CCNL1	protein_coding	3	157146508	157160760	14253	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000180376	CCDC66	protein_coding	3	56557161	56621837	64677	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000129055	ANAPC13	protein_coding	3	134477704	134486716	9013	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000174776	WDR49	protein_coding	3	167477789	167653983	176195	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000169359	SLC33A1	protein_coding	3	155821024	155854456	33433	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000001617	SEMA3F	protein_coding	3	50155012	50189075	34064	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000181789	COPG1	protein_coding	3	129249576	129278065	28490	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168301	KCTD6	protein_coding	3	58491078	58502360	11283	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000131386	GALNT15	protein_coding	3	16174573	16231992	57420	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163389	POGLUT1	protein_coding	3	119468963	119494708	25746	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000144867	SRPRB	protein_coding	3	133784023	133825772	41750	+	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000090539	CHRD	protein_coding	3	184379381	184390736	11356	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000134072	CAMK1	protein_coding	3	9757346	9770606	13261	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000113805	CNTN3	protein_coding	3	74262568	74614698	352131	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000090534	THPO	protein_coding	3	184371935	184381968	10034	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000113946	CLDN16	protein_coding	3	190322522	190412460	89939	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114859	CLCN2	protein_coding	3	184346185	184363274	17090	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000206562	METTL6	protein_coding	3	15381061	15440566	59506	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163817	SLC6A20	protein_coding	3	45755449	45796591	41143	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168309	FAM107A	protein_coding	3	58564117	58627651	63535	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000163882	POLR2H	protein_coding	3	184360856	184368596	7741	+	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000114030	KPNA1	protein_coding	3	122421902	122514947	93046	-	HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000168291	PDHB	protein_coding	3	58427630	58434012	6383	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
homo_sapiens	ENSG00000091986	CCDC80	protein_coding	3	112596797	112649530	52734	-	non-HK	HRT Atlas	data/raw/ensembl/homo_sapiens/release-115/Homo_sapiens.GRCh38.115.chr.gtf.gz
