uniprot_accession	entry_name	description	protein_length_aa	hk_status	hk_source	ensg_mapping_status	uniprot_db_prefix	entry_name_from_fasta	review_status_from_fasta
Q8N6K4	YP021_HUMAN	Putative uncharacterized protein MGC34800 OS=Homo sapiens OX=9606 PE=2 SV=1	173	non-HK		not_mapped_to_ensg	sp	YP021_HUMAN	Swiss-Prot reviewed
Q8N9L7	YV006_HUMAN	Putative uncharacterized protein FLJ36925 OS=Homo sapiens OX=9606 PE=5 SV=1	120	non-HK		not_mapped_to_ensg	sp	YV006_HUMAN	Swiss-Prot reviewed
Q8NBF4	YG006_HUMAN	Putative uncharacterized protein FLJ33307 OS=Homo sapiens OX=9606 PE=5 SV=1	154	non-HK		not_mapped_to_ensg	sp	YG006_HUMAN	Swiss-Prot reviewed
Q8TCH9	YV004_HUMAN	Putative uncharacterized protein FLJ23865 OS=Homo sapiens OX=9606 PE=2 SV=1	128	non-HK		not_mapped_to_ensg	sp	YV004_HUMAN	Swiss-Prot reviewed
Q96IR3	YV007_HUMAN	Putative uncharacterized protein MGC15705 OS=Homo sapiens OX=9606 PE=5 SV=1	41	non-HK		not_mapped_to_ensg	sp	YV007_HUMAN	Swiss-Prot reviewed
Q9BRP9	YK016_HUMAN	Putative uncharacterized protein MGC13053 OS=Homo sapiens OX=9606 PE=5 SV=2	147	non-HK		not_mapped_to_ensg	sp	YK016_HUMAN	Swiss-Prot reviewed
C0HM01	RBRP_HUMAN	Putative RNA-binding regulatory peptide OS=Homo sapiens OX=9606 GN=SEPTIN14P20 PE=5 SV=1	71	non-HK		not_mapped_to_ensg	sp	RBRP_HUMAN	Swiss-Prot reviewed
P0C5K7	CT62_HUMAN	Cancer/testis antigen 62 OS=Homo sapiens OX=9606 GN=CT62 PE=2 SV=1	136	non-HK		not_mapped_to_ensg	sp	CT62_HUMAN	Swiss-Prot reviewed
P54317	LIPR2_HUMAN	Pancreatic lipase-related protein 2 OS=Homo sapiens OX=9606 GN=PNLIPRP2 PE=1 SV=2	469	non-HK		not_mapped_to_ensg	sp	LIPR2_HUMAN	Swiss-Prot reviewed
Q5CZ79	AN20B_HUMAN	Ankyrin repeat domain-containing protein 20B OS=Homo sapiens OX=9606 GN=ANKRD20A8P PE=1 SV=2	823	non-HK		not_mapped_to_ensg	sp	AN20B_HUMAN	Swiss-Prot reviewed
Q5VUJ5	AGAP7_HUMAN	Putative Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 7 OS=Homo sapiens OX=9606 GN=AGAP7P PE=5 SV=1	663	non-HK		not_mapped_to_ensg	sp	AGAP7_HUMAN	Swiss-Prot reviewed
Q8TB33	CX024_HUMAN	Putative uncharacterized protein encoded by LINC01560 OS=Homo sapiens OX=9606 GN=LINC01560 PE=4 SV=2	94	non-HK		not_mapped_to_ensg	sp	CX024_HUMAN	Swiss-Prot reviewed
Q9BZK3	NACP4_HUMAN	Putative nascent polypeptide-associated complex subunit alpha-like protein OS=Homo sapiens OX=9606 GN=NACA4P PE=5 SV=1	213	non-HK		not_mapped_to_ensg	sp	NACP4_HUMAN	Swiss-Prot reviewed
P0CG43	F157C_HUMAN	Putative protein FAM157C OS=Homo sapiens OX=9606 GN=FAM157C PE=3 SV=1	387	non-HK		not_mapped_to_ensg	sp	F157C_HUMAN	Swiss-Prot reviewed
Q5T4H9	CSC10_HUMAN	Putative uncharacterized protein encoded by MIR1915-HG OS=Homo sapiens OX=9606 GN=MIR1915HG PE=5 SV=1	136	non-HK		not_mapped_to_ensg	sp	CSC10_HUMAN	Swiss-Prot reviewed
Q6XCG6	YA011_HUMAN	Putative uncharacterized protein PP632 OS=Homo sapiens OX=9606 GN=PP632 PE=4 SV=1	107	non-HK		not_mapped_to_ensg	sp	YA011_HUMAN	Swiss-Prot reviewed
Q6ZTU2	E400N_HUMAN	Putative chromatin regulator EP400P1 OS=Homo sapiens OX=9606 GN=EP400P1 PE=1 SV=2	488	non-HK		not_mapped_to_ensg	sp	E400N_HUMAN	Swiss-Prot reviewed
Q8NBB2	STAS1_HUMAN	Putative uncharacterized protein ST20-AS1 OS=Homo sapiens OX=9606 GN=ST20-AS1 PE=5 SV=1	130	non-HK		not_mapped_to_ensg	sp	STAS1_HUMAN	Swiss-Prot reviewed
Q9UHT4	YG001_HUMAN	Putative uncharacterized protein PRO1854 OS=Homo sapiens OX=9606 GN=PRO1854 PE=5 SV=1	67	non-HK		not_mapped_to_ensg	sp	YG001_HUMAN	Swiss-Prot reviewed
Q15195	PLGA_HUMAN	Plasminogen-like protein A OS=Homo sapiens OX=9606 GN=PLGLA PE=1 SV=1	96	non-HK		not_mapped_to_ensg	sp	PLGA_HUMAN	Swiss-Prot reviewed
Q6NVV1	R13P3_HUMAN	Putative ribosomal protein uL13-like OS=Homo sapiens OX=9606 GN=RPL13AP3 PE=5 SV=1	102	non-HK		not_mapped_to_ensg	sp	R13P3_HUMAN	Swiss-Prot reviewed
Q8N9R0	CP081_HUMAN	Putative uncharacterized protein encoded by LINC00304 OS=Homo sapiens OX=9606 GN=LINC00304 PE=5 SV=2	145	non-HK		not_mapped_to_ensg	sp	CP081_HUMAN	Swiss-Prot reviewed
Q8TEV8	SMCR5_HUMAN	Smith-Magenis syndrome chromosomal region candidate gene 5 protein OS=Homo sapiens OX=9606 GN=SMCR5 PE=2 SV=1	140	non-HK		not_mapped_to_ensg	sp	SMCR5_HUMAN	Swiss-Prot reviewed
Q9BZA5	TXNG2_HUMAN	Putative gamma-taxilin 2 OS=Homo sapiens OX=9606 GN=TXLNGY PE=5 SV=3	131	non-HK		not_mapped_to_ensg	sp	TXNG2_HUMAN	Swiss-Prot reviewed
Q9GZL8	BPEC1_HUMAN	Putative BPES syndrome breakpoint region protein OS=Homo sapiens OX=9606 GN=BPESC1 PE=1 SV=1	116	non-HK		not_mapped_to_ensg	sp	BPEC1_HUMAN	Swiss-Prot reviewed
P0C623	OR4Q2_HUMAN	Olfactory receptor 4Q2 OS=Homo sapiens OX=9606 GN=OR4Q2 PE=3 SV=3	314	non-HK		not_mapped_to_ensg	sp	OR4Q2_HUMAN	Swiss-Prot reviewed
Q49A33	Z876P_HUMAN	Putative zinc finger protein 876 OS=Homo sapiens OX=9606 GN=ZNF876P PE=5 SV=3	203	non-HK		not_mapped_to_ensg	sp	Z876P_HUMAN	Swiss-Prot reviewed
Q7Z2R9	SSAS1_HUMAN	Putative uncharacterized protein SSBP3-AS1 OS=Homo sapiens OX=9606 GN=SSBP3-AS1 PE=5 SV=1	100	non-HK		not_mapped_to_ensg	sp	SSAS1_HUMAN	Swiss-Prot reviewed
Q8NH92	OR1S1_HUMAN	Olfactory receptor 1S1 OS=Homo sapiens OX=9606 GN=OR1S1 PE=3 SV=2	325	non-HK		not_mapped_to_ensg	sp	OR1S1_HUMAN	Swiss-Prot reviewed
A6NMY6	AXA2L_HUMAN	Putative annexin A2-like protein OS=Homo sapiens OX=9606 GN=ANXA2P2 PE=5 SV=2	339	non-HK		not_mapped_to_ensg	sp	AXA2L_HUMAN	Swiss-Prot reviewed
J3KSC0	CR064_HUMAN	Putative uncharacterized protein encoded by LINC01387 OS=Homo sapiens OX=9606 GN=LINC01387 PE=5 SV=1	135	non-HK		not_mapped_to_ensg	sp	CR064_HUMAN	Swiss-Prot reviewed
P59037	CU084_HUMAN	Putative uncharacterized protein encoded by LINC00313 OS=Homo sapiens OX=9606 GN=LINC00313 PE=5 SV=1	77	non-HK		not_mapped_to_ensg	sp	CU084_HUMAN	Swiss-Prot reviewed
Q9H560	ANR19_HUMAN	Putative ankyrin repeat domain-containing protein 19 OS=Homo sapiens OX=9606 GN=ANKRD19P PE=5 SV=1	264	non-HK		not_mapped_to_ensg	sp	ANR19_HUMAN	Swiss-Prot reviewed
Q5H9B9	BM2KL_HUMAN	Putative BMP-2-inducible kinase-like protein OS=Homo sapiens OX=9606 GN=BMP2KL PE=5 SV=2	411	non-HK		not_mapped_to_ensg	sp	BM2KL_HUMAN	Swiss-Prot reviewed
Q6IN97	FRP2L_HUMAN	Putative protein FRMPD2-like OS=Homo sapiens OX=9606 GN=FRMPD2B PE=5 SV=1	320	non-HK		not_mapped_to_ensg	sp	FRP2L_HUMAN	Swiss-Prot reviewed
Q8NFI4	F10A5_HUMAN	Putative protein FAM10A5 OS=Homo sapiens OX=9606 GN=ST13P5 PE=5 SV=1	369	non-HK		not_mapped_to_ensg	sp	F10A5_HUMAN	Swiss-Prot reviewed
Q8WZA6	OR1E3_HUMAN	Olfactory receptor 1E3 OS=Homo sapiens OX=9606 GN=OR1E3 PE=3 SV=2	343	non-HK		not_mapped_to_ensg	sp	OR1E3_HUMAN	Swiss-Prot reviewed
Q96LM1	CL037_HUMAN	Putative uncharacterized protein encoded by LINC00615 OS=Homo sapiens OX=9606 GN=LINC00615 PE=5 SV=1	132	non-HK		not_mapped_to_ensg	sp	CL037_HUMAN	Swiss-Prot reviewed
Q96N35	TMM83_HUMAN	Putative uncharacterized protein encoded by LINC00052 OS=Homo sapiens OX=9606 GN=LINC00052 PE=5 SV=1	136	non-HK		not_mapped_to_ensg	sp	TMM83_HUMAN	Swiss-Prot reviewed
P0C646	O52Z1_HUMAN	Olfactory receptor 52Z1P OS=Homo sapiens OX=9606 GN=OR52Z1P PE=3 SV=2	298	non-HK		not_mapped_to_ensg	sp	O52Z1_HUMAN	Swiss-Prot reviewed
Q5SR53	CA200_HUMAN	Putative uncharacterized protein PIK3CD-AS1 OS=Homo sapiens OX=9606 GN=PIK3CD-AS1 PE=5 SV=1	167	non-HK		not_mapped_to_ensg	sp	CA200_HUMAN	Swiss-Prot reviewed
Q6ZP68	ATPUN_HUMAN	Putative protein ATP11AUN OS=Homo sapiens OX=9606 GN=ATP11AUN PE=2 SV=1	121	non-HK		not_mapped_to_ensg	sp	ATPUN_HUMAN	Swiss-Prot reviewed
Q8N4M7	CJ126_HUMAN	Putative uncharacterized protein C10orf126 OS=Homo sapiens OX=9606 GN=C10orf126 PE=2 SV=2	172	non-HK		not_mapped_to_ensg	sp	CJ126_HUMAN	Swiss-Prot reviewed
Q9UKY3	CES1P_HUMAN	Putative inactive carboxylesterase 4 OS=Homo sapiens OX=9606 GN=CES1P1 PE=5 SV=2	287	non-HK		not_mapped_to_ensg	sp	CES1P_HUMAN	Swiss-Prot reviewed
A6NEL3	F86C2_HUMAN	Putative protein FAM86C2P OS=Homo sapiens OX=9606 GN=FAM86C2P PE=5 SV=1	165	non-HK		not_mapped_to_ensg	sp	F86C2_HUMAN	Swiss-Prot reviewed
A8MYB1	TMC5B_HUMAN	Transmembrane and coiled-coil domain-containing protein 5B OS=Homo sapiens OX=9606 GN=TMCO5B PE=3 SV=1	307	non-HK		not_mapped_to_ensg	sp	TMC5B_HUMAN	Swiss-Prot reviewed
P0CG42	F157B_HUMAN	Putative protein FAM157B OS=Homo sapiens OX=9606 GN=FAM157B PE=3 SV=1	384	non-HK		not_mapped_to_ensg	sp	F157B_HUMAN	Swiss-Prot reviewed
Q13070	GAGE6_HUMAN	G antigen 6 OS=Homo sapiens OX=9606 GN=GAGE6 PE=1 SV=1	117	non-HK		not_mapped_to_ensg	sp	GAGE6_HUMAN	Swiss-Prot reviewed
Q495Y7	SPDE7_HUMAN	Putative speedy protein E7 OS=Homo sapiens OX=9606 GN=SPDYE7P PE=5 SV=1	208	non-HK		not_mapped_to_ensg	sp	SPDE7_HUMAN	Swiss-Prot reviewed
Q5T7P6	TMM78_HUMAN	Transmembrane protein 78 OS=Homo sapiens OX=9606 GN=TMEM78 PE=2 SV=1	136	non-HK		not_mapped_to_ensg	sp	TMM78_HUMAN	Swiss-Prot reviewed
Q658K8	EF1DL_HUMAN	Putative elongation factor 1-delta-like protein OS=Homo sapiens OX=9606 GN=EEF1DP3 PE=5 SV=1	133	non-HK		not_mapped_to_ensg	sp	EF1DL_HUMAN	Swiss-Prot reviewed
Q92637	FCGRB_HUMAN	Putative high affinity immunoglobulin gamma Fc receptor IB OS=Homo sapiens OX=9606 GN=FCGR1BP PE=5 SV=1	280	non-HK		not_mapped_to_ensg	sp	FCGRB_HUMAN	Swiss-Prot reviewed
Q9H354	YJ001_HUMAN	Putative uncharacterized protein PRO1933 OS=Homo sapiens OX=9606 GN=PRO1933 PE=5 SV=1	126	non-HK		not_mapped_to_ensg	sp	YJ001_HUMAN	Swiss-Prot reviewed
Q9H8X3	CF208_HUMAN	Putative uncharacterized protein LINC00574 OS=Homo sapiens OX=9606 GN=LINC00574 PE=5 SV=1	128	non-HK		not_mapped_to_ensg	sp	CF208_HUMAN	Swiss-Prot reviewed
P0C5K6	CT18_HUMAN	Putative tumor antigen NA88-A OS=Homo sapiens OX=9606 GN=VENTXP1 PE=5 SV=1	33	non-HK		not_mapped_to_ensg	sp	CT18_HUMAN	Swiss-Prot reviewed
Q0VF49	K2012_HUMAN	Uncharacterized protein KIAA2012 OS=Homo sapiens OX=9606 GN=KIAA2012 PE=1 SV=2	1180	non-HK		not_mapped_to_ensg	sp	K2012_HUMAN	Swiss-Prot reviewed
G3V0H7	SO1B7_HUMAN	Putative solute carrier organic anion transporter family member 1B7 OS=Homo sapiens OX=9606 GN=SLCO1B7 PE=5 SV=1	640	non-HK		not_mapped_to_ensg	sp	SO1B7_HUMAN	Swiss-Prot reviewed
P0C604	OR4A8_HUMAN	Olfactory receptor 4A8 OS=Homo sapiens OX=9606 GN=OR4A8 PE=3 SV=1	315	non-HK		not_mapped_to_ensg	sp	OR4A8_HUMAN	Swiss-Prot reviewed
P48741	HSP77_HUMAN	Putative heat shock 70 kDa protein 7 OS=Homo sapiens OX=9606 GN=HSPA7 PE=5 SV=2	367	non-HK		not_mapped_to_ensg	sp	HSP77_HUMAN	Swiss-Prot reviewed
Q9BZP3	CR002_HUMAN	Putative uncharacterized protein encoded by LINC00470 OS=Homo sapiens OX=9606 GN=LINC00470 PE=5 SV=1	86	non-HK		not_mapped_to_ensg	sp	CR002_HUMAN	Swiss-Prot reviewed
P0CJ76	HMN9_HUMAN	Humanin-like 9 OS=Homo sapiens OX=9606 GN=MTRNR2L9 PE=2 SV=1	24	non-HK		not_mapped_to_ensg	sp	HMN9_HUMAN	Swiss-Prot reviewed
Q9BVW6	SMIM2_HUMAN	Small integral membrane protein 2 OS=Homo sapiens OX=9606 GN=SMIM2 PE=1 SV=1	85	non-HK		not_mapped_to_ensg	sp	SMIM2_HUMAN	Swiss-Prot reviewed
A0A7L8Y648	MIAC_HUMAN	Micropeptide inhibiting actin cytoskeleton OS=Homo sapiens OX=9606 GN=AQP5-AS1 PE=1 SV=1	51	non-HK		not_mapped_to_ensg	sp	MIAC_HUMAN	Swiss-Prot reviewed
A4D250	BLACE_HUMAN	B-cell acute lymphoblastic leukemia-expressed protein OS=Homo sapiens OX=9606 GN=BLACE PE=2 SV=2	179	non-HK		not_mapped_to_ensg	sp	BLACE_HUMAN	Swiss-Prot reviewed
P61568	ENK11_HUMAN	Putative endogenous retrovirus group K member 11-1 Env polyprotein OS=Homo sapiens OX=9606 GN=ERVK11-1 PE=5 SV=1	191	non-HK		not_mapped_to_ensg	sp	ENK11_HUMAN	Swiss-Prot reviewed
Q5VX52	SPAT1_HUMAN	Spermatogenesis-associated protein 1 OS=Homo sapiens OX=9606 GN=SPATA1 PE=1 SV=4	459	non-HK		not_mapped_to_ensg	sp	SPAT1_HUMAN	Swiss-Prot reviewed
A6NEH8	ZNAS2_HUMAN	Putative uncharacterized protein encoded by ZNF503-AS2 OS=Homo sapiens OX=9606 GN=ZNF503-AS2 PE=5 SV=1	195	non-HK		not_mapped_to_ensg	sp	ZNAS2_HUMAN	Swiss-Prot reviewed
Q8N954	GPT11_HUMAN	G patch domain-containing protein 11 OS=Homo sapiens OX=9606 GN=GPATCH11 PE=1 SV=4	285	non-HK		not_mapped_to_ensg	sp	GPT11_HUMAN	Swiss-Prot reviewed
Q902F9	EN113_HUMAN	Endogenous retrovirus group K member 113 Env polyprotein OS=Homo sapiens OX=9606 GN=HERVK_113 PE=1 SV=2	699	non-HK		not_mapped_to_ensg	sp	EN113_HUMAN	Swiss-Prot reviewed
Q9BXW3	SNH12_HUMAN	Putative uncharacterized protein SNHG12 OS=Homo sapiens OX=9606 GN=SNHG12 PE=5 SV=1	62	non-HK		not_mapped_to_ensg	sp	SNH12_HUMAN	Swiss-Prot reviewed
Q9H963	ZN702_HUMAN	Putative zinc finger protein 702 OS=Homo sapiens OX=9606 GN=ZNF702P PE=5 SV=2	129	non-HK		not_mapped_to_ensg	sp	ZN702_HUMAN	Swiss-Prot reviewed
P63145	GAK24_HUMAN	Endogenous retrovirus group K member 24 Gag polyprotein OS=Homo sapiens OX=9606 GN=ERVK-24 PE=1 SV=2	666	non-HK		not_mapped_to_ensg	sp	GAK24_HUMAN	Swiss-Prot reviewed
Q8NGC9	O11H4_HUMAN	Olfactory receptor 11H4 OS=Homo sapiens OX=9606 GN=OR11H4 PE=2 SV=1	324	non-HK		not_mapped_to_ensg	sp	O11H4_HUMAN	Swiss-Prot reviewed
Q8NGQ3	OR1S2_HUMAN	Olfactory receptor 1S2 OS=Homo sapiens OX=9606 GN=OR1S2 PE=3 SV=2	325	non-HK		not_mapped_to_ensg	sp	OR1S2_HUMAN	Swiss-Prot reviewed
Q9H8Q6	HEAS1_HUMAN	Putative uncharacterized protein encoded by HEXA-AS1 OS=Homo sapiens OX=9606 GN=HEXA-AS1 PE=5 SV=1	139	non-HK		not_mapped_to_ensg	sp	HEAS1_HUMAN	Swiss-Prot reviewed
A6NCI5	SIM16_HUMAN	Putative transmembrane protein encoded by LINC00862 OS=Homo sapiens OX=9606 GN=LINC00862 PE=5 SV=1	91	non-HK		not_mapped_to_ensg	sp	SIM16_HUMAN	Swiss-Prot reviewed
Q9H478	KCQ1D_HUMAN	KCNQ1 downstream neighbor protein OS=Homo sapiens OX=9606 GN=KCNQ1DN PE=2 SV=1	68	non-HK		not_mapped_to_ensg	sp	KCQ1D_HUMAN	Swiss-Prot reviewed
Q8IYA2	C144C_HUMAN	Putative coiled-coil domain-containing protein 144C OS=Homo sapiens OX=9606 GN=CCDC144CP PE=5 SV=3	1237	non-HK		not_mapped_to_ensg	sp	C144C_HUMAN	Swiss-Prot reviewed
P0DW81	PACMP_HUMAN	Poly-ADP-ribosylation-amplifying and CtIP-maintaining micropeptide OS=Homo sapiens OX=9606 GN=MARCHF6-DT PE=1 SV=1	44	non-HK		not_mapped_to_ensg	sp	PACMP_HUMAN	Swiss-Prot reviewed
Q5K131	CLLU1_HUMAN	Chronic lymphocytic leukemia up-regulated protein 1 OS=Homo sapiens OX=9606 GN=CLLU1 PE=2 SV=1	121	non-HK		not_mapped_to_ensg	sp	CLLU1_HUMAN	Swiss-Prot reviewed
Q8NC38	CA213_HUMAN	Putative uncharacterized protein ZNF436-AS1 OS=Homo sapiens OX=9606 GN=ZNF436-AS1 PE=1 SV=2	126	non-HK		not_mapped_to_ensg	sp	CA213_HUMAN	Swiss-Prot reviewed
P0C854	CECR9_HUMAN	Putative cat eye syndrome critical region protein 9 OS=Homo sapiens OX=9606 GN=CECR9 PE=5 SV=1	216	non-HK		not_mapped_to_ensg	sp	CECR9_HUMAN	Swiss-Prot reviewed
Q15940	ZNF67_HUMAN	Putative zinc finger protein 726P1 OS=Homo sapiens OX=9606 GN=ZNF726P1 PE=5 SV=2	193	non-HK		not_mapped_to_ensg	sp	ZNF67_HUMAN	Swiss-Prot reviewed
Q6NSW5	DE10B_HUMAN	Putative DENN domain-containing protein 10 B OS=Homo sapiens OX=9606 GN=DENND10P1 PE=5 SV=1	357	non-HK		not_mapped_to_ensg	sp	DE10B_HUMAN	Swiss-Prot reviewed
Q6RFH8	DUX4C_HUMAN	Double homeobox protein 4C OS=Homo sapiens OX=9606 GN=DUX4L9 PE=1 SV=1	374	non-HK		not_mapped_to_ensg	sp	DUX4C_HUMAN	Swiss-Prot reviewed
Q86XG9	NBPF5_HUMAN	Putative NBPF family member NBPF5 OS=Homo sapiens OX=9606 GN=NBPF5P PE=5 SV=2	351	non-HK		not_mapped_to_ensg	sp	NBPF5_HUMAN	Swiss-Prot reviewed
Q9HD87	CF050_HUMAN	Putative uncharacterized protein C6orf50 OS=Homo sapiens OX=9606 GN=C6orf50 PE=5 SV=1	102	non-HK		not_mapped_to_ensg	sp	CF050_HUMAN	Swiss-Prot reviewed
P0DSO1	F246C_HUMAN	Protein FAM246C OS=Homo sapiens OX=9606 GN=FAM246C PE=3 SV=1	240	non-HK		not_mapped_to_ensg	sp	F246C_HUMAN	Swiss-Prot reviewed
Q8IY67	RAVR1_HUMAN	Ribonucleoprotein PTB-binding 1 OS=Homo sapiens OX=9606 GN=RAVER1 PE=1 SV=1	606	non-HK		not_mapped_to_ensg	sp	RAVR1_HUMAN	Swiss-Prot reviewed
Q9H342	O51J1_HUMAN	Olfactory receptor 51J1 OS=Homo sapiens OX=9606 GN=OR51J1 PE=3 SV=2	316	non-HK		not_mapped_to_ensg	sp	O51J1_HUMAN	Swiss-Prot reviewed
A0A455ZAR2	PNT87_HUMAN	Transcriptional regulator PINT87aa OS=Homo sapiens OX=9606 GN=LINC-PINT PE=1 SV=1	87	non-HK		not_mapped_to_ensg	sp	PNT87_HUMAN	Swiss-Prot reviewed
A0A494C1I1	SIM48_HUMAN	Small integral membrane protein 48 OS=Homo sapiens OX=9606 GN=SMIM48 PE=1 SV=1	119	non-HK		not_mapped_to_ensg	sp	SIM48_HUMAN	Swiss-Prot reviewed
A8MQB3	CQ051_HUMAN	Putative uncharacterized protein LINC02693 OS=Homo sapiens OX=9606 GN=LINC02693 PE=5 SV=1	221	non-HK		not_mapped_to_ensg	sp	CQ051_HUMAN	Swiss-Prot reviewed
P0C7X4	FHL19_HUMAN	Putative ferritin heavy polypeptide-like 19 OS=Homo sapiens OX=9606 GN=FTH1P19 PE=5 SV=1	201	non-HK		not_mapped_to_ensg	sp	FHL19_HUMAN	Swiss-Prot reviewed
Q8TAV5	KC5S1_HUMAN	Uncharacterized protein KCNJ5-AS1 OS=Homo sapiens OX=9606 GN=KCNJ5-AS1 PE=1 SV=1	145	non-HK		not_mapped_to_ensg	sp	KC5S1_HUMAN	Swiss-Prot reviewed
Q96R69	OR4F4_HUMAN	Olfactory receptor 4F4 OS=Homo sapiens OX=9606 GN=OR4F4 PE=2 SV=2	305	non-HK		not_mapped_to_ensg	sp	OR4F4_HUMAN	Swiss-Prot reviewed
Q9H0A3	T191A_HUMAN	Transmembrane protein 191A OS=Homo sapiens OX=9606 GN=TMEM191A PE=2 SV=1	160	non-HK		not_mapped_to_ensg	sp	T191A_HUMAN	Swiss-Prot reviewed
B1AMM8	CI107_HUMAN	Putative uncharacterized protein encoded by LINC00587 OS=Homo sapiens OX=9606 GN=LINC00587 PE=5 SV=1	73	non-HK		not_mapped_to_ensg	sp	CI107_HUMAN	Swiss-Prot reviewed
P00736	C1R_HUMAN	Complement C1r subcomponent OS=Homo sapiens OX=9606 GN=C1R PE=1 SV=2	705	non-HK		not_mapped_to_ensg	sp	C1R_HUMAN	Swiss-Prot reviewed
Q5T742	ZFAS1_HUMAN	Uncharacterized protein ZNF22-AS1 OS=Homo sapiens OX=9606 GN=ZNF22-AS1 PE=5 SV=3	122	non-HK		not_mapped_to_ensg	sp	ZFAS1_HUMAN	Swiss-Prot reviewed
B7ZC32	KIF28_HUMAN	Kinesin-like protein KIF28P OS=Homo sapiens OX=9606 GN=KIF28P PE=3 SV=2	967	non-HK		not_mapped_to_ensg	sp	KIF28_HUMAN	Swiss-Prot reviewed
C0HM98	DDUP_HUMAN	DNA damage up-regulated protein OS=Homo sapiens OX=9606 GN=CTBP1-DT PE=1 SV=1	186	non-HK		not_mapped_to_ensg	sp	DDUP_HUMAN	Swiss-Prot reviewed
P0CG00	ZSA5D_HUMAN	Putative zinc finger and SCAN domain-containing protein 5D OS=Homo sapiens OX=9606 GN=ZSCAN5DP PE=5 SV=1	497	non-HK		not_mapped_to_ensg	sp	ZSA5D_HUMAN	Swiss-Prot reviewed
Q4VX62	CF099_HUMAN	Putative uncharacterized protein LINC02901 OS=Homo sapiens OX=9606 GN=LINC02901 PE=5 SV=2	156	non-HK		not_mapped_to_ensg	sp	CF099_HUMAN	Swiss-Prot reviewed
Q9UMZ3	PTPRQ_HUMAN	Phosphatidylinositol phosphatase PTPRQ OS=Homo sapiens OX=9606 GN=PTPRQ PE=1 SV=2	2332	non-HK		not_mapped_to_ensg	sp	PTPRQ_HUMAN	Swiss-Prot reviewed
S4R3Y5	HMN11_HUMAN	Humanin-like 11 OS=Homo sapiens OX=9606 GN=MTRNR2L11 PE=3 SV=1	24	non-HK		not_mapped_to_ensg	sp	HMN11_HUMAN	Swiss-Prot reviewed
A8MWD9	RUXGL_HUMAN	Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2	76	non-HK		not_mapped_to_ensg	sp	RUXGL_HUMAN	Swiss-Prot reviewed
A8MZF0	PRR33_HUMAN	Proline-rich protein 33 OS=Homo sapiens OX=9606 GN=PRR33 PE=1 SV=2	331	non-HK		not_mapped_to_ensg	sp	PRR33_HUMAN	Swiss-Prot reviewed
Q0D2H9	GOG8D_HUMAN	Putative golgin subfamily A member 8D OS=Homo sapiens OX=9606 GN=GOLGA8DP PE=5 SV=1	430	non-HK		not_mapped_to_ensg	sp	GOG8D_HUMAN	Swiss-Prot reviewed
Q6ZSU1	C2G1P_HUMAN	Putative inactive cytochrome P450 2G1 OS=Homo sapiens OX=9606 GN=CYP2G1P PE=5 SV=1	146	non-HK		not_mapped_to_ensg	sp	C2G1P_HUMAN	Swiss-Prot reviewed
Q8N8V8	TM105_HUMAN	Transmembrane protein 105 OS=Homo sapiens OX=9606 GN=TMEM105 PE=2 SV=1	129	non-HK		not_mapped_to_ensg	sp	TM105_HUMAN	Swiss-Prot reviewed
P31995	FCG2C_HUMAN	Low affinity immunoglobulin gamma Fc region receptor II-c OS=Homo sapiens OX=9606 GN=FCGR2C PE=1 SV=1	323	non-HK		not_mapped_to_ensg	sp	FCG2C_HUMAN	Swiss-Prot reviewed
Q8NH95	O13C6_HUMAN	Putative olfactory receptor 13C6 OS=Homo sapiens OX=9606 GN=OR13C6P PE=5 SV=2	151	non-HK		not_mapped_to_ensg	sp	O13C6_HUMAN	Swiss-Prot reviewed
A8MU10	YQ047_HUMAN	Putative uncharacterized protein ENSP00000381562 OS=Homo sapiens OX=9606 PE=4 SV=1	97	non-HK		not_mapped_to_ensg	sp	YQ047_HUMAN	Swiss-Prot reviewed
C0HM83	SHMOS_HUMAN	Protein SHMOOSE OS=Homo sapiens OX=9606 PE=1 SV=1	58	non-HK		not_mapped_to_ensg	sp	SHMOS_HUMAN	Swiss-Prot reviewed
Q1T7F1	CCB42_HUMAN	Putative chemokine-related protein B42 OS=Homo sapiens OX=9606 PE=5 SV=1	81	non-HK		not_mapped_to_ensg	sp	CCB42_HUMAN	Swiss-Prot reviewed
Q1W209	ESRG_HUMAN	Embryonic stem cell-related gene protein OS=Homo sapiens OX=9606 GN=ESRG PE=2 SV=2	222	non-HK		not_mapped_to_ensg	sp	ESRG_HUMAN	Swiss-Prot reviewed
Q6AWC8	YK026_HUMAN	Putative uncharacterized protein LOC100129027 OS=Homo sapiens OX=9606 PE=5 SV=1	147	non-HK		not_mapped_to_ensg	sp	YK026_HUMAN	Swiss-Prot reviewed
Q6P435	SMG1L_HUMAN	Putative uncharacterized SMG1-like protein OS=Homo sapiens OX=9606 PE=5 SV=1	159	non-HK		not_mapped_to_ensg	sp	SMG1L_HUMAN	Swiss-Prot reviewed
