uniprot_accession	entry_name	description	protein_length_aa	hk_status_protein_level	hk_source	gene_id	hk_status_gene_level	n_tissues_expressed	mean_nTPM_across_expressed_tissues	median_nTPM_across_expressed_tissues	breadth_group
Q13951	PEBB_HUMAN	Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=2	182	non-HK		ENSG00000067955	non-HK	36	4.905555555555555	4.4	broad non-HK
Q15120	PDK3_HUMAN	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial OS=Homo sapiens OX=9606 GN=PDK3 PE=1 SV=1	406	non-HK		ENSG00000067992	non-HK	36	5.041666666666667	3.8	broad non-HK
Q12891	HYAL2_HUMAN	Hyaluronidase-2 OS=Homo sapiens OX=9606 GN=HYAL2 PE=1 SV=4	473	non-HK		ENSG00000068001	non-HK	36	55.077777777777776	39.7	broad non-HK
P56524	HDAC4_HUMAN	Histone deacetylase 4 OS=Homo sapiens OX=9606 GN=HDAC4 PE=1 SV=3	1084	non-HK		ENSG00000068024	non-HK	32	3.60625	1.9	intermediate non-HK
Q9NS23	RASF1_HUMAN	Ras association domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RASSF1 PE=1 SV=1	344	HK	HRT Atlas	ENSG00000068028	HK	36	31.133333333333333	29.65	HK
P22607	FGFR3_HUMAN	Fibroblast growth factor receptor 3 OS=Homo sapiens OX=9606 GN=FGFR3 PE=1 SV=1	806	non-HK		ENSG00000068078	non-HK	33	40.39696969696969	17.8	intermediate non-HK
P80217	IN35_HUMAN	Interferon-induced 35 kDa protein OS=Homo sapiens OX=9606 GN=IFI35 PE=1 SV=5	286	non-HK		ENSG00000068079	non-HK	36	18.869444444444444	17.65	broad non-HK
Q6AI08	HEAT6_HUMAN	HEAT repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=HEATR6 PE=1 SV=1	1181	non-HK		ENSG00000068097	non-HK	36	4.425000000000001	4.2	broad non-HK
Q13057	COASY_HUMAN	Bifunctional coenzyme A synthase OS=Homo sapiens OX=9606 GN=COASY PE=1 SV=4	564	HK	HRT Atlas	ENSG00000068120	HK	36	31.71111111111111	28.35	HK
Q7Z736	PKHH3_HUMAN	Pleckstrin homology domain-containing family H member 3 OS=Homo sapiens OX=9606 GN=PLEKHH3 PE=1 SV=2	793	non-HK		ENSG00000068137	non-HK	36	9.041666666666666	8.6	broad non-HK
Q02078	MEF2A_HUMAN	Myocyte-specific enhancer factor 2A OS=Homo sapiens OX=9606 GN=MEF2A PE=1 SV=1	507	non-HK		ENSG00000068305	non-HK	36	19.74722222222222	17.0	broad non-HK
Q96G74	OTUD5_HUMAN	OTU domain-containing protein 5 OS=Homo sapiens OX=9606 GN=OTUD5 PE=1 SV=1	571	HK	HRT Atlas	ENSG00000068308	HK	36	39.580555555555556	38.45	HK
P19532	TFE3_HUMAN	Transcription factor E3 OS=Homo sapiens OX=9606 GN=TFE3 PE=1 SV=4	575	HK	HRT Atlas	ENSG00000068323	HK	36	25.919444444444444	24.950000000000003	HK
Q3MII6	TBC25_HUMAN	TBC1 domain family member 25 OS=Homo sapiens OX=9606 GN=TBC1D25 PE=1 SV=2	688	non-HK		ENSG00000068354	non-HK	36	7.616666666666666	7.25	broad non-HK
O60488	ACSL4_HUMAN	Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2	711	non-HK		ENSG00000068366	non-HK	36	13.072222222222221	10.05	broad non-HK
Q14642	I5P1_HUMAN	Inositol polyphosphate-5-phosphatase A OS=Homo sapiens OX=9606 GN=INPP5A PE=1 SV=1	412	non-HK		ENSG00000068383	non-HK	36	25.811111111111114	19.6	broad non-HK
Q92917	GPKOW_HUMAN	G-patch domain and KOW motifs-containing protein OS=Homo sapiens OX=9606 GN=GPKOW PE=1 SV=2	476	HK	HRT Atlas	ENSG00000068394	HK	36	17.13611111111111	16.25	HK
Q4V328	GRAP1_HUMAN	GRIP1-associated protein 1 OS=Homo sapiens OX=9606 GN=GRIPAP1 PE=1 SV=2	841	non-HK		ENSG00000068400	non-HK	36	23.586111111111112	18.9	broad non-HK
Q9UET6	TRM7_HUMAN	tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase OS=Homo sapiens OX=9606 GN=FTSJ1 PE=1 SV=2	329	non-HK		ENSG00000068438	non-HK	36	11.238888888888889	11.55	broad non-HK
Q96HE9	PRR11_HUMAN	Proline-rich protein 11 OS=Homo sapiens OX=9606 GN=PRR11 PE=1 SV=1	360	non-HK		ENSG00000068489	non-HK	8	1.6	1.35	restricted non-HK
Q9H902	REEP1_HUMAN	Receptor expression-enhancing protein 1 OS=Homo sapiens OX=9606 GN=REEP1 PE=1 SV=1	201	non-HK		ENSG00000068615	non-HK	35	11.422857142857143	8.4	intermediate non-HK
P98196	AT11A_HUMAN	Phospholipid-transporting ATPase IH OS=Homo sapiens OX=9606 GN=ATP11A PE=1 SV=3	1134	non-HK		ENSG00000068650	non-HK	36	8.305555555555555	7.35	broad non-HK
O95602	RPA1_HUMAN	DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens OX=9606 GN=POLR1A PE=1 SV=2	1720	non-HK		ENSG00000068654	non-HK	36	4.561111111111111	4.4	broad non-HK
Q15012	LAP4A_HUMAN	Lysosomal-associated transmembrane protein 4A OS=Homo sapiens OX=9606 GN=LAPTM4A PE=1 SV=1	233	HK	HRT Atlas	ENSG00000068697	HK	36	219.52222222222224	235.39999999999998	HK
Q9ULT0	TTC7A_HUMAN	Tetratricopeptide repeat protein 7A OS=Homo sapiens OX=9606 GN=TTC7A PE=1 SV=3	858	non-HK		ENSG00000068724	non-HK	36	6.35	4.75	broad non-HK
Q9UHH9	IP6K2_HUMAN	Inositol hexakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=IP6K2 PE=1 SV=2	426	HK	HRT Atlas	ENSG00000068745	HK	36	80.74444444444445	78.8	HK
Q9Y6Q2	STON1_HUMAN	Stonin-1 OS=Homo sapiens OX=9606 GN=STON1 PE=1 SV=2	735	non-HK		ENSG00000068781	non-HK	3	2.1666666666666665	1.9	restricted non-HK
Q8N5C6	SRBD1_HUMAN	S1 RNA-binding domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SRBD1 PE=1 SV=2	995	non-HK		ENSG00000068784	non-HK	36	3.441666666666667	3.5	broad non-HK
O00139	KIF2A_HUMAN	Kinesin-like protein KIF2A OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=3	706	non-HK		ENSG00000068796	non-HK	36	8.024999999999999	6.0	broad non-HK
Q7LDG7	GRP2_HUMAN	RAS guanyl-releasing protein 2 OS=Homo sapiens OX=9606 GN=RASGRP2 PE=1 SV=1	609	non-HK		ENSG00000068831	non-HK	36	23.61111111111111	15.100000000000001	broad non-HK
Q14997	PSME4_HUMAN	Proteasome activator complex subunit 4 OS=Homo sapiens OX=9606 GN=PSME4 PE=1 SV=2	1843	non-HK		ENSG00000068878	non-HK	36	8.455555555555556	6.9	broad non-HK
Q9P2H3	IFT80_HUMAN	Intraflagellar transport protein 80 homolog OS=Homo sapiens OX=9606 GN=IFT80 PE=1 SV=3	777	non-HK		ENSG00000068885	non-HK	36	11.427777777777779	9.65	broad non-HK
Q8IXJ6	SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 OS=Homo sapiens OX=9606 GN=SIRT2 PE=1 SV=2	389	HK	HRT Atlas	ENSG00000068903	HK	36	83.30555555555556	43.95	HK
Q96DZ1	ERLEC_HUMAN	Endoplasmic reticulum lectin 1 OS=Homo sapiens OX=9606 GN=ERLEC1 PE=1 SV=1	483	HK	HRT Atlas	ENSG00000068912	HK	36	24.766666666666666	22.5	HK
Q15173	2A5B_HUMAN	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform OS=Homo sapiens OX=9606 GN=PPP2R5B PE=1 SV=1	497	HK	HRT Atlas	ENSG00000068971	HK	36	25.83888888888889	17.95	HK
P11217	PYGM_HUMAN	Glycogen phosphorylase, muscle form OS=Homo sapiens OX=9606 GN=PYGM PE=1 SV=6	842	non-HK		ENSG00000068976	non-HK	36	115.47222222222223	8.35	broad non-HK
O75459	PAGE1_HUMAN	P antigen family member 1 OS=Homo sapiens OX=9606 GN=PAGE1 PE=1 SV=2	146	non-HK		ENSG00000068985	non-HK	1	17.0	17.0	restricted non-HK
P78337	PITX1_HUMAN	Pituitary homeobox 1 OS=Homo sapiens OX=9606 GN=PITX1 PE=1 SV=2	314	non-HK		ENSG00000069011	non-HK	16	94.075	18.15	intermediate non-HK
O15021	MAST4_HUMAN	Microtubule-associated serine/threonine-protein kinase 4 OS=Homo sapiens OX=9606 GN=MAST4 PE=1 SV=4	2623	non-HK		ENSG00000069020	non-HK	36	9.163888888888888	7.75	broad non-HK
Q8IZF2	AGRF5_HUMAN	Adhesion G protein-coupled receptor F5 OS=Homo sapiens OX=9606 GN=ADGRF5 PE=1 SV=3	1346	non-HK		ENSG00000069122	non-HK	36	16.705555555555556	9.5	broad non-HK
Q58EX2	SDK2_HUMAN	Protein sidekick-2 OS=Homo sapiens OX=9606 GN=SDK2 PE=1 SV=3	2172	non-HK		ENSG00000069188	non-HK	12	1.9583333333333333	1.4	intermediate non-HK
Q9H2U9	ADAM7_HUMAN	Disintegrin and metalloproteinase domain-containing protein 7 OS=Homo sapiens OX=9606 GN=ADAM7 PE=1 SV=3	754	non-HK		ENSG00000069206	non-HK	1	1.1	1.1	restricted non-HK
Q8WUM0	NU133_HUMAN	Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2	1156	HK	HRT Atlas	ENSG00000069248	HK	36	10.455555555555556	9.9	HK
Q9H1E3	NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens OX=9606 GN=NUCKS1 PE=1 SV=1	243	HK	HRT Atlas	ENSG00000069275	HK	36	51.577777777777776	46.75	HK
Q96QK1	VPS35_HUMAN	Vacuolar protein sorting-associated protein 35 OS=Homo sapiens OX=9606 GN=VPS35 PE=1 SV=2	796	non-HK		ENSG00000069329	non-HK	35	2.225714285714286	2.2	intermediate non-HK
O60884	DNJA2_HUMAN	DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1	412	HK	HRT Atlas	ENSG00000069345	HK	36	21.330555555555556	19.1	HK
P20749	BCL3_HUMAN	B-cell lymphoma 3 protein OS=Homo sapiens OX=9606 GN=BCL3 PE=1 SV=2	454	non-HK		ENSG00000069399	non-HK	36	36.19166666666667	33.75	broad non-HK
Q13303	KCAB2_HUMAN	Voltage-gated potassium channel subunit beta-2 OS=Homo sapiens OX=9606 GN=KCNAB2 PE=1 SV=2	367	non-HK		ENSG00000069424	non-HK	36	28.558333333333337	8.55	broad non-HK
O60706	ABCC9_HUMAN	ATP-binding cassette sub-family C member 9 OS=Homo sapiens OX=9606 GN=ABCC9 PE=1 SV=2	1549	non-HK		ENSG00000069431	non-HK	34	5.2558823529411764	3.2	intermediate non-HK
P22466	GALA_HUMAN	Galanin peptides OS=Homo sapiens OX=9606 GN=GAL PE=1 SV=3	123	non-HK		ENSG00000069482	non-HK	20	58.375	2.3	intermediate non-HK
Q9UHP7	CLC2D_HUMAN	C-type lectin domain family 2 member D OS=Homo sapiens OX=9606 GN=CLEC2D PE=1 SV=1	191	non-HK		ENSG00000069493	non-HK	35	5.04	4.3	intermediate non-HK
Q8IVP5	FUND1_HUMAN	FUN14 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FUNDC1 PE=1 SV=1	155	non-HK		ENSG00000069509	non-HK	36	18.030555555555555	14.0	broad non-HK
P27338	AOFB_HUMAN	Amine oxidase [flavin-containing] B OS=Homo sapiens OX=9606 GN=MAOB PE=1 SV=3	520	non-HK		ENSG00000069535	non-HK	36	51.105555555555554	43.8	broad non-HK
P35398	RORA_HUMAN	Nuclear receptor ROR-alpha OS=Homo sapiens OX=9606 GN=RORA PE=1 SV=2	523	non-HK		ENSG00000069667	non-HK	36	11.247222222222222	6.8	broad non-HK
P21917	DRD4_HUMAN	D(4) dopamine receptor OS=Homo sapiens OX=9606 GN=DRD4 PE=1 SV=3	419	non-HK		ENSG00000069696	non-HK	28	1.9392857142857143	1.8	intermediate non-HK
Q03167	TGBR3_HUMAN	Transforming growth factor beta receptor type 3 OS=Homo sapiens OX=9606 GN=TGFBR3 PE=1 SV=3	851	non-HK		ENSG00000069702	non-HK	35	19.505714285714287	15.8	intermediate non-HK
O15496	PA2GX_HUMAN	Group 10 secretory phospholipase A2 OS=Homo sapiens OX=9606 GN=PLA2G10 PE=1 SV=3	165	non-HK		ENSG00000069764	non-HK	7	8.528571428571428	7.7	restricted non-HK
Q9Y543	HES2_HUMAN	Transcription factor HES-2 OS=Homo sapiens OX=9606 GN=HES2 PE=2 SV=1	173	non-HK		ENSG00000069812	non-HK	11	9.10909090909091	3.4	restricted non-HK
P54709	AT1B3_HUMAN	Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens OX=9606 GN=ATP1B3 PE=1 SV=1	279	non-HK		ENSG00000069849	non-HK	36	106.19722222222222	81.7	broad non-HK
P46934	NEDD4_HUMAN	E3 ubiquitin-protein ligase NEDD4 OS=Homo sapiens OX=9606 GN=NEDD4 PE=1 SV=4	1319	non-HK		ENSG00000069869	non-HK	35	5.188571428571429	3.2	intermediate non-HK
Q92521	PIGB_HUMAN	GPI alpha-1,2-mannosyltransferase 3 OS=Homo sapiens OX=9606 GN=PIGB PE=1 SV=1	554	non-HK		ENSG00000069943	non-HK	35	3.5914285714285716	3.6	intermediate non-HK
Q16659	MK06_HUMAN	Mitogen-activated protein kinase 6 OS=Homo sapiens OX=9606 GN=MAPK6 PE=1 SV=1	721	non-HK		ENSG00000069956	non-HK	36	11.205555555555556	8.5	broad non-HK
O14775	GNB5_HUMAN	Guanine nucleotide-binding protein subunit beta-5 OS=Homo sapiens OX=9606 GN=GNB5 PE=1 SV=2	395	non-HK		ENSG00000069966	non-HK	36	22.108333333333334	17.5	broad non-HK
P51159	RB27A_HUMAN	Ras-related protein Rab-27A OS=Homo sapiens OX=9606 GN=RAB27A PE=1 SV=3	221	non-HK		ENSG00000069974	non-HK	36	14.619444444444444	11.9	broad non-HK
Q9BXW7	HDHD5_HUMAN	Haloacid dehalogenase-like hydrolase domain-containing 5 OS=Homo sapiens OX=9606 GN=HDHD5 PE=1 SV=1	423	non-HK		ENSG00000069998	non-HK	36	17.27777777777778	15.3	broad non-HK
Q92890	UFD1_HUMAN	Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Homo sapiens OX=9606 GN=UFD1 PE=1 SV=3	307	non-HK		ENSG00000070010	non-HK	36	36.22222222222222	34.7	broad non-HK
O75581	LRP6_HUMAN	Low-density lipoprotein receptor-related protein 6 OS=Homo sapiens OX=9606 GN=LRP6 PE=1 SV=2	1613	non-HK		ENSG00000070018	non-HK	35	2.8542857142857145	2.6	intermediate non-HK
P25092	GUC2C_HUMAN	Guanylyl cyclase C OS=Homo sapiens OX=9606 GN=GUCY2C PE=1 SV=2	1073	non-HK		ENSG00000070019	non-HK	2	18.7	18.7	restricted non-HK
P09683	SECR_HUMAN	Secretin OS=Homo sapiens OX=9606 GN=SCT PE=1 SV=2	121	non-HK		ENSG00000070031	non-HK	8	3.4625	2.5999999999999996	restricted non-HK
Q9P1Y6	PHRF1_HUMAN	PHD and RING finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PHRF1 PE=1 SV=3	1649	HK	HRT Atlas	ENSG00000070047	HK	35	13.891428571428571	13.4	HK
O95163	ELP1_HUMAN	Elongator complex protein 1 OS=Homo sapiens OX=9606 GN=ELP1 PE=1 SV=3	1332	non-HK		ENSG00000070061	non-HK	36	10.280555555555557	9.25	broad non-HK
P80303	NUCB2_HUMAN	Nucleobindin-2 OS=Homo sapiens OX=9606 GN=NUCB2 PE=1 SV=3	420	non-HK		ENSG00000070081	non-HK	36	36.388888888888886	27.95	broad non-HK
P35080	PROF2_HUMAN	Profilin-2 OS=Homo sapiens OX=9606 GN=PFN2 PE=1 SV=3	140	non-HK		ENSG00000070087	non-HK	36	87.81944444444444	45.5	broad non-HK
P26045	PTN3_HUMAN	Tyrosine-protein phosphatase non-receptor type 3 OS=Homo sapiens OX=9606 GN=PTPN3 PE=1 SV=2	913	non-HK		ENSG00000070159	non-HK	31	8.806451612903226	5.6	intermediate non-HK
P11277	SPTB1_HUMAN	Spectrin beta chain, erythrocytic OS=Homo sapiens OX=9606 GN=SPTB PE=1 SV=5	2137	non-HK		ENSG00000070182	non-HK	18	14.561111111111112	3.75	intermediate non-HK
Q9UN19	DAPP1_HUMAN	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide OS=Homo sapiens OX=9606 GN=DAPP1 PE=1 SV=1	280	non-HK		ENSG00000070190	non-HK	15	6.153333333333333	5.2	intermediate non-HK
O15520	FGF10_HUMAN	Fibroblast growth factor 10 OS=Homo sapiens OX=9606 GN=FGF10 PE=1 SV=1	208	non-HK		ENSG00000070193	non-HK	19	4.589473684210526	3.8	intermediate non-HK
Q8WWI5	CTL1_HUMAN	Choline transporter-like protein 1 OS=Homo sapiens OX=9606 GN=SLC44A1 PE=1 SV=1	657	non-HK		ENSG00000070214	non-HK	36	28.46388888888889	11.6	broad non-HK
Q9NX78	TM260_HUMAN	Protein O-mannosyl-transferase TMEM260 OS=Homo sapiens OX=9606 GN=TMEM260 PE=1 SV=3	707	non-HK		ENSG00000070269	non-HK	36	3.2416666666666667	3.0	broad non-HK
Q86US8	EST1A_HUMAN	Telomerase-binding protein EST1A OS=Homo sapiens OX=9606 GN=SMG6 PE=1 SV=2	1419	non-HK		ENSG00000070366	non-HK	36	11.597222222222221	11.4	broad non-HK
O00471	EXOC5_HUMAN	Exocyst complex component 5 OS=Homo sapiens OX=9606 GN=EXOC5 PE=1 SV=1	708	non-HK		ENSG00000070367	non-HK	36	4.1	3.75	broad non-HK
P53675	CLH2_HUMAN	Clathrin heavy chain 2 OS=Homo sapiens OX=9606 GN=CLTCL1 PE=1 SV=2	1640	non-HK		ENSG00000070371	non-HK	36	11.094444444444445	3.75	broad non-HK
Q9HCT0	FGF22_HUMAN	Fibroblast growth factor 22 OS=Homo sapiens OX=9606 GN=FGF22 PE=1 SV=1	170	non-HK		ENSG00000070388	non-HK	14	3.4	3.0999999999999996	intermediate non-HK
O95633	FSTL3_HUMAN	Follistatin-related protein 3 OS=Homo sapiens OX=9606 GN=FSTL3 PE=1 SV=1	263	non-HK		ENSG00000070404	non-HK	36	48.74166666666667	39.15	broad non-HK
P98153	IDD_HUMAN	Integral membrane protein DGCR2/IDD OS=Homo sapiens OX=9606 GN=DGCR2 PE=1 SV=1	550	non-HK		ENSG00000070413	non-HK	36	33.608333333333334	32.25	broad non-HK
Q9BV68	RN126_HUMAN	E3 ubiquitin-protein ligase RNF126 OS=Homo sapiens OX=9606 GN=RNF126 PE=1 SV=2	311	HK	HRT Atlas	ENSG00000070423	HK	36	26.200000000000003	23.45	HK
Q99583	MNT_HUMAN	Max-binding protein MNT OS=Homo sapiens OX=9606 GN=MNT PE=1 SV=1	582	non-HK		ENSG00000070444	non-HK	36	10.491666666666667	10.3	broad non-HK
Q2QGD7	ZXDC_HUMAN	Zinc finger protein ZXDC OS=Homo sapiens OX=9606 GN=ZXDC PE=1 SV=2	858	non-HK		ENSG00000070476	non-HK	36	4.933333333333334	4.45	broad non-HK
Q6NYC1	JMJD6_HUMAN	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 OS=Homo sapiens OX=9606 GN=JMJD6 PE=1 SV=1	403	non-HK		ENSG00000070495	non-HK	36	19.941666666666666	17.85	broad non-HK
P06746	DPOLB_HUMAN	DNA polymerase beta OS=Homo sapiens OX=9606 GN=POLB PE=1 SV=3	335	non-HK		ENSG00000070501	non-HK	36	24.330555555555556	17.55	broad non-HK
Q9NSC7	SIA7A_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 OS=Homo sapiens OX=9606 GN=ST6GALNAC1 PE=1 SV=1	600	non-HK		ENSG00000070526	non-HK	25	11.436000000000002	3.2	intermediate non-HK
Q5MNZ9	WIPI1_HUMAN	WD repeat domain phosphoinositide-interacting protein 1 OS=Homo sapiens OX=9606 GN=WIPI1 PE=1 SV=3	446	non-HK		ENSG00000070540	non-HK	36	19.97222222222222	14.350000000000001	broad non-HK
Q5SYB0	FRPD1_HUMAN	FERM and PDZ domain-containing protein 1 OS=Homo sapiens OX=9606 GN=FRMPD1 PE=1 SV=1	1578	non-HK		ENSG00000070601	non-HK	10	8.669999999999998	1.8	restricted non-HK
Q9HCG7	GBA2_HUMAN	Non-lysosomal glucosylceramidase OS=Homo sapiens OX=9606 GN=GBA2 PE=1 SV=2	927	HK	HRT Atlas	ENSG00000070610	HK	36	53.96111111111111	49.3	HK
P52848	NDST1_HUMAN	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1 OS=Homo sapiens OX=9606 GN=NDST1 PE=1 SV=1	882	HK	HRT Atlas	ENSG00000070614	HK	36	20.580555555555556	19.450000000000003	HK
P08243	ASNS_HUMAN	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	561	non-HK		ENSG00000070669	non-HK	36	23.308333333333334	17.4	broad non-HK
P53677	AP3M2_HUMAN	AP-3 complex subunit mu-2 OS=Homo sapiens OX=9606 GN=AP3M2 PE=1 SV=1	418	non-HK		ENSG00000070718	non-HK	36	12.797222222222222	9.3	broad non-HK
Q14028	CNGB1_HUMAN	Cyclic nucleotide-gated channel beta-1 OS=Homo sapiens OX=9606 GN=CNGB1 PE=1 SV=2	1251	non-HK		ENSG00000070729	non-HK	5	115.5	4.5	restricted non-HK
Q9UJ37	SIA7B_HUMAN	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 OS=Homo sapiens OX=9606 GN=ST6GALNAC2 PE=1 SV=1	374	non-HK		ENSG00000070731	non-HK	34	10.544117647058824	6.9	intermediate non-HK
P28329	CLAT_HUMAN	Choline O-acetyltransferase OS=Homo sapiens OX=9606 GN=CHAT PE=1 SV=4	748	non-HK		ENSG00000070748	non-HK	1	3.7	3.7	restricted non-HK
P11940	PABP1_HUMAN	Polyadenylate-binding protein 1 OS=Homo sapiens OX=9606 GN=PABPC1 PE=1 SV=2	636	HK	HRT Atlas	ENSG00000070756	HK	36	232.0361111111111	230.39999999999998	HK
Q96S53	TESK2_HUMAN	Dual specificity testis-specific protein kinase 2 OS=Homo sapiens OX=9606 GN=TESK2 PE=1 SV=1	571	non-HK		ENSG00000070759	non-HK	36	5.3805555555555555	4.45	broad non-HK
Q9Y6A4	CFA20_HUMAN	Cilia- and flagella-associated protein 20 OS=Homo sapiens OX=9606 GN=CFAP20 PE=1 SV=1	193	non-HK		ENSG00000070761	non-HK	36	21.61388888888889	19.1	broad non-HK
P19784	CSK22_HUMAN	Casein kinase II subunit alpha' OS=Homo sapiens OX=9606 GN=CSNK2A2 PE=1 SV=1	350	HK	HRT Atlas	ENSG00000070770	HK	36	23.41111111111111	17.4	HK
Q16825	PTN21_HUMAN	Tyrosine-protein phosphatase non-receptor type 21 OS=Homo sapiens OX=9606 GN=PTPN21 PE=1 SV=2	1174	non-HK		ENSG00000070778	non-HK	36	9.277777777777779	8.55	broad non-HK
Q9NR50	EI2BG_HUMAN	Translation initiation factor eIF2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1	452	HK	HRT Atlas	ENSG00000070785	HK	36	17.40277777777778	15.6	HK
Q9UQM7	KCC2A_HUMAN	Calcium/calmodulin-dependent protein kinase type II subunit alpha OS=Homo sapiens OX=9606 GN=CAMK2A PE=1 SV=2	478	non-HK		ENSG00000070808	non-HK	16	98.275	7.85	intermediate non-HK
Q13428	TCOF_HUMAN	Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3	1488	non-HK		ENSG00000070814	non-HK	36	13.141666666666667	12.850000000000001	broad non-HK
P60953	CDC42_HUMAN	Cell division control protein 42 homolog OS=Homo sapiens OX=9606 GN=CDC42 PE=1 SV=2	191	HK	HRT Atlas	ENSG00000070831	HK	36	95.21666666666667	97.55000000000001	HK
Q9H4L5	OSBL3_HUMAN	Oxysterol-binding protein-related protein 3 OS=Homo sapiens OX=9606 GN=OSBPL3 PE=1 SV=1	887	non-HK		ENSG00000070882	non-HK	33	3.7515151515151515	2.4	intermediate non-HK
P29322	EPHA8_HUMAN	Ephrin type-A receptor 8 OS=Homo sapiens OX=9606 GN=EPHA8 PE=1 SV=2	1005	non-HK		ENSG00000070886	non-HK	12	1.9749999999999999	1.9	intermediate non-HK
P55017	S12A3_HUMAN	Solute carrier family 12 member 3 OS=Homo sapiens OX=9606 GN=SLC12A3 PE=1 SV=3	1021	non-HK		ENSG00000070915	non-HK	1	93.4	93.4	restricted non-HK
Q9NS91	RAD18_HUMAN	E3 ubiquitin-protein ligase RAD18 OS=Homo sapiens OX=9606 GN=RAD18 PE=1 SV=2	495	non-HK		ENSG00000070950	non-HK	36	2.2194444444444446	2.4	broad non-HK
P20020	AT2B1_HUMAN	Plasma membrane calcium-transporting ATPase 1 OS=Homo sapiens OX=9606 GN=ATP2B1 PE=1 SV=4	1220	non-HK		ENSG00000070961	non-HK	36	15.508333333333335	8.850000000000001	broad non-HK
Q9NZQ8	TRPM5_HUMAN	Transient receptor potential cation channel subfamily M member 5 OS=Homo sapiens OX=9606 GN=TRPM5 PE=1 SV=1	1165	non-HK		ENSG00000070985	non-HK	4	2.2	2.0999999999999996	restricted non-HK
O43639	NCK2_HUMAN	Cytoplasmic protein NCK2 OS=Homo sapiens OX=9606 GN=NCK2 PE=1 SV=2	380	non-HK		ENSG00000071051	non-HK	36	31.133333333333333	31.35	broad non-HK
O95819	M4K4_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens OX=9606 GN=MAP4K4 PE=1 SV=2	1239	non-HK		ENSG00000071054	non-HK	36	47.830555555555556	21.549999999999997	broad non-HK
Q9UM21	MGT4A_HUMAN	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A OS=Homo sapiens OX=9606 GN=MGAT4A PE=1 SV=1	535	non-HK		ENSG00000071073	non-HK	36	9.81111111111111	8.649999999999999	broad non-HK
P62899	RL31_HUMAN	Large ribosomal subunit protein eL31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1	125	HK	HRT Atlas	ENSG00000071082	HK	36	2351.5916666666667	2307.75	HK
O75083	WDR1_HUMAN	WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	606	non-HK		ENSG00000071127	non-HK	36	8.427777777777777	5.199999999999999	broad non-HK
Q9Y5W8	SNX13_HUMAN	Sorting nexin-13 OS=Homo sapiens OX=9606 GN=SNX13 PE=1 SV=4	968	non-HK		ENSG00000071189	non-HK	36	8.488888888888889	8.3	broad non-HK
Q9NXJ0	M4A12_HUMAN	Membrane-spanning 4-domains subfamily A member 12 OS=Homo sapiens OX=9606 GN=MS4A12 PE=1 SV=2	267	non-HK		ENSG00000071203	non-HK	1	124.8	124.8	restricted non-HK
A1A4S6	RHG10_HUMAN	Rho GTPase-activating protein 10 OS=Homo sapiens OX=9606 GN=ARHGAP10 PE=1 SV=1	786	non-HK		ENSG00000071205	non-HK	36	19.227777777777778	15.35	broad non-HK
