Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_id	gene_length_bp
ENSG00000151882	43376645	43412391	5	ENSG00000151882	35747
ENSG00000005981	95478444	95540233	7	ENSG00000005981	61790
ENSG00000205927	33025935	33029196	21	ENSG00000205927	3262
ENSG00000279686	139442316	139462707	5	ENSG00000279686	20392
ENSG00000145348	106041599	106316683	4	ENSG00000145348	275085
ENSG00000254553	32465057	32600792	1	ENSG00000254553	135736
ENSG00000164512	56099680	56233330	5	ENSG00000164512	133651
ENSG00000184221	33070141	33072413	21	ENSG00000184221	2273
ENSG00000276747	17372196	17401699	1	ENSG00000276747	29504
ENSG00000127993	92528773	92540481	7	ENSG00000127993	11709
ENSG00000105676	19033575	19060311	19	ENSG00000105676	26737
ENSG00000159339	17308195	17364004	1	ENSG00000159339	55810
ENSG00000160180	42311667	42315409	21	ENSG00000160180	3743
ENSG00000005436	75652000	75710985	2	ENSG00000005436	58986
ENSG00000119979	119104086	119137984	10	ENSG00000119979	33899
ENSG00000166351	13609777	13645823	21	ENSG00000166351	36047
ENSG00000127989	91692008	91880702	7	ENSG00000127989	188695
ENSG00000196914	120336413	120489937	11	ENSG00000196914	153525
ENSG00000073150	50170731	50180295	22	ENSG00000073150	9565
ENSG00000188655	20556093	20560931	14	ENSG00000188655	4839
ENSG00000197982	37806979	37809454	1	ENSG00000197982	2476
ENSG00000106236	98617285	98629869	7	ENSG00000106236	12585
ENSG00000170638	50185913	50199598	22	ENSG00000170638	13686
ENSG00000183317	37713880	37765133	1	ENSG00000183317	51254
ENSG00000205571	70049638	70078522	5	ENSG00000205571	28885
ENSG00000177398	42062959	42143453	21	ENSG00000177398	80495
ENSG00000242950	92468380	92477986	7	ENSG00000242950	9607
ENSG00000164645	88794106	88795737	7	ENSG00000164645	1632
ENSG00000106261	100015572	100041689	7	ENSG00000106261	26118
ENSG00000259060	20582892	20609795	14	ENSG00000259060	26904
ENSG00000181803	20640696	20641691	14	ENSG00000181803	996
ENSG00000258818	20684560	20701216	14	ENSG00000258818	16657
ENSG00000151893	118674167	118755249	10	ENSG00000151893	81083
ENSG00000259171	20684587	20700576	14	ENSG00000259171	15990
ENSG00000006128	97732084	97740472	7	ENSG00000006128	8389
ENSG00000150907	40555667	40666641	13	ENSG00000150907	110975
ENSG00000183386	37996770	38005606	1	ENSG00000183386	8837
ENSG00000181562	20745887	20748380	14	ENSG00000181562	2494
ENSG00000181552	20768404	20770948	14	ENSG00000181552	2545
ENSG00000169413	20781268	20782467	14	ENSG00000169413	1200
ENSG00000181274	97332497	97334729	10	ENSG00000181274	2233
ENSG00000136152	45464898	45536701	13	ENSG00000136152	71804
ENSG00000129538	20801228	20802855	14	ENSG00000129538	1628
ENSG00000107560	118004916	118046941	10	ENSG00000107560	42026
ENSG00000128159	50217689	50245023	22	ENSG00000128159	27335
ENSG00000169385	20955487	20956436	14	ENSG00000169385	950
ENSG00000046889	67952046	68237032	8	ENSG00000046889	284987
ENSG00000213988	20077994	20127076	19	ENSG00000213988	49083
ENSG00000165794	20999255	21001871	14	ENSG00000165794	2617
ENSG00000158315	38885807	38941830	1	ENSG00000158315	56024
ENSG00000132432	54752250	54759974	7	ENSG00000132432	7725
ENSG00000188620	123135970	123139423	10	ENSG00000188620	3454
ENSG00000189319	124619292	124744378	10	ENSG00000189319	125087
ENSG00000179636	21024109	21036276	14	ENSG00000179636	12168
ENSG00000204084	37860697	37947057	1	ENSG00000204084	86361
ENSG00000118620	21020634	21060050	19	ENSG00000118620	39417
ENSG00000213185	122849078	122879641	10	ENSG00000213185	30564
ENSG00000128581	101310914	101321823	7	ENSG00000128581	10910
ENSG00000206150	21032818	21034807	14	ENSG00000206150	1990
ENSG00000119973	118589997	118595648	10	ENSG00000119973	5652
ENSG00000136141	46553168	46753040	13	ENSG00000136141	199873
ENSG00000173926	126867714	127030558	5	ENSG00000173926	162845
ENSG00000165799	21042316	21044234	14	ENSG00000165799	1919
ENSG00000138152	122271296	122338159	10	ENSG00000138152	66864
ENSG00000100429	50245183	50251405	22	ENSG00000100429	6223
ENSG00000115423	84516455	84819589	2	ENSG00000115423	303135
ENSG00000196109	22179089	22215801	19	ENSG00000196109	36713
ENSG00000173431	21057822	21058455	14	ENSG00000173431	634
ENSG00000165801	21070273	21090248	14	ENSG00000165801	19976
ENSG00000167232	23304991	23395471	19	ENSG00000167232	90481
ENSG00000186973	43145153	43156396	1	ENSG00000186973	11244
ENSG00000146005	139795808	139844466	5	ENSG00000146005	48659
ENSG00000138801	107590276	107720234	4	ENSG00000138801	129959
ENSG00000065154	124397303	124418976	10	ENSG00000065154	21674
ENSG00000146463	35268709	35422058	1	ENSG00000146463	153350
ENSG00000288711	34511122	34614913	21	ENSG00000288711	103792
ENSG00000155313	15729982	15880064	21	ENSG00000155313	150083
ENSG00000186529	15640897	15662825	19	ENSG00000186529	21929
ENSG00000239789	55951877	55956500	7	ENSG00000239789	4624
ENSG00000047621	4487735	4538508	12	ENSG00000047621	50774
ENSG00000176788	17065598	17276843	5	ENSG00000176788	211246
ENSG00000184374	118995452	119108455	8	ENSG00000184374	113004
ENSG00000172115	25118656	25125260	7	ENSG00000172115	6605
ENSG00000276490	94688154	94853073	10	ENSG00000276490	164920
ENSG00000157111	73120569	73131809	5	ENSG00000157111	11241
ENSG00000170430	129467190	129770983	10	ENSG00000170430	303794
ENSG00000156787	123041968	123152153	8	ENSG00000156787	110186
ENSG00000152749	94601857	94634661	13	ENSG00000152749	32805
ENSG00000164219	115204012	115262877	5	ENSG00000164219	58866
ENSG00000169919	65960684	65982215	7	ENSG00000169919	21532
ENSG00000156398	102714538	102743492	10	ENSG00000156398	28955
ENSG00000154144	124622836	124635926	11	ENSG00000154144	13091
ENSG00000282278	53377839	54295272	4	ENSG00000282278	917434
ENSG00000102543	49247925	49293485	13	ENSG00000102543	45561
ENSG00000113658	136132845	136188747	5	ENSG00000113658	55903
ENSG00000068697	20032650	20051628	2	ENSG00000068697	18979
ENSG00000156096	69480165	69526014	4	ENSG00000156096	45850
ENSG00000125257	95019835	95301475	13	ENSG00000125257	281641
ENSG00000143995	66433452	66573869	2	ENSG00000143995	140418
ENSG00000059804	7919230	7936187	12	ENSG00000059804	16958
ENSG00000148824	133394094	133422520	10	ENSG00000148824	28427
ENSG00000138663	83034447	83075818	4	ENSG00000138663	41372
ENSG00000165804	21090077	21104722	14	ENSG00000165804	14646
ENSG00000127980	92487020	92528520	7	ENSG00000127980	41501
ENSG00000197372	23525631	23687220	19	ENSG00000197372	161590
ENSG00000141404	11689264	11885685	18	ENSG00000141404	196422
ENSG00000164197	64165843	64372869	5	ENSG00000164197	207027
ENSG00000183520	38009258	38024820	1	ENSG00000183520	15563
ENSG00000225899	133623895	133626795	10	ENSG00000225899	2901
ENSG00000196664	12867072	12890361	X	ENSG00000196664	23290
ENSG00000130311	17309518	17323298	19	ENSG00000130311	13781
ENSG00000130037	5043879	5046788	12	ENSG00000130037	2910
ENSG00000145649	55102646	55110252	5	ENSG00000145649	7607
ENSG00000095574	122990807	123008812	10	ENSG00000095574	18006
ENSG00000204379	52495808	52500812	X	ENSG00000204379	5005
ENSG00000271741	34981533	35031741	1	ENSG00000271741	50209
ENSG00000183640	30812697	30813274	21	ENSG00000183640	578
ENSG00000169327	21148370	21159060	14	ENSG00000169327	10691
ENSG00000274749	30829039	30829759	21	ENSG00000274749	721
ENSG00000155329	132996985	133026604	5	ENSG00000155329	29620
ENSG00000182591	30880644	30881580	21	ENSG00000182591	937
ENSG00000142686	35713877	35718894	1	ENSG00000142686	5018
ENSG00000137642	121452314	121633763	11	ENSG00000137642	181450
ENSG00000206102	31038159	31038476	21	ENSG00000206102	318
ENSG00000092201	21351476	21384019	14	ENSG00000092201	32544
ENSG00000166272	102743948	102834516	10	ENSG00000166272	90569
ENSG00000142168	31659666	31668931	21	ENSG00000142168	9266
ENSG00000213996	19264364	19273391	19	ENSG00000213996	9028
ENSG00000117148	17755333	17827063	1	ENSG00000117148	71731
ENSG00000155011	106921802	107283806	4	ENSG00000155011	362005
ENSG00000117000	40161387	40240921	1	ENSG00000117000	79535
ENSG00000197614	8637346	8662888	12	ENSG00000197614	25543
ENSG00000187754	52644061	52654900	X	ENSG00000187754	10840
ENSG00000107949	125823546	125853695	10	ENSG00000107949	30150
ENSG00000239642	131806990	131945698	5	ENSG00000239642	138709
ENSG00000284989	43650149	43931014	1	ENSG00000284989	280866
ENSG00000204363	52796144	52797427	X	ENSG00000204363	1284
ENSG00000145692	79111809	79132288	5	ENSG00000145692	20480
ENSG00000172086	88027205	88064252	2	ENSG00000172086	37048
ENSG00000064607	18990888	19034023	19	ENSG00000064607	43136
ENSG00000142197	36156782	36294274	21	ENSG00000142197	137493
ENSG00000092853	35720218	35769978	1	ENSG00000092853	49761
ENSG00000184731	38814	46870	2	ENSG00000184731	8057
ENSG00000047634	17737449	17754988	X	ENSG00000047634	17540
ENSG00000236699	105552620	105708093	4	ENSG00000236699	155474
ENSG00000115507	63050057	63057836	2	ENSG00000115507	7780
ENSG00000214078	35626031	35664956	20	ENSG00000214078	38926
ENSG00000146006	138868921	138875368	5	ENSG00000146006	6448
ENSG00000145780	115520908	115544775	5	ENSG00000145780	23868
ENSG00000068383	132537787	132783480	10	ENSG00000068383	245694
ENSG00000214274	20684177	20698971	14	ENSG00000214274	14795
ENSG00000147853	4709556	4742043	9	ENSG00000147853	32488
ENSG00000169946	104590733	105804539	8	ENSG00000169946	1213807
ENSG00000174808	74744759	74794523	4	ENSG00000174808	49765
ENSG00000082068	37379285	37753435	5	ENSG00000082068	374151
ENSG00000173960	23927285	24004909	2	ENSG00000173960	77625
ENSG00000166166	103529196	103537073	14	ENSG00000166166	7878
ENSG00000134758	32091874	32131561	18	ENSG00000134758	39688
ENSG00000256500	103562962	103685924	14	ENSG00000256500	122963
ENSG00000164039	103077592	103099870	4	ENSG00000164039	22279
ENSG00000126215	103697609	103715504	14	ENSG00000126215	17896
ENSG00000277150	155456914	155458620	X	ENSG00000277150	1707
ENSG00000184388	73002939	73006106	X	ENSG00000184388	3168
ENSG00000175718	115189410	115192868	X	ENSG00000175718	3459
ENSG00000268447	52751132	52790305	X	ENSG00000268447	39174
ENSG00000135973	105241743	105243467	2	ENSG00000135973	1725
ENSG00000141434	32185069	32220404	18	ENSG00000141434	35336
ENSG00000171094	29192774	29921586	2	ENSG00000171094	728813
ENSG00000120158	4792944	4885917	9	ENSG00000120158	92974
ENSG00000172239	43526267	43557758	5	ENSG00000172239	31492
ENSG00000233056	42916803	42925630	21	ENSG00000233056	8828
ENSG00000167210	46476972	46657220	18	ENSG00000167210	180249
ENSG00000169439	96493813	96611790	8	ENSG00000169439	117978
ENSG00000188992	14108813	14210955	21	ENSG00000188992	102143
ENSG00000213999	19145567	19192131	19	ENSG00000213999	46565
ENSG00000147036	37571569	37684463	X	ENSG00000147036	112895
ENSG00000221837	44627093	44628378	21	ENSG00000221837	1286
ENSG00000160310	46635595	46665124	21	ENSG00000160310	29530
ENSG00000275520	72938163	72938958	X	ENSG00000275520	796
ENSG00000283463	149929573	149931287	X	ENSG00000283463	1715
ENSG00000063587	153334147	153360110	X	ENSG00000063587	25964
ENSG00000174607	114598770	114678225	4	ENSG00000174607	79456
ENSG00000112699	1623806	2245605	6	ENSG00000112699	621800
ENSG00000147117	47370578	47414498	X	ENSG00000147117	43921
ENSG00000182022	124007668	124093598	10	ENSG00000182022	85931
ENSG00000179222	51803007	51902354	X	ENSG00000179222	99348
ENSG00000248144	99336497	99352746	4	ENSG00000248144	16250
ENSG00000166523	8533305	8540905	12	ENSG00000166523	7601
ENSG00000106993	4679559	4708399	9	ENSG00000106993	28841
ENSG00000188130	50245450	50261716	22	ENSG00000188130	16267
ENSG00000205038	109362461	109537207	8	ENSG00000205038	174747
ENSG00000083520	72752169	72782096	13	ENSG00000083520	29928
ENSG00000166532	8681600	8783095	12	ENSG00000166532	101496
ENSG00000112685	485154	693139	6	ENSG00000112685	207986
ENSG00000196705	21142024	21196053	19	ENSG00000196705	54030
ENSG00000004766	93232340	93361123	7	ENSG00000004766	128784
ENSG00000138780	105708778	105847725	4	ENSG00000138780	138948
ENSG00000183354	5881596	6008482	9	ENSG00000183354	126887
ENSG00000138162	121989163	122254545	10	ENSG00000138162	265383
ENSG00000119699	75958097	75983011	14	ENSG00000119699	24915
ENSG00000139083	11649674	11895377	12	ENSG00000139083	245704
ENSG00000269307	17267418	17282966	19	ENSG00000269307	15549
ENSG00000106688	4490468	4587469	9	ENSG00000106688	97002
ENSG00000150048	10069554	10111627	12	ENSG00000150048	42074
ENSG00000283071	103084210	103090027	14	ENSG00000283071	5818
ENSG00000163235	70447284	70554193	2	ENSG00000163235	106910
ENSG00000185215	103121476	103137439	14	ENSG00000185215	15964
ENSG00000197360	22391019	22532485	19	ENSG00000197360	141467
ENSG00000064652	122843439	123029354	5	ENSG00000064652	185916
ENSG00000182141	21291160	21329425	19	ENSG00000182141	38266
ENSG00000197992	10030678	10066031	12	ENSG00000197992	35354
ENSG00000124875	73836640	73849064	4	ENSG00000124875	12425
ENSG00000145945	3849373	3851320	6	ENSG00000145945	1948
ENSG00000134940	125671522	125680874	11	ENSG00000134940	9353
ENSG00000205808	4662294	4665258	9	ENSG00000205808	2965
ENSG00000174599	117083554	117085576	4	ENSG00000174599	2023
ENSG00000176225	70003031	70205726	18	ENSG00000176225	202696
ENSG00000044459	17134982	17503923	9	ENSG00000044459	368942
ENSG00000070018	12116025	12267044	12	ENSG00000070018	151020
ENSG00000081051	73431138	73456174	4	ENSG00000081051	25037
ENSG00000124802	8073360	8102559	6	ENSG00000124802	29200
ENSG00000083307	101492439	101669726	8	ENSG00000083307	177288
ENSG00000165959	95181940	95319908	14	ENSG00000165959	137969
ENSG00000168658	98087116	98313299	2	ENSG00000168658	226184
ENSG00000183850	23075210	23147221	19	ENSG00000183850	72012
ENSG00000134697	37566816	37595937	1	ENSG00000134697	29122
ENSG00000187664	19254756	19262804	19	ENSG00000187664	8049
ENSG00000145721	97091867	97142753	5	ENSG00000145721	50887
ENSG00000188428	8013567	8064396	6	ENSG00000188428	50830
ENSG00000269067	22974883	23003176	19	ENSG00000269067	28294
ENSG00000110013	124633113	124695707	11	ENSG00000110013	62595
ENSG00000185386	50263713	50270767	22	ENSG00000185386	7055
ENSG00000188133	32783540	32789201	9	ENSG00000188133	5662
ENSG00000173930	102233986	102296284	5	ENSG00000173930	62299
ENSG00000187513	34792999	34795747	1	ENSG00000187513	2749
ENSG00000137040	6011025	6015625	9	ENSG00000137040	4601
ENSG00000147885	21216373	21217311	9	ENSG00000147885	939
ENSG00000176399	22446824	22455740	9	ENSG00000176399	8917
ENSG00000158106	143368876	143384221	8	ENSG00000158106	15346
ENSG00000147874	19053141	19102904	9	ENSG00000147874	49764
ENSG00000283201	23222755	23274221	19	ENSG00000283201	51467
ENSG00000116151	2321253	2391707	1	ENSG00000116151	70455
ENSG00000121297	31149979	31349436	19	ENSG00000121297	199458
ENSG00000113532	100806933	100903282	5	ENSG00000113532	96350
ENSG00000133103	39655627	39791665	13	ENSG00000133103	136039
ENSG00000138777	105369077	105474067	4	ENSG00000138777	104991
ENSG00000130304	17468769	17506168	19	ENSG00000130304	37400
ENSG00000258986	104474678	104605647	14	ENSG00000258986	130970
ENSG00000134970	115613210	115632992	5	ENSG00000134970	19783
ENSG00000284042	17528669	17529265	5	ENSG00000284042	597
ENSG00000186367	129748094	129766732	5	ENSG00000186367	18639
ENSG00000184990	104753147	104768494	14	ENSG00000184990	15348
ENSG00000109943	122838500	122872643	11	ENSG00000109943	34144
ENSG00000130021	6667865	7148158	X	ENSG00000130021	480294
ENSG00000006555	54779712	54801323	1	ENSG00000006555	21612
ENSG00000147592	70635318	70669185	8	ENSG00000147592	33868
ENSG00000164308	96875986	96919703	5	ENSG00000164308	43718
ENSG00000130054	69504326	69532508	X	ENSG00000130054	28183
ENSG00000157554	38380027	38661780	21	ENSG00000157554	281754
ENSG00000268629	105218929	105220694	X	ENSG00000268629	1766
ENSG00000198576	142611049	142614479	8	ENSG00000198576	3431
ENSG00000109971	123057489	123063230	11	ENSG00000109971	5742
ENSG00000122692	33041765	33076674	9	ENSG00000122692	34910
ENSG00000066056	43300982	43323108	1	ENSG00000066056	22127
ENSG00000184344	7689784	7695775	12	ENSG00000184344	5992
ENSG00000126249	34404399	34426168	19	ENSG00000126249	21770
ENSG00000235961	153072454	153075019	X	ENSG00000235961	2566
ENSG00000188153	108439838	108697545	X	ENSG00000188153	257708
ENSG00000179627	104800596	104804712	14	ENSG00000179627	4117
ENSG00000067167	70573218	70608416	8	ENSG00000067167	35199
ENSG00000139112	10212458	10223128	12	ENSG00000139112	10671
ENSG00000214265	24955034	25000276	15	ENSG00000214265	45243
ENSG00000100722	88562970	88627596	14	ENSG00000100722	64627
ENSG00000242259	19351368	19447711	22	ENSG00000242259	96344
ENSG00000102802	30906271	30925572	13	ENSG00000102802	19302
ENSG00000167077	41699503	41799456	22	ENSG00000167077	99954
ENSG00000124302	33621953	33773509	19	ENSG00000124302	151557
ENSG00000115875	38743599	38751494	2	ENSG00000115875	7896
ENSG00000205269	11537749	11583524	6	ENSG00000205269	45776
ENSG00000167656	142784882	142786539	8	ENSG00000167656	1658
ENSG00000134871	110305812	110513209	13	ENSG00000134871	207398
ENSG00000164985	15464066	15510995	9	ENSG00000164985	46930
ENSG00000185052	19212642	19722926	20	ENSG00000185052	510285
ENSG00000140396	70109782	70403808	8	ENSG00000140396	294027
ENSG00000268696	22832291	22858667	19	ENSG00000268696	26377
ENSG00000265818	8015726	8102530	6	ENSG00000265818	86805
ENSG00000214114	38862493	38873368	1	ENSG00000214114	10876
ENSG00000255819	10372353	10410146	12	ENSG00000255819	37794
ENSG00000204103	40685848	40689236	20	ENSG00000204103	3389
ENSG00000132793	41340821	41360582	20	ENSG00000132793	19762
ENSG00000116544	34865436	34929650	1	ENSG00000116544	64215
ENSG00000165097	18155329	18223854	6	ENSG00000165097	68526
ENSG00000161249	35497220	35513658	19	ENSG00000161249	16439
ENSG00000106384	101195007	101201038	7	ENSG00000106384	6032
ENSG00000198911	41833079	41907307	22	ENSG00000198911	74229
ENSG00000117016	40620680	40665682	1	ENSG00000117016	45003
ENSG00000285472	22015233	22095857	15	ENSG00000285472	80625
ENSG00000215454	44573729	44575371	21	ENSG00000215454	1643
ENSG00000142185	44350163	44443081	21	ENSG00000142185	92919
ENSG00000273976	23127066	23136822	15	ENSG00000273976	9757
ENSG00000205302	122775079	122834543	5	ENSG00000205302	59465
ENSG00000042832	132866958	133134903	8	ENSG00000042832	267946
ENSG00000121310	52895910	52927212	1	ENSG00000121310	31303
ENSG00000249319	66087761	66152277	7	ENSG00000249319	64517
ENSG00000124177	41402083	41618384	20	ENSG00000124177	216302
ENSG00000146109	26596953	26600739	6	ENSG00000146109	3787
ENSG00000259040	7881522	8064364	6	ENSG00000259040	182843
ENSG00000033178	67612652	67701155	4	ENSG00000033178	88504
ENSG00000006715	38722974	38932394	7	ENSG00000006715	209421
ENSG00000153162	7726099	7881728	6	ENSG00000153162	155630
ENSG00000163121	96497646	96508109	2	ENSG00000163121	10464
ENSG00000229665	57140918	57157082	13	ENSG00000229665	16165
ENSG00000173557	26562585	26579532	2	ENSG00000173557	16948
ENSG00000239264	7881517	7910788	6	ENSG00000239264	29272
ENSG00000197641	63586989	63604639	18	ENSG00000197641	17651
ENSG00000184564	85792790	85806683	13	ENSG00000184564	13894
