Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	gene_length_bp	hk_status
ENSG00000160886	142700111	142705127	8	5017	non-HK
ENSG00000129159	17734774	17856804	11	122031	non-HK
ENSG00000170881	124474866	124488618	8	13753	HK
ENSG00000147509	53851795	53959303	8	107509	non-HK
ENSG00000163376	66998307	67011210	3	12904	non-HK
ENSG00000255663	114400682	114443932	11	43251	non-HK
ENSG00000272305	52969119	53099453	3	130335	non-HK
ENSG00000087053	95821766	95925315	11	103550	non-HK
ENSG00000121440	73382431	73624941	3	242511	non-HK
ENSG00000283288	139471004	139473700	5	2697	non-HK
ENSG00000153347	95391366	95450454	5	59089	non-HK
ENSG00000169083	67543353	67730619	X	187267	non-HK
ENSG00000272333	35717973	35738880	19	20908	non-HK
ENSG00000178015	95620087	95622142	5	2056	non-HK
ENSG00000061337	20246165	20303963	8	57799	non-HK
ENSG00000152670	55738017	55817157	5	79141	non-HK
ENSG00000152137	119171555	119224855	12	53301	non-HK
ENSG00000173334	125430358	125438403	8	8046	non-HK
ENSG00000242114	30425623	30429054	22	3432	non-HK
ENSG00000174236	27696447	27697596	12	1150	non-HK
ENSG00000081148	101222546	101320575	3	98030	non-HK
ENSG00000183908	57181747	57191717	11	9971	non-HK
ENSG00000101605	3066693	3220126	18	153434	non-HK
ENSG00000156575	57376769	57381150	11	4382	non-HK
ENSG00000149599	31847637	31870664	20	23028	non-HK
ENSG00000139330	91050491	91058024	12	7534	non-HK
ENSG00000254979	57387365	57424059	11	36695	non-HK
ENSG00000160183	42371840	42396119	21	24280	non-HK
ENSG00000171365	49922596	50099235	X	176640	non-HK
ENSG00000173486	64241003	64244132	11	3130	non-HK
ENSG00000123066	115957905	116277693	12	319789	non-HK
ENSG00000131100	17592136	17630958	22	38823	HK
ENSG00000138472	108907792	108953879	3	46088	non-HK
ENSG00000102543	49247917	49293485	13	45569	non-HK
ENSG00000250821	55819790	55837489	4	17700	non-HK
ENSG00000138675	80266639	80336680	4	70042	non-HK
ENSG00000249992	45224466	45226287	3	1822	non-HK
ENSG00000135045	74946583	74952912	9	6330	non-HK
ENSG00000249693	56530606	56603507	4	72902	non-HK
ENSG00000172938	68980021	68980986	11	966	non-HK
ENSG00000184276	71833200	71837710	11	4511	non-HK
ENSG00000285708	70959226	71754229	3	795004	non-HK
ENSG00000225805	71878453	71884561	11	6109	non-HK
ENSG00000128040	56809860	56821742	4	11883	non-HK
ENSG00000286264	64241095	64244132	11	3038	non-HK
ENSG00000170837	71753855	71756496	3	2642	non-HK
ENSG00000125821	18587920	18766644	20	178725	HK
ENSG00000110031	58526871	58578220	11	51350	non-HK
ENSG00000132938	28820021	29505947	13	685927	non-HK
ENSG00000206530	113286930	113441610	3	154681	non-HK
ENSG00000177098	118133377	118152888	11	19512	non-HK
ENSG00000174473	171812254	173041559	4	1229306	non-HK
ENSG00000177854	153972754	153983194	X	10441	non-HK
ENSG00000101442	38748457	38772520	20	24064	non-HK
ENSG00000004777	35774532	35788822	19	14291	non-HK
ENSG00000139508	28700064	28719012	13	18949	non-HK
ENSG00000198759	13569601	13633575	X	63975	non-HK
ENSG00000179058	129612225	129621101	9	8877	non-HK
ENSG00000152705	134967907	135011696	5	43790	non-HK
ENSG00000149201	86374736	86423109	11	48374	non-HK
ENSG00000114487	108958248	109118134	3	159887	non-HK
ENSG00000186777	270675	305474	4	34800	non-HK
ENSG00000273514	41126435	41128681	9	2247	non-HK
ENSG00000124212	49503874	49568157	20	64284	non-HK
ENSG00000069011	135027734	135034813	5	7080	non-HK
ENSG00000130224	115110616	115234096	X	123481	non-HK
ENSG00000182903	425815	499156	4	73342	non-HK
ENSG00000236637	21186618	21187587	9	970	non-HK
ENSG00000214042	21201469	21202205	9	737	non-HK
ENSG00000186803	21206181	21207143	9	963	non-HK
ENSG00000147885	21216373	21217311	9	939	non-HK
ENSG00000198642	21320024	21335404	9	15381	non-HK
ENSG00000178919	97853226	97856717	9	3492	non-HK
ENSG00000136929	97926791	97944856	9	18066	non-HK
ENSG00000181965	135534282	135535964	5	1683	non-HK
ENSG00000102452	101053773	101416508	13	362736	non-HK
ENSG00000250361	143996104	144019380	4	23277	non-HK
ENSG00000100219	28794555	28800597	22	6043	non-HK
ENSG00000011083	150190062	150222788	5	32727	non-HK
ENSG00000101166	59033143	59042897	20	9755	HK
ENSG00000124334	155997696	156013017	X	15322	non-HK
ENSG00000099889	19969892	20016823	22	46932	non-HK
ENSG00000258529	111786286	111879425	11	93140	non-HK
ENSG00000113262	178977587	178996206	5	18620	non-HK
ENSG00000226763	43596617	43614498	19	17882	non-HK
ENSG00000285943	113361901	113515151	3	153251	non-HK
ENSG00000137720	111878935	111885975	11	7041	non-HK
ENSG00000104899	2249309	2252073	19	2765	non-HK
ENSG00000088356	31944337	31952069	20	7733	non-HK
ENSG00000102271	87517409	87670050	X	152642	non-HK
ENSG00000163519	108822770	108855005	3	32236	non-HK
ENSG00000135226	69280475	69295050	4	14576	non-HK
ENSG00000223547	12064731	12081565	19	16835	non-HK
ENSG00000205838	34838833	34900511	5	61679	non-HK
ENSG00000152229	45983536	46072296	18	88761	non-HK
ENSG00000237247	7030578	7033011	19	2434	non-HK
ENSG00000179817	18172837	18174280	11	1444	non-HK
ENSG00000205718	7037749	7040179	19	2431	non-HK
ENSG00000205693	27762427	27780236	12	17810	non-HK
ENSG00000230522	7049321	7051735	19	2415	non-HK
ENSG00000088305	32762385	32809359	20	46975	non-HK
ENSG00000255071	18231423	18248635	11	17213	non-HK
ENSG00000139445	109277978	109309284	12	31307	non-HK
ENSG00000160321	21932958	22010949	19	77992	non-HK
ENSG00000170819	133400056	133475222	3	75167	non-HK
ENSG00000149133	55993681	55994625	11	945	non-HK
ENSG00000180739	10512742	10517931	19	5190	non-HK
ENSG00000181761	56122373	56123311	11	939	non-HK
ENSG00000142515	50854915	50860764	19	5850	non-HK
ENSG00000181752	56159394	56160317	11	924	non-HK
ENSG00000173610	69588417	69653249	4	64833	non-HK
ENSG00000114125	141738249	141747560	3	9312	HK
ENSG00000184445	122527246	122626396	12	99151	non-HK
ENSG00000174957	56176618	56177556	11	939	non-HK
ENSG00000248483	93733220	93741600	5	8381	non-HK
ENSG00000180475	58227882	58228918	11	1037	non-HK
ENSG00000175745	93583222	93594611	5	11390	non-HK
ENSG00000241356	56819573	56820516	11	944	non-HK
ENSG00000254658	56208985	56215222	11	6238	non-HK
ENSG00000163421	71771655	71785206	3	13552	non-HK
ENSG00000128309	37019635	37029822	22	10188	non-HK
ENSG00000141449	21242229	21526112	18	283884	non-HK
ENSG00000165169	37836757	37847571	X	10815	HK
ENSG00000197826	80335730	80963750	4	628021	non-HK
ENSG00000176200	59503576	59504511	11	936	non-HK
ENSG00000172199	56375624	56376553	11	930	non-HK
ENSG00000168875	137764315	137766334	3	2020	non-HK
ENSG00000285978	178694605	178729335	5	34731	non-HK
ENSG00000272987	56412696	56413680	11	985	non-HK
ENSG00000178338	178859953	178888122	5	28170	non-HK
ENSG00000279961	56417258	56418232	11	975	non-HK
ENSG00000284732	56459221	56473352	11	14132	non-HK
ENSG00000152977	147393422	147510293	3	116872	non-HK
ENSG00000150269	56462469	56463401	11	933	non-HK
ENSG00000182168	95162504	95549206	4	386703	non-HK
ENSG00000070031	626309	627181	11	873	non-HK
ENSG00000289791	33997007	34008084	5	11078	non-HK
ENSG00000069696	637269	640706	11	3438	non-HK
ENSG00000187823	112082965	112458566	X	375602	non-HK
ENSG00000123728	132203024	132219495	X	16472	non-HK
ENSG00000288675	797511	799190	11	1680	non-HK
ENSG00000163590	160755602	161078902	3	323301	non-HK
ENSG00000100084	19330693	19447450	22	116758	non-HK
ENSG00000169393	47994632	48025154	19	30523	non-HK
ENSG00000198674	123994163	123995161	11	999	non-HK
ENSG00000236981	124023013	124023948	11	936	non-HK
ENSG00000163630	63228315	63616924	3	388610	non-HK
ENSG00000136144	49531944	49586740	13	54797	non-HK
ENSG00000174358	1201595	1225111	5	23517	non-HK
ENSG00000166793	57645087	57649944	11	4858	non-HK
ENSG00000126464	49591182	49626439	19	35258	non-HK
ENSG00000154640	17593650	17613014	21	19365	non-HK
ENSG00000232593	53094142	53170914	X	76773	non-HK
ENSG00000198099	99123657	99157792	4	34136	non-HK
ENSG00000164363	1225381	1246189	5	20809	non-HK
ENSG00000186462	73212299	73215239	X	2941	non-HK
ENSG00000197128	57466663	57477570	19	10908	non-HK
ENSG00000198088	107123427	107206505	X	83079	non-HK
ENSG00000132205	2846930	2916003	18	69074	non-HK
ENSG00000256514	67351572	67373584	11	22013	non-HK
ENSG00000175505	67364168	67374177	11	10010	non-HK
ENSG00000177045	45764785	45769252	19	4468	non-HK
ENSG00000133135	106693794	106797016	X	103223	non-HK
ENSG00000141639	50559451	50731830	18	172380	non-HK
ENSG00000272772	134157088	134225861	5	68774	non-HK
ENSG00000213402	67435510	67437682	11	2173	non-HK
ENSG00000273345	134196905	134371044	5	174140	non-HK
ENSG00000204514	57848731	57889074	19	40344	non-HK
ENSG00000175514	67451301	67452729	11	1429	non-HK
ENSG00000185774	20728606	21948772	4	1220167	non-HK
ENSG00000248710	160227454	160449829	3	222376	non-HK
ENSG00000182782	122701293	122703357	12	2065	non-HK
ENSG00000255398	122714756	122716811	12	2056	non-HK
ENSG00000196917	122726076	122730844	12	4769	non-HK
ENSG00000171388	129645259	129654959	X	9701	non-HK
ENSG00000160460	40466241	40576464	19	110224	non-HK
ENSG00000243279	49071161	49074017	X	2857	non-HK
ENSG00000285509	121024125	121113108	11	88984	non-HK
ENSG00000131808	30231014	30235261	11	4248	non-HK
ENSG00000090402	164978898	165078496	3	99599	non-HK
ENSG00000157625	30827442	30975084	X	147643	non-HK
ENSG00000185261	94150851	94618604	5	467754	non-HK
ENSG00000112077	49605175	49636839	6	31665	non-HK
ENSG00000167612	51888009	51891727	12	3719	non-HK
ENSG00000205869	1584342	1585283	11	942	non-HK
ENSG00000205867	1597177	1598294	11	1118	non-HK
ENSG00000196224	1607565	1608463	11	899	non-HK
ENSG00000240654	24307166	24322535	13	15370	non-HK
ENSG00000197632	63871692	63903888	18	32197	non-HK
ENSG00000205864	1697195	1697755	11	561	non-HK
ENSG00000250644	1734821	1763954	11	29134	non-HK
ENSG00000038382	14143342	14532128	5	388787	non-HK
ENSG00000161835	52006946	52015889	12	8944	non-HK
ENSG00000139826	108218167	108234243	13	16077	non-HK
ENSG00000256349	66509079	66533613	11	24535	non-HK
ENSG00000032742	20566600	20691697	13	125098	non-HK
ENSG00000124479	43948772	43973395	X	24624	non-HK
ENSG00000175536	74490519	74493724	11	3206	non-HK
ENSG00000214827	155064034	155147937	X	83904	non-HK
ENSG00000101138	56392371	56406362	20	13992	non-HK
ENSG00000136011	103587273	103766719	12	179447	non-HK
ENSG00000142188	33432485	33479974	21	47490	non-HK
ENSG00000186907	57460528	57477534	11	17007	non-HK
ENSG00000288721	41793314	41921139	6	127826	non-HK
ENSG00000174343	40335333	40355217	4	19885	non-HK
ENSG00000197261	49550666	49561907	6	11242	non-HK
ENSG00000018610	119535669	119565409	X	29741	non-HK
ENSG00000156587	57551656	57568284	11	16629	non-HK
ENSG00000196747	27808173	27808667	6	495	non-HK
ENSG00000273802	26216200	26216688	6	489	non-HK
ENSG00000185130	27807479	27807929	6	451	non-HK
ENSG00000277224	26199516	26199988	6	473	non-HK
ENSG00000275713	26251614	26252075	6	462	non-HK
ENSG00000273983	26270918	26271413	6	496	non-HK
ENSG00000276966	26204610	26205021	6	412	non-HK
ENSG00000156140	72280969	72569221	4	288253	non-HK
ENSG00000135569	132588592	132589741	6	1150	non-HK
ENSG00000166974	34976928	35143470	18	166543	non-HK
ENSG00000120279	152697897	152724569	6	26673	non-HK
ENSG00000244355	31715348	31717919	6	2572	non-HK
ENSG00000226314	28161769	28169594	6	7826	non-HK
ENSG00000149575	118162806	118176639	11	13834	non-HK
ENSG00000102385	101219769	101264502	X	44734	non-HK
ENSG00000189134	28259297	28260958	6	1662	non-HK
ENSG00000274997	27147106	27147562	6	457	non-HK
ENSG00000158553	27285903	27312273	6	26371	non-HK
ENSG00000258311	55716036	55724703	12	8668	non-HK
ENSG00000255425	124211707	124215828	11	4122	non-HK
ENSG00000137413	42050513	42087461	6	36949	non-HK
ENSG00000180425	114391443	114400511	11	9069	non-HK
ENSG00000111412	116710171	116738070	12	27900	non-HK
ENSG00000081051	73431138	73456174	4	25037	non-HK
ENSG00000109927	121101243	121191490	11	90248	non-HK
ENSG00000144962	172889357	173141235	3	251879	non-HK
ENSG00000135116	116856144	116881441	12	25298	non-HK
ENSG00000213967	23914876	23945159	19	30284	non-HK
ENSG00000184954	55469200	55470138	12	939	non-HK
ENSG00000205327	55492378	55493316	12	939	non-HK
ENSG00000155307	14485228	14658821	21	173594	non-HK
ENSG00000133138	106802673	106876150	X	73478	non-HK
ENSG00000188171	20619939	20661596	19	41658	non-HK
ENSG00000285625	56714612	56741535	12	26924	non-HK
ENSG00000285218	170418868	170860380	3	441513	non-HK
ENSG00000213973	22752183	22784151	19	31969	non-HK
ENSG00000170374	53326575	53345315	12	18741	non-HK
ENSG00000204869	46039182	46077118	19	37937	non-HK
ENSG00000120451	130866250	130916479	11	50230	HK
ENSG00000156194	75859864	75902571	4	42708	non-HK
ENSG00000285238	6556886	6607367	12	50482	non-HK
ENSG00000182315	7056207	7069665	19	13459	non-HK
ENSG00000177694	174438573	175810548	3	1371976	non-HK
ENSG00000181733	8721634	8732160	19	10527	non-HK
ENSG00000170923	9100407	9107475	19	7069	non-HK
ENSG00000176695	107104	117102	19	9999	non-HK
ENSG00000057149	63653686	63661893	18	8208	non-HK
ENSG00000101132	54207817	54228052	20	20236	non-HK
ENSG00000204866	46143106	46161298	19	18193	non-HK
ENSG00000111725	119667864	119681624	12	13761	non-HK
ENSG00000178440	49942056	50011654	10	69599	non-HK
ENSG00000163995	7965310	8158832	4	193523	non-HK
ENSG00000203872	87344813	87365463	6	20651	non-HK
ENSG00000269526	53013921	53016123	19	2203	non-HK
ENSG00000182566	7728957	7733906	19	4950	non-HK
ENSG00000204149	49982190	50011654	10	29465	non-HK
ENSG00000285558	141738474	141807919	3	69446	non-HK
ENSG00000213204	87408012	87511634	6	103623	non-HK
ENSG00000156261	29055805	29073797	21	17993	non-HK
ENSG00000179300	78656068	78659532	X	3465	non-HK
ENSG00000169562	71212811	71225519	X	12709	non-HK
ENSG00000075043	63400208	63472677	20	72470	non-HK
ENSG00000187556	13862063	13880757	19	18695	non-HK
ENSG00000164520	149883179	149898113	6	14935	non-HK
ENSG00000103994	42412823	42491141	15	78319	non-HK
ENSG00000175544	67452406	67461752	11	9347	non-HK
ENSG00000255150	104303739	104305205	12	1467	non-HK
ENSG00000130270	1782075	1812276	19	30202	non-HK
ENSG00000135119	116738178	116853631	12	115454	non-HK
ENSG00000085276	169083499	169663775	3	580277	non-HK
ENSG00000212122	113432553	113434989	5	2437	non-HK
ENSG00000204979	60515392	60542721	11	27330	non-HK
ENSG00000171444	113022106	113488823	5	466718	non-HK
ENSG00000112137	12716312	13290446	6	574135	non-HK
ENSG00000124429	85276746	85379755	X	103010	non-HK
ENSG00000139190	6462237	6470677	12	8441	non-HK
ENSG00000166670	102770502	102780628	11	10127	non-HK
ENSG00000197467	69801880	69964275	10	162396	non-HK
ENSG00000168675	13216173	13652755	18	436583	non-HK
ENSG00000178222	1056250	1113564	4	57315	non-HK
ENSG00000178026	24585620	24593208	22	7589	non-HK
ENSG00000204290	32393339	32407181	6	13843	non-HK
ENSG00000205927	33025327	33029196	21	3870	non-HK
ENSG00000172757	65823022	65862026	11	39005	HK
ENSG00000203877	83853360	83857515	6	4156	non-HK
ENSG00000197110	39243455	39245250	19	1796	non-HK
ENSG00000285901	4273762	4405490	12	131729	non-HK
ENSG00000160190	42495994	42581440	21	85447	non-HK
ENSG00000111404	18080869	18320107	12	239239	non-HK
ENSG00000215193	18077923	18105396	22	27474	non-HK
ENSG00000099822	589881	617159	19	27279	non-HK
ENSG00000204536	31142439	31158238	6	15800	non-HK
ENSG00000113712	149492982	149551471	5	58490	HK
ENSG00000104177	48134632	48178353	15	43722	non-HK
ENSG00000147138	79144678	79175318	X	30641	non-HK
ENSG00000102243	136532154	136556807	X	24654	non-HK
ENSG00000070388	639879	644373	19	4495	non-HK
ENSG00000130167	11296139	11326996	19	30858	non-HK
ENSG00000181215	5897373	6200555	4	303183	non-HK
ENSG00000248771	164754064	164803795	4	49732	non-HK
ENSG00000182518	55143102	55161310	X	18209	non-HK
ENSG00000134640	92969651	92985066	11	15416	non-HK
ENSG00000159873	28772674	28789301	22	16628	non-HK
ENSG00000139220	81257975	81759553	12	501579	non-HK
ENSG00000196611	102789401	102798160	11	8760	non-HK
ENSG00000125650	6375148	6379058	19	3911	non-HK
ENSG00000102032	153935269	153944687	X	9419	non-HK
ENSG00000088247	6413102	6424811	19	11710	HK
ENSG00000171053	125746279	125749867	11	3589	non-HK
ENSG00000196844	125776113	125778828	11	2716	non-HK
ENSG00000183864	41433489	41446801	22	13313	HK
ENSG00000184985	7192538	7742827	4	550290	non-HK
ENSG00000017797	9474991	9538114	18	63124	HK
ENSG00000126243	35935358	35946624	19	11267	non-HK
ENSG00000236027	125788127	125791600	11	3474	non-HK
ENSG00000133103	39655627	39791666	13	136040	non-HK
ENSG00000237353	125833316	125840072	11	6757	non-HK
ENSG00000205138	35995188	35996312	19	1125	HK
ENSG00000284684	6064977	6070162	4	5186	non-HK
ENSG00000184117	29554808	29581327	22	26520	non-HK
ENSG00000101856	119236244	119244468	X	8225	HK
ENSG00000130477	17601336	17688365	19	87030	non-HK
ENSG00000155511	153489615	153813869	5	324255	non-HK
ENSG00000184507	34343315	34357737	15	14423	non-HK
ENSG00000006118	60924460	60937159	11	12700	non-HK
ENSG00000129682	138614727	139222777	X	608051	non-HK
ENSG00000134160	31001065	31161160	15	160096	non-HK
ENSG00000189099	151277161	151291862	4	14702	non-HK
ENSG00000129749	3665587	3671384	11	5798	non-HK
ENSG00000150630	176683538	176792922	4	109385	non-HK
ENSG00000102100	48903180	48911958	X	8779	non-HK
ENSG00000175040	143119771	143124014	3	4244	non-HK
ENSG00000100092	37634654	37656117	22	21464	non-HK
ENSG00000175077	187197486	187201462	3	3977	non-HK
ENSG00000187079	12674421	12944737	11	270317	non-HK
ENSG00000272856	87460802	87471050	4	10249	non-HK
ENSG00000248099	17816512	17821574	19	5063	non-HK
ENSG00000130513	18374731	18389176	19	14446	non-HK
ENSG00000163736	73985966	73988276	4	2311	non-HK
ENSG00000121853	172443291	172448456	3	5166	non-HK
ENSG00000124466	43460787	43465608	19	4822	non-HK
ENSG00000174948	154334943	154430190	3	95248	non-HK
ENSG00000109220	53994803	54064605	4	69803	non-HK
ENSG00000118156	47520690	47573148	19	52459	non-HK
ENSG00000180613	54099523	54102498	4	2976	non-HK
ENSG00000182103	82729940	82733864	11	3925	non-HK
ENSG00000158258	139935185	140577397	3	642213	non-HK
ENSG00000287542	88523810	88708450	4	184641	non-HK
ENSG00000160305	46458877	46572743	21	113867	non-HK
ENSG00000177432	88695913	88697829	4	1917	non-HK
ENSG00000188076	193078	194575	11	1498	non-HK
ENSG00000134440	57600000	57622213	18	22214	HK
ENSG00000174885	278407	285388	11	6982	non-HK
ENSG00000136514	187368385	187372076	3	3692	non-HK
ENSG00000268480	8630633	8681151	19	50519	non-HK
ENSG00000204694	29425504	29457071	6	31568	non-HK
ENSG00000179846	45149744	45160982	19	11239	non-HK
ENSG00000153303	168053095	168101511	6	48417	non-HK
ENSG00000254415	51639478	51646825	19	7348	non-HK
ENSG00000138246	132417502	132539032	3	121531	HK
ENSG00000206013	298200	299526	11	1327	non-HK
ENSG00000161888	11131520	11155807	19	24288	non-HK
ENSG00000288681	308408	315272	11	6865	non-HK
ENSG00000102753	49697744	49793068	13	95325	HK
ENSG00000167749	50906351	50911395	19	5045	non-HK
ENSG00000171204	85628573	85636539	11	7967	non-HK
ENSG00000100418	41598028	41621081	22	23054	HK
ENSG00000145879	148312419	148315922	5	3504	non-HK
ENSG00000269741	50996018	51009581	19	13564	non-HK
ENSG00000204909	148321203	148339852	5	18650	non-HK
ENSG00000104974	54593582	54602381	19	8800	non-HK
ENSG00000099940	20858537	20891214	22	32678	HK
ENSG00000230561	127703361	127941507	5	238147	non-HK
ENSG00000147027	34627075	34657285	X	30211	non-HK
ENSG00000080709	114055926	114496500	5	440575	non-HK
ENSG00000251192	46497725	46545457	X	47733	non-HK
ENSG00000179071	85683848	85686195	11	2348	non-HK
ENSG00000275163	178419123	178843300	3	424178	non-HK
ENSG00000099977	23970542	23980525	22	9984	non-HK
ENSG00000176463	91853708	92172435	15	318728	non-HK
ENSG00000242019	54724442	54736632	19	12191	non-HK
ENSG00000151364	78015715	78046191	11	30477	non-HK
ENSG00000155890	140678064	140701150	3	23087	non-HK
ENSG00000172738	37212180	37258155	6	45976	non-HK
ENSG00000145757	95652181	95698711	5	46531	non-HK
ENSG00000259112	78016971	78079865	11	62895	non-HK
ENSG00000238269	55075030	55078909	X	3880	non-HK
ENSG00000172578	183487551	183555706	3	68156	non-HK
