Transcript stable ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENST00000293362	ENSG00000131467	42824385	42843760	17
ENST00000457167	ENSG00000168259	41976421	42021376	17
ENST00000426588	ENSG00000168259	41976421	42021376	17
ENST00000367942	ENSG00000118217	161766261	161977574	1
ENST00000360876	ENSG00000106263	2354086	2380747	7
ENST00000397011	ENSG00000106263	2354086	2380747	7
ENST00000451653	ENSG00000093183	42547969	42601168	3
ENST00000273156	ENSG00000093183	42547969	42601168	3
ENST00000295702	ENSG00000163479	156009041	156020968	1
ENST00000305533	ENSG00000247596	52228612	52246788	3
ENST00000366923	ENSG00000136628	219968598	220046616	1
ENST00000430069	ENSG00000177565	177019340	177228000	3
ENST00000521580	ENSG00000163866	34712737	34859805	1
ENST00000456842	ENSG00000163866	34712737	34859805	1
ENST00000254928	ENSG00000132591	28855009	28861067	17
ENST00000260641	ENSG00000138071	65227745	65271253	2
ENST00000366815	ENSG00000163041	226061571	226073206	1
ENST00000395443	ENSG00000198218	49029707	49094545	3
ENST00000263238	ENSG00000115091	113889600	113962596	2
ENST00000535589	ENSG00000115091	113889600	113962596	2
ENST00000370654	ENSG00000117133	84479257	84498352	1
ENST00000339012	ENSG00000163001	55519559	55545080	2
ENST00000272102	ENSG00000143761	228081841	228099212	1
ENST00000311128	ENSG00000174839	57625454	57693127	3
ENST00000266025	ENSG00000126062	50354749	50359521	3
ENST00000356401	ENSG00000177479	48918821	48986382	3
ENST00000321358	ENSG00000065978	42682408	42703805	1
ENST00000264255	ENSG00000115514	99318982	99340702	2
ENST00000376692	ENSG00000116670	11657230	11692605	1
ENST00000316804	ENSG00000177885	75318076	75405709	17
ENST00000429422	ENSG00000047849	47850678	48089295	3
ENST00000395734	ENSG00000047849	47850678	48089295	3
ENST00000360240	ENSG00000047849	47850678	48089295	3
ENST00000354618	ENSG00000054118	36224392	36305376	1
ENST00000359995	ENSG00000161547	76734115	76737395	17
ENST00000392485	ENSG00000161547	76734115	76737395	17
ENST00000240851	ENSG00000114354	100709295	100748965	3
ENST00000476228	ENSG00000114354	100709295	100748965	3
ENST00000375743	ENSG00000116809	15940403	15976132	1
ENST00000377577	ENSG00000007923	6634168	6701924	1
ENST00000420826	ENSG00000188612	75165586	75182991	17
ENST00000314523	ENSG00000188612	75165586	75182991	17
ENST00000360507	ENSG00000115649	219170704	219182664	2
ENST00000378891	ENSG00000107404	1335276	1349945	1
ENST00000378954	ENSG00000119787	38293949	38377438	2
ENST00000360943	ENSG00000159202	48908398	48929056	17
ENST00000264645	ENSG00000108349	40140278	40177001	17
ENST00000343818	ENSG00000143811	225919397	225924340	1
ENST00000283195	ENSG00000153201	108719437	108785810	2
ENST00000236051	ENSG00000117395	43164175	43270936	1
ENST00000397195	ENSG00000007168	2593183	2685616	17
ENST00000283943	ENSG00000153827	229763835	229923239	2
ENST00000605895	ENSG00000157916	2390670	2405444	1
ENST00000488353	ENSG00000157916	2390670	2405444	1
ENST00000378513	ENSG00000157916	2390670	2405444	1
ENST00000368719	ENSG00000197956	153534591	153536549	1
ENST00000496817	ENSG00000197956	153534591	153536549	1
ENST00000356634	ENSG00000004487	23019395	23083693	1
ENST00000322157	ENSG00000141279	47522942	47624665	17
ENST00000371873	ENSG00000162368	47333790	47394866	1
ENST00000560793	ENSG00000143418	150960583	150977396	1
ENST00000368954	ENSG00000143418	150960583	150977396	1
ENST00000263960	ENSG00000115520	197453493	197475310	2
ENST00000272227	ENSG00000143870	10783378	10837977	2
ENST00000271764	ENSG00000143486	206571292	206612514	1
ENST00000258424	ENSG00000135940	97646062	97648383	2
ENST00000367595	ENSG00000230124	180269653	180502954	1
ENST00000238081	ENSG00000134308	9583967	9639472	2
ENST00000323848	ENSG00000133226	24631716	24673281	1
ENST00000367287	ENSG00000134375	201955476	201970664	1
ENST00000409682	ENSG00000115233	161308414	161411720	2
ENST00000373586	ENSG00000084623	32221077	32245397	1
ENST00000272217	ENSG00000143862	202133404	202144743	1
ENST00000373477	ENSG00000134684	32775237	32818031	1
ENST00000374303	ENSG00000117640	25818640	25832947	1
ENST00000186436	ENSG00000075568	97756333	97996226	2
ENST00000258418	ENSG00000135932	230712822	230821076	2
ENST00000257181	ENSG00000134748	52404060	52420836	1
ENST00000361427	ENSG00000198830	26472013	26478209	1
ENST00000335508	ENSG00000115524	197388515	197435079	2
ENST00000424674	ENSG00000115524	197388515	197435079	2
ENST00000487698	ENSG00000115524	197388515	197435079	2
ENST00000375592	ENSG00000037637	16246840	16352487	1
ENST00000370768	ENSG00000162613	77944055	77979527	1
ENST00000370767	ENSG00000162613	77944055	77979527	1
ENST00000324862	ENSG00000117360	150321479	150353233	1
ENST00000263733	ENSG00000116199	179025804	179076567	1
ENST00000402297	ENSG00000218739	37191473	37216555	2
ENST00000432959	ENSG00000135956	96248500	96266047	2
ENST00000258439	ENSG00000135956	96248500	96266047	2
ENST00000295317	ENSG00000163162	101271219	101308724	2
ENST00000366647	ENSG00000116906	231241196	231277973	1
ENST00000264108	ENSG00000128708	171922429	171986153	2
ENST00000240185	ENSG00000120948	11012344	11030528	1
ENST00000315091	ENSG00000120948	11012344	11030528	1
ENST00000368521	ENSG00000143612	154206668	154220681	1
ENST00000350592	ENSG00000143612	154206668	154220681	1
ENST00000402285	ENSG00000143947	55229447	55236044	2
ENST00000404735	ENSG00000143947	55229447	55236044	2
ENST00000272317	ENSG00000143947	55229447	55236044	2
ENST00000294353	ENSG00000162378	52726447	52827336	1
ENST00000366812	ENSG00000182827	226144679	226186762	1
ENST00000409171	ENSG00000173744	227472134	227561217	2
ENST00000458212	ENSG00000173744	227472134	227561217	2
ENST00000259050	ENSG00000136536	159712001	159771027	2
ENST00000306384	ENSG00000168899	85584431	85593406	2
ENST00000325748	ENSG00000180228	178431292	178451512	2
ENST00000312239	ENSG00000127483	20739095	20787323	1
ENST00000375003	ENSG00000127483	20739095	20787323	1
ENST00000368277	ENSG00000160783	156212989	156240423	1
ENST00000196061	ENSG00000083444	11934205	11975542	1
ENST00000313334	ENSG00000134717	52056199	52090716	1
ENST00000472944	ENSG00000134717	52056199	52090716	1
ENST00000330188	ENSG00000143549	154155308	154194648	1
ENST00000341372	ENSG00000143549	154155308	154194648	1
ENST00000389501	ENSG00000135632	73214222	73227229	2
ENST00000373943	ENSG00000117758	27773195	27824443	1
ENST00000409096	ENSG00000036257	224470150	224585397	2
ENST00000289371	ENSG00000158417	99337371	99401326	2
ENST00000535010	ENSG00000097033	86704520	86748184	1
ENST00000370558	ENSG00000097033	86704520	86748184	1
ENST00000322723	ENSG00000115053	231453531	231483641	2
ENST00000356936	ENSG00000115053	231453531	231483641	2
ENST00000410080	ENSG00000196504	152651593	152718048	2
ENST00000272418	ENSG00000144029	95085369	95122006	2
ENST00000407025	ENSG00000115685	241149576	241183652	2
ENST00000377648	ENSG00000116273	6613731	6624030	1
ENST00000325722	ENSG00000142687	35393883	35557950	1
ENST00000264963	ENSG00000114988	96704993	96740084	2
ENST00000361891	ENSG00000143621	153661788	153671028	1
ENST00000409784	ENSG00000138069	65070696	65130986	2
ENST00000360472	ENSG00000162734	160205335	160215404	1
ENST00000366690	ENSG00000168118	229271062	229305894	1
ENST00000432648	ENSG00000174574	38991272	39006059	1
ENST00000434299	ENSG00000117448	45550475	45570051	1
ENST00000351829	ENSG00000117448	45550475	45570051	1
ENST00000471651	ENSG00000117448	45550475	45570051	1
ENST00000246337	ENSG00000126088	45010950	45015575	1
ENST00000264158	ENSG00000115839	135052283	135176667	2
ENST00000357235	ENSG00000197622	151050971	151070325	1
ENST00000321265	ENSG00000090273	26900238	26946885	1
ENST00000343815	ENSG00000143569	154220179	154271510	1
ENST00000361546	ENSG00000143569	154220179	154271510	1
ENST00000428595	ENSG00000143569	154220179	154271510	1
ENST00000373019	ENSG00000183431	37956975	37990517	1
ENST00000308696	ENSG00000173692	231056845	231173116	2
ENST00000233575	ENSG00000115234	27370496	27377535	2
ENST00000260643	ENSG00000138073	27130752	27134671	2
ENST00000332624	ENSG00000115993	201377207	201453449	2
ENST00000242719	ENSG00000123091	51235625	51273447	1
ENST00000272065	ENSG00000143727	264140	279100	2
ENST00000272067	ENSG00000143727	264140	279100	2
ENST00000272444	ENSG00000144048	73761782	73780173	2
ENST00000234160	ENSG00000115806	170928464	170967135	2
ENST00000366794	ENSG00000143799	226360210	226408154	1
ENST00000308271	ENSG00000090686	21678298	21783606	1
ENST00000374732	ENSG00000090686	21678298	21783606	1
ENST00000421625	ENSG00000090686	21678298	21783606	1
ENST00000370994	ENSG00000142864	67407810	67430415	1
ENST00000370995	ENSG00000142864	67407810	67430415	1
ENST00000361219	ENSG00000142864	67407810	67430415	1
ENST00000370990	ENSG00000142864	67407810	67430415	1
ENST00000400259	ENSG00000070831	22052627	22101360	1
ENST00000344548	ENSG00000070831	22052627	22101360	1
ENST00000370544	ENSG00000143013	87328428	87348923	1
ENST00000370542	ENSG00000143013	87328428	87348923	1
ENST00000319942	ENSG00000137955	75786188	75795086	1
ENST00000367249	ENSG00000159348	202961118	202967277	1
ENST00000370500	ENSG00000137947	88852633	88891944	1
ENST00000367242	ENSG00000163444	203007356	203024848	1
ENST00000373062	ENSG00000134697	37566815	37595955	1
ENST00000370152	ENSG00000156875	100038076	100083945	1
ENST00000319223	ENSG00000116212	53946045	53968168	1
ENST00000359523	ENSG00000197965	167721192	167791919	1
ENST00000392121	ENSG00000197965	167721192	167791919	1
ENST00000361531	ENSG00000143314	156737294	156741590	1
ENST00000368211	ENSG00000143314	156737294	156741590	1
ENST00000373703	ENSG00000162517	31629866	31644896	1
ENST00000437136	ENSG00000090621	39560709	39576868	1
ENST00000372857	ENSG00000090621	39560709	39576868	1
ENST00000372858	ENSG00000090621	39560709	39576868	1
ENST00000376572	ENSG00000116685	11919591	11926428	1
ENST00000339438	ENSG00000009307	114716913	114758704	1
ENST00000327300	ENSG00000121774	32013687	32060850	1
ENST00000235329	ENSG00000116688	11980181	12015211	1
ENST00000263168	ENSG00000116489	112619173	112671616	1
ENST00000315732	ENSG00000181817	36391238	36397945	1
ENST00000366997	ENSG00000123684	211743457	211833674	1
ENST00000369541	ENSG00000116752	114567552	114581648	1
ENST00000361308	ENSG00000160789	156082572	156140081	1
ENST00000368300	ENSG00000160789	156082572	156140081	1
ENST00000327044	ENSG00000188976	943527	960714	1
ENST00000372458	ENSG00000066322	43363396	43368075	1
ENST00000367889	ENSG00000143198	165630874	165661796	1
ENST00000360001	ENSG00000078808	1216887	1238870	1
ENST00000287859	ENSG00000157181	186375505	186421378	1
ENST00000373795	ENSG00000116350	29147743	29181922	1
ENST00000368235	ENSG00000163382	156591743	156609507	1
ENST00000344147	ENSG00000121766	31296982	31365527	1
ENST00000374550	ENSG00000142676	23691685	23696835	1
ENST00000458455	ENSG00000142676	23691685	23696835	1
ENST00000334163	ENSG00000186141	145823959	145844721	1
ENST00000261461	ENSG00000066027	212285357	212361863	1
ENST00000342505	ENSG00000162434	64833223	65067754	1
ENST00000376936	ENSG00000171824	11066613	11099898	1
ENST00000292211	ENSG00000160714	154548550	154559028	1
ENST00000241704	ENSG00000122218	160288594	160343566	1
ENST00000368069	ENSG00000122218	160288594	160343566	1
ENST00000378251	ENSG00000130764	3778559	3796511	1
ENST00000235332	ENSG00000116691	12019466	12032046	1
ENST00000234590	ENSG00000074800	8860977	8879289	1
ENST00000368685	ENSG00000143553	153658696	153663930	1
ENST00000369799	ENSG00000168710	109984765	110023742	1
ENST00000343043	ENSG00000132676	155687833	155739014	1
ENST00000368336	ENSG00000132676	155687833	155739014	1
