HGNC symbol	UniProtKB/Swiss-Prot ID	Gene stable ID	Transcript stable ID	Protein stable ID
TMX1	Q9H3N1	ENSG00000139921	ENST00000457354	ENSP00000393316
TMX1		ENSG00000139921	ENST00000556683	ENSP00000451585
TMX1		ENSG00000139921	ENST00000898229	ENSP00000568288
TMX1		ENSG00000139921	ENST00000898230	ENSP00000568289
TMX1		ENSG00000139921	ENST00000911263	ENSP00000581322
PNN		ENSG00000100941	ENST00000553331	ENSP00000452217
PNN		ENSG00000100941	ENST00000556530	ENSP00000452318
PNN	Q9H307	ENSG00000100941	ENST00000216832	ENSP00000216832
PNN		ENSG00000100941	ENST00000859942	ENSP00000530001
PNN		ENSG00000100941	ENST00000911270	ENSP00000581329
PNN		ENSG00000100941	ENST00000911271	ENSP00000581330
TOX4		ENSG00000092203	ENST00000416256	ENSP00000402195
TOX4	O94842	ENSG00000092203	ENST00000613569	ENSP00000477868
TOX4	O94842	ENSG00000092203	ENST00000448790	ENSP00000393080
TOX4		ENSG00000092203	ENST00000455393	ENSP00000392234
TOX4		ENSG00000092203	ENST00000673643	ENSP00000501149
TOX4		ENSG00000092203	ENST00000447695	ENSP00000392482
TOX4		ENSG00000092203	ENST00000457430	ENSP00000406196
TOX4		ENSG00000092203	ENST00000455138	ENSP00000389333
TOX4		ENSG00000092203	ENST00000673911	ENSP00000500972
TOX4		ENSG00000092203	ENST00000853129	ENSP00000523188
PCIF1	Q9H4Z3	ENSG00000100982	ENST00000372409	ENSP00000361486
TOX4		ENSG00000092203	ENST00000911770	ENSP00000581829
TOX4		ENSG00000092203	ENST00000911771	ENSP00000581830
PCIF1		ENSG00000100982	ENST00000479348	ENSP00000480607
PCIF1		ENSG00000100982	ENST00000904032	ENSP00000574091
PCIF1		ENSG00000100982	ENST00000904033	ENSP00000574092
PCIF1		ENSG00000100982	ENST00000904034	ENSP00000574093
PCIF1		ENSG00000100982	ENST00000904035	ENSP00000574094
ERH	P84090	ENSG00000100632	ENST00000557016	ENSP00000451080
PCIF1		ENSG00000100982	ENST00000904036	ENSP00000574095
ERH		ENSG00000100632	ENST00000555373	ENSP00000450503
PCIF1		ENSG00000100982	ENST00000904037	ENSP00000574096
ERH		ENSG00000100632	ENST00000862407	ENSP00000532466
ERH		ENSG00000100632	ENST00000862408	ENSP00000532467
PCIF1		ENSG00000100982	ENST00000904038	ENSP00000574097
NR3C2	P08235	ENSG00000151623	ENST00000344721	ENSP00000341390
PCIF1		ENSG00000100982	ENST00000904039	ENSP00000574098
ERH		ENSG00000100632	ENST00000912104	ENSP00000582163
NR3C2	P08235	ENSG00000151623	ENST00000358102	ENSP00000350815
ANKRD28	O15084	ENSG00000206560	ENST00000683139	ENSP00000508086
ERH		ENSG00000100632	ENST00000912105	ENSP00000582164
PCIF1		ENSG00000100982	ENST00000904040	ENSP00000574099
NR3C2	P08235	ENSG00000151623	ENST00000512865	ENSP00000423510
ERH		ENSG00000100632	ENST00000912106	ENSP00000582165
PCIF1		ENSG00000100982	ENST00000920263	ENSP00000590322
NR3C2	P08235	ENSG00000151623	ENST00000342437	ENSP00000343907
PCIF1		ENSG00000100982	ENST00000920264	ENSP00000590323
PCIF1		ENSG00000100982	ENST00000920265	ENSP00000590324
ANKRD28	O15084	ENSG00000206560	ENST00000624145	ENSP00000485421
NR3C2	P08235	ENSG00000151623	ENST00000511528	ENSP00000421481
PCIF1		ENSG00000100982	ENST00000920266	ENSP00000590325
ANKRD28	O15084	ENSG00000206560	ENST00000399451	ENSP00000382379
NR3C2	P08235	ENSG00000151623	ENST00000625323	ENSP00000486719
PCIF1		ENSG00000100982	ENST00000944654	ENSP00000614713
NR3C2		ENSG00000151623	ENST00000870885	ENSP00000540944
ANKRD28	O15084	ENSG00000206560	ENST00000412318	ENSP00000397341
PCIF1		ENSG00000100982	ENST00000944655	ENSP00000614714
NR3C2		ENSG00000151623	ENST00000870886	ENSP00000540945
PCIF1		ENSG00000100982	ENST00000944656	ENSP00000614715
NR3C2		ENSG00000151623	ENST00000870887	ENSP00000540946
NR3C2		ENSG00000151623	ENST00000870888	ENSP00000540947
PCIF1		ENSG00000100982	ENST00000944657	ENSP00000614716
PCIF1		ENSG00000100982	ENST00000944658	ENSP00000614717
PCIF1		ENSG00000100982	ENST00000944659	ENSP00000614718
PCIF1		ENSG00000100982	ENST00000944660	ENSP00000614719
PCIF1		ENSG00000100982	ENST00000944661	ENSP00000614720
EAPP	Q56P03	ENSG00000129518	ENST00000250454	ENSP00000250454
ANKRD28		ENSG00000206560	ENST00000451422	ENSP00000394845
EAPP		ENSG00000129518	ENST00000554792	ENSP00000450908
NDUFV2		ENSG00000178127	ENST00000577703	ENSP00000461911
EAPP		ENSG00000129518	ENST00000555705	ENSP00000452439
EAPP		ENSG00000129518	ENST00000867834	ENSP00000537893
EAPP		ENSG00000129518	ENST00000912552	ENSP00000582611
ANKRD28		ENSG00000206560	ENST00000439830	ENSP00000389489
ZFAND1	Q8TCF1	ENSG00000104231	ENST00000220669	ENSP00000220669
ZFAND1	Q8TCF1	ENSG00000104231	ENST00000523096	ENSP00000430736
ZNF335	Q9H4Z2	ENSG00000198026	ENST00000322927	ENSP00000325326
ZNF335		ENSG00000198026	ENST00000862673	ENSP00000532732
KLHDC2	Q9Y2U9	ENSG00000165516	ENST00000555739	ENSP00000450539
ZNF335		ENSG00000198026	ENST00000862674	ENSP00000532733
ZNF335		ENSG00000198026	ENST00000862675	ENSP00000532734
ZNF335		ENSG00000198026	ENST00000862676	ENSP00000532735
ZNF335		ENSG00000198026	ENST00000862677	ENSP00000532736
ZNF335		ENSG00000198026	ENST00000862678	ENSP00000532737
NDUFV2	P19404	ENSG00000178127	ENST00000318388	ENSP00000327268
ZNF335		ENSG00000198026	ENST00000944756	ENSP00000614815
NDUFV2		ENSG00000178127	ENST00000497577	ENSP00000464504
ZNF335		ENSG00000198026	ENST00000944757	ENSP00000614816
NDUFV2		ENSG00000178127	ENST00000400033	ENSP00000382908
NDUFV2		ENSG00000178127	ENST00000860023	ENSP00000530082
NDUFV2		ENSG00000178127	ENST00000860024	ENSP00000530083
NDUFV2		ENSG00000178127	ENST00000860025	ENSP00000530084
PXMP4	Q9Y6I8	ENSG00000101417	ENST00000409299	ENSP00000386385
ZFAND1	Q8TCF1	ENSG00000104231	ENST00000522520	ENSP00000429999
NDUFV2		ENSG00000178127	ENST00000860026	ENSP00000530085
NDUFV2		ENSG00000178127	ENST00000860027	ENSP00000530086
ZFAND1		ENSG00000104231	ENST00000522032	ENSP00000430499
NDUFV2		ENSG00000178127	ENST00000860028	ENSP00000530087
PXMP4	Q9Y6I8	ENSG00000101417	ENST00000344022	ENSP00000343071
KLHDC2	Q9Y2U9	ENSG00000165516	ENST00000298307	ENSP00000298307
NDUFV2		ENSG00000178127	ENST00000860029	ENSP00000530088
ZFAND1		ENSG00000104231	ENST00000519464	ENSP00000428375
PXMP4		ENSG00000101417	ENST00000217398	ENSP00000217398
NDUFV2		ENSG00000178127	ENST00000860030	ENSP00000530089
PXMP4		ENSG00000101417	ENST00000945198	ENSP00000615257
KLHDC2		ENSG00000165516	ENST00000554589	ENSP00000451439
ZFAND1		ENSG00000104231	ENST00000521895	ENSP00000429527
NDUFV2		ENSG00000178127	ENST00000860031	ENSP00000530090
ZFAND1	Q8TCF1	ENSG00000104231	ENST00000521287	ENSP00000428139
NDUFV2		ENSG00000178127	ENST00000860032	ENSP00000530091
KLHDC2	Q9Y2U9	ENSG00000165516	ENST00000555443	ENSP00000450944
ZFAND1		ENSG00000104231	ENST00000523431	ENSP00000428927
NDUFV2		ENSG00000178127	ENST00000916515	ENSP00000586574
KLHDC2		ENSG00000165516	ENST00000557247	ENSP00000450658
FUNDC2	Q9BWH2	ENSG00000165775	ENST00000369498	ENSP00000358510
NDUFV2		ENSG00000178127	ENST00000916516	ENSP00000586575
ZFAND1		ENSG00000104231	ENST00000520635	ENSP00000428278
NDUFV2		ENSG00000178127	ENST00000916517	ENSP00000586576
ZFAND1		ENSG00000104231	ENST00000517588	ENSP00000430214
ZFAND1	Q8TCF1	ENSG00000104231	ENST00000519523	ENSP00000429167
NDUFV2		ENSG00000178127	ENST00000956588	ENSP00000626647
FUNDC2		ENSG00000165775	ENST00000456179	ENSP00000395488
ZFAND1		ENSG00000104231	ENST00000520604	ENSP00000428101
ZFAND1		ENSG00000104231	ENST00000523361	ENSP00000427957
KLHDC2		ENSG00000165516	ENST00000893243	ENSP00000563302
FUNDC2		ENSG00000165775	ENST00000856523	ENSP00000526582
ZFAND1		ENSG00000104231	ENST00000517450	ENSP00000427811
KLHDC2		ENSG00000165516	ENST00000893244	ENSP00000563303
FUNDC2		ENSG00000165775	ENST00000856524	ENSP00000526583
SNRPD1		ENSG00000167088	ENST00000579618	ENSP00000463676
KLHDC2		ENSG00000165516	ENST00000913008	ENSP00000583067
FUNDC2		ENSG00000165775	ENST00000856525	ENSP00000526584
ZFAND1		ENSG00000104231	ENST00000521742	ENSP00000430405
SNRPD1	P62314	ENSG00000167088	ENST00000300413	ENSP00000300413
FUNDC2		ENSG00000165775	ENST00000942567	ENSP00000612626
ZFAND1		ENSG00000104231	ENST00000518419	ENSP00000428527
SNRPD1		ENSG00000167088	ENST00000582475	ENSP00000463568
ZFAND1		ENSG00000104231	ENST00000520076	ENSP00000430719
SNRPD1		ENSG00000167088	ENST00000920869	ENSP00000590928
SNRPD1		ENSG00000167088	ENST00000920870	ENSP00000590929
SNRPD1		ENSG00000167088	ENST00000956710	ENSP00000626769
ZFAND1		ENSG00000104231	ENST00000899191	ENSP00000569250
ZFAND1		ENSG00000104231	ENST00000899192	ENSP00000569251
ZFAND1		ENSG00000104231	ENST00000899193	ENSP00000569252
ZNF397	Q8NF99	ENSG00000186812	ENST00000330501	ENSP00000331577
ZNF397		ENSG00000186812	ENST00000601719	ENSP00000472393
ZNF397	Q8NF99	ENSG00000186812	ENST00000591206	ENSP00000466317
ZNF397	Q8NF99	ENSG00000186812	ENST00000261333	ENSP00000261333
ZNF397		ENSG00000186812	ENST00000355632	ENSP00000347850
ZNF397	Q8NF99	ENSG00000186812	ENST00000585800	ENSP00000466760
ZNF397		ENSG00000186812	ENST00000592264	ENSP00000468413
ZNF397		ENSG00000186812	ENST00000588119	ENSP00000464808
ZNF397		ENSG00000186812	ENST00000892487	ENSP00000562546
ZNF397		ENSG00000186812	ENST00000892488	ENSP00000562547
ZNF397		ENSG00000186812	ENST00000892489	ENSP00000562548
ZNF397		ENSG00000186812	ENST00000892490	ENSP00000562549
ZNF397		ENSG00000186812	ENST00000892491	ENSP00000562550
ZNF397		ENSG00000186812	ENST00000912773	ENSP00000582832
ZNF397		ENSG00000186812	ENST00000957143	ENSP00000627202
NOP56		ENSG00000101361	ENST00000651302	ENSP00000498831
MIER1	Q8N108	ENSG00000198160	ENST00000357692	ENSP00000350321
MIER1	Q8N108	ENSG00000198160	ENST00000401041	ENSP00000383820
MIER1	Q8N108	ENSG00000198160	ENST00000371016	ENSP00000360055
MIER1	Q8N108	ENSG00000198160	ENST00000371014	ENSP00000360053
MIER1	Q8N108	ENSG00000198160	ENST00000371012	ENSP00000360051
MIER1	Q8N108	ENSG00000198160	ENST00000401042	ENSP00000383821
NOP56	O00567	ENSG00000101361	ENST00000329276	ENSP00000370589
MIER1	Q8N108	ENSG00000198160	ENST00000355356	ENSP00000347514
NOP56		ENSG00000101361	ENST00000445139	ENSP00000388497
MIER1	Q8N108	ENSG00000198160	ENST00000355977	ENSP00000348253
MIER1	Q8N108	ENSG00000198160	ENST00000371018	ENSP00000360057
NOP56		ENSG00000101361	ENST00000467196	ENSP00000434317
NOP56		ENSG00000101361	ENST00000415272	ENSP00000403199
NOP56		ENSG00000101361	ENST00000860469	ENSP00000530528
ZC3H11A		ENSG00000058673	ENST00000432282	ENSP00000406531
NOP56		ENSG00000101361	ENST00000932640	ENSP00000602699
NOP56		ENSG00000101361	ENST00000932641	ENSP00000602700
NOP56		ENSG00000101361	ENST00000932642	ENSP00000602701
NOP56		ENSG00000101361	ENST00000932643	ENSP00000602702
HNRNPH2	P55795	ENSG00000126945	ENST00000316594	ENSP00000361927
NOP56		ENSG00000101361	ENST00000932644	ENSP00000602703
HNRNPH2		ENSG00000126945	ENST00000867410	ENSP00000537469
NOP56		ENSG00000101361	ENST00000945682	ENSP00000615741
HNRNPH2		ENSG00000126945	ENST00000867411	ENSP00000537470
HNRNPH2		ENSG00000126945	ENST00000867412	ENSP00000537471
HNRNPH2		ENSG00000126945	ENST00000867413	ENSP00000537472
HNRNPH2		ENSG00000126945	ENST00000918125	ENSP00000588184
HNRNPH2		ENSG00000126945	ENST00000942884	ENSP00000612943
HNRNPH2		ENSG00000126945	ENST00000942885	ENSP00000612944
HNRNPH2		ENSG00000126945	ENST00000942886	ENSP00000612945
HNRNPH2		ENSG00000126945	ENST00000942887	ENSP00000612946
MCU	Q8NE86	ENSG00000156026	ENST00000373053	ENSP00000362144
MCU		ENSG00000156026	ENST00000603649	ENSP00000474265
MCU		ENSG00000156026	ENST00000604372	ENSP00000474820
MCU		ENSG00000156026	ENST00000604679	ENSP00000473857
MCU	Q8NE86	ENSG00000156026	ENST00000357157	ENSP00000349680
MCU		ENSG00000156026	ENST00000605597	ENSP00000473892
MCU		ENSG00000156026	ENST00000604152	ENSP00000475141
MCU	Q8NE86	ENSG00000156026	ENST00000536019	ENSP00000440913
MCU		ENSG00000156026	ENST00000857903	ENSP00000527962
MCU		ENSG00000156026	ENST00000857904	ENSP00000527963
MTIF3	Q9H2K0	ENSG00000122033	ENST00000381116	ENSP00000370508
MTIF3	Q9H2K0	ENSG00000122033	ENST00000381120	ENSP00000370512
MTIF3	Q9H2K0	ENSG00000122033	ENST00000405591	ENSP00000384659
ZC3H11A		ENSG00000058673	ENST00000453771	ENSP00000415072
MTIF3		ENSG00000122033	ENST00000884652	ENSP00000554711
MTIF3		ENSG00000122033	ENST00000884653	ENSP00000554712
MTIF3		ENSG00000122033	ENST00000884654	ENSP00000554713
MTIF3		ENSG00000122033	ENST00000884655	ENSP00000554714
MTIF3		ENSG00000122033	ENST00000884656	ENSP00000554715
MTIF3		ENSG00000122033	ENST00000884657	ENSP00000554716
MTIF3		ENSG00000122033	ENST00000884658	ENSP00000554717
MTIF3		ENSG00000122033	ENST00000884659	ENSP00000554718
MTIF3		ENSG00000122033	ENST00000884660	ENSP00000554719
MTIF3		ENSG00000122033	ENST00000884661	ENSP00000554720
MTIF3		ENSG00000122033	ENST00000884662	ENSP00000554721
MTIF3		ENSG00000122033	ENST00000920841	ENSP00000590900
MTIF3		ENSG00000122033	ENST00000920842	ENSP00000590901
MTIF3		ENSG00000122033	ENST00000920843	ENSP00000590902
MTIF3		ENSG00000122033	ENST00000920844	ENSP00000590903
MTIF3		ENSG00000122033	ENST00000920845	ENSP00000590904
MTIF3		ENSG00000122033	ENST00000920846	ENSP00000590905
MTIF3		ENSG00000122033	ENST00000920847	ENSP00000590906
MTIF3		ENSG00000122033	ENST00000920848	ENSP00000590907
MTIF3		ENSG00000122033	ENST00000920849	ENSP00000590908
MTIF3		ENSG00000122033	ENST00000920850	ENSP00000590909
MTIF3		ENSG00000122033	ENST00000920851	ENSP00000590910
MTIF3		ENSG00000122033	ENST00000966039	ENSP00000636098
MTIF3		ENSG00000122033	ENST00000966040	ENSP00000636099
MTIF3		ENSG00000122033	ENST00000966041	ENSP00000636100
MTIF3		ENSG00000122033	ENST00000966042	ENSP00000636101
ZC3H11A	O75152	ENSG00000058673	ENST00000367210	ENSP00000356179
MTIF3		ENSG00000122033	ENST00000966043	ENSP00000636102
MTIF3		ENSG00000122033	ENST00000966044	ENSP00000636103
XPA		ENSG00000136936	ENST00000462523	ENSP00000433006
ZC3H11A		ENSG00000058673	ENST00000638800	ENSP00000491483
MTIF3		ENSG00000122033	ENST00000966045	ENSP00000636104
XPA	P23025	ENSG00000136936	ENST00000375128	ENSP00000364270
MTIF3		ENSG00000122033	ENST00000966046	ENSP00000636105
ZC3H11A	O75152	ENSG00000058673	ENST00000367214	ENSP00000356183
XPA		ENSG00000136936	ENST00000905836	ENSP00000575895
MTIF3		ENSG00000122033	ENST00000966047	ENSP00000636106
XPA		ENSG00000136936	ENST00000905837	ENSP00000575896
ZC3H11A	O75152	ENSG00000058673	ENST00000639812	ENSP00000491830
MTIF3		ENSG00000122033	ENST00000966048	ENSP00000636107
ZC3H11A	O75152	ENSG00000058673	ENST00000367212	ENSP00000356181
MTIF3		ENSG00000122033	ENST00000966049	ENSP00000636108
MTIF3		ENSG00000122033	ENST00000966050	ENSP00000636109
ZC3H11A	O75152	ENSG00000058673	ENST00000332127	ENSP00000333253
MTIF3		ENSG00000122033	ENST00000966051	ENSP00000636110
ZC3H11A		ENSG00000058673	ENST00000495527	ENSP00000432602
MTIF3		ENSG00000122033	ENST00000966052	ENSP00000636111
MTIF3		ENSG00000122033	ENST00000966053	ENSP00000636112
MTIF3		ENSG00000122033	ENST00000966054	ENSP00000636113
MTIF3		ENSG00000122033	ENST00000966055	ENSP00000636114
MTIF3		ENSG00000122033	ENST00000966056	ENSP00000636115
MTIF3		ENSG00000122033	ENST00000966057	ENSP00000636116
MTIF3		ENSG00000122033	ENST00000966058	ENSP00000636117
MTIF3		ENSG00000122033	ENST00000966059	ENSP00000636118
MTIF3		ENSG00000122033	ENST00000966060	ENSP00000636119
MTIF3		ENSG00000122033	ENST00000966061	ENSP00000636120
MTIF3		ENSG00000122033	ENST00000966062	ENSP00000636121
MTIF3		ENSG00000122033	ENST00000966063	ENSP00000636122
MTIF3		ENSG00000122033	ENST00000966064	ENSP00000636123
MTIF3		ENSG00000122033	ENST00000966065	ENSP00000636124
MTIF3		ENSG00000122033	ENST00000966066	ENSP00000636125
MTIF3		ENSG00000122033	ENST00000966067	ENSP00000636126
MTIF3		ENSG00000122033	ENST00000966068	ENSP00000636127
MTIF3		ENSG00000122033	ENST00000966069	ENSP00000636128
HNRNPUL1		ENSG00000105323	ENST00000352456	ENSP00000340857
MTIF3		ENSG00000122033	ENST00000966070	ENSP00000636129
MTIF3		ENSG00000122033	ENST00000966071	ENSP00000636130
HNRNPUL1	Q9BUJ2	ENSG00000105323	ENST00000595018	ENSP00000473132
CDK5RAP1		ENSG00000101391	ENST00000427097	ENSP00000409474
MTIF3		ENSG00000122033	ENST00000966072	ENSP00000636131
HNRNPUL1		ENSG00000105323	ENST00000597725	ENSP00000469858
MTIF3		ENSG00000122033	ENST00000966073	ENSP00000636132
HNRNPUL1		ENSG00000105323	ENST00000599719	ENSP00000470172
HNRNPUL1		ENSG00000105323	ENST00000601309	ENSP00000470793
HNRNPUL1	Q9BUJ2	ENSG00000105323	ENST00000378215	ENSP00000367460
HNRNPUL1	Q9BUJ2	ENSG00000105323	ENST00000392006	ENSP00000375863
CDC37L1		ENSG00000106993	ENST00000381858	ENSP00000371282
HNRNPUL1		ENSG00000105323	ENST00000595196	ENSP00000472315
CDC37L1	Q7L3B6	ENSG00000106993	ENST00000381854	ENSP00000371278
HNRNPUL1		ENSG00000105323	ENST00000617774	ENSP00000478946
PDE12	Q6L8Q7	ENSG00000174840	ENST00000311180	ENSP00000309142
CDC37L1		ENSG00000106993	ENST00000906222	ENSP00000576281
CDC37L1		ENSG00000106993	ENST00000906223	ENSP00000576282
HNRNPUL1	Q9BUJ2	ENSG00000105323	ENST00000602130	ENSP00000470687
PDE12		ENSG00000174840	ENST00000487257	ENSP00000420626
PDE12		ENSG00000174840	ENST00000715954	ENSP00000520545
CDC37L1		ENSG00000106993	ENST00000906224	ENSP00000576283
PDE12		ENSG00000174840	ENST00000715955	ENSP00000520546
CDC37L1		ENSG00000106993	ENST00000906225	ENSP00000576284
HNRNPUL1		ENSG00000105323	ENST00000601336	ENSP00000471302
HNRNPUL1	Q9BUJ2	ENSG00000105323	ENST00000593587	ENSP00000472629
HNRNPUL1		ENSG00000105323	ENST00000263367	ENSP00000263367
HNRNPUL1		ENSG00000105323	ENST00000595336	ENSP00000472221
HNRNPUL1		ENSG00000105323	ENST00000599614	ENSP00000473178
TMEM184C	Q9NVA4	ENSG00000164168	ENST00000296582	ENSP00000296582
HNRNPUL1		ENSG00000105323	ENST00000600596	ENSP00000469934
TMEM184C		ENSG00000164168	ENST00000508208	ENSP00000425940
HNRNPUL1		ENSG00000105323	ENST00000600332	ENSP00000469816
TMEM184C		ENSG00000164168	ENST00000505999	ENSP00000421159
HNRNPUL1		ENSG00000105323	ENST00000851914	ENSP00000521973
TMEM184C		ENSG00000164168	ENST00000880769	ENSP00000550828
MDP1	Q86V88	ENSG00000213920	ENST00000396833	ENSP00000380045
MDP1	Q86V88	ENSG00000213920	ENST00000288087	ENSP00000288087
MDP1		ENSG00000213920	ENST00000915890	ENSP00000585949
MDP1		ENSG00000213920	ENST00000915891	ENSP00000585950
MDP1		ENSG00000213920	ENST00000915892	ENSP00000585951
RBMXL1	Q96E39	ENSG00000213516	ENST00000652648	ENSP00000498248
RBMXL1	Q96E39	ENSG00000213516	ENST00000321792	ENSP00000318415
RBMXL1	Q96E39	ENSG00000213516	ENST00000399794	ENSP00000446099
RBMXL1		ENSG00000213516	ENST00000413769	ENSP00000490152
FNTA		ENSG00000168522	ENST00000526755	ENSP00000437208
EIF3J	O75822	ENSG00000104131	ENST00000424492	ENSP00000414548
EIF3J	O75822	ENSG00000104131	ENST00000261868	ENSP00000261868
EIF3J	O75822	ENSG00000104131	ENST00000535391	ENSP00000440221
FNTA	P49354	ENSG00000168522	ENST00000302279	ENSP00000303423
CDK5RAP1	Q96SZ6	ENSG00000101391	ENST00000473997	ENSP00000476857
GNPNAT1	Q96EK6	ENSG00000100522	ENST00000216410	ENSP00000216410
EIF3J		ENSG00000104131	ENST00000536248	ENSP00000443563
FNTA		ENSG00000168522	ENST00000533383	ENSP00000435455
EIF3J		ENSG00000104131	ENST00000558353	ENSP00000453282
GNPNAT1	Q96EK6	ENSG00000100522	ENST00000650397	ENSP00000496934
EIF3J		ENSG00000104131	ENST00000863133	ENSP00000533192
FNTA		ENSG00000168522	ENST00000533998	ENSP00000432892
FNTA		ENSG00000168522	ENST00000531266	ENSP00000432411
GNPNAT1		ENSG00000100522	ENST00000554230	ENSP00000452310
GNPNAT1		ENSG00000100522	ENST00000557604	ENSP00000452032
FNTA		ENSG00000168522	ENST00000525699	ENSP00000436998
FNTA		ENSG00000168522	ENST00000529687	ENSP00000473479
GNPNAT1		ENSG00000100522	ENST00000875202	ENSP00000545261
GNPNAT1		ENSG00000100522	ENST00000875203	ENSP00000545262
FNTA		ENSG00000168522	ENST00000533336	ENSP00000434430
GNPNAT1		ENSG00000100522	ENST00000875204	ENSP00000545263
GNPNAT1		ENSG00000100522	ENST00000875205	ENSP00000545264
GNPNAT1		ENSG00000100522	ENST00000875206	ENSP00000545265
FNTA		ENSG00000168522	ENST00000903292	ENSP00000573351
GNPNAT1		ENSG00000100522	ENST00000875207	ENSP00000545266
FNTA		ENSG00000168522	ENST00000903293	ENSP00000573352
GNPNAT1		ENSG00000100522	ENST00000875208	ENSP00000545267
FNTA		ENSG00000168522	ENST00000903294	ENSP00000573353
FNTA		ENSG00000168522	ENST00000903295	ENSP00000573354
GNPNAT1		ENSG00000100522	ENST00000875209	ENSP00000545268
FNTA		ENSG00000168522	ENST00000903296	ENSP00000573355
GNPNAT1		ENSG00000100522	ENST00000875210	ENSP00000545269
GNPNAT1		ENSG00000100522	ENST00000875211	ENSP00000545270
GNPNAT1		ENSG00000100522	ENST00000875212	ENSP00000545271
GNPNAT1		ENSG00000100522	ENST00000916811	ENSP00000586869
GNPNAT1		ENSG00000100522	ENST00000916812	ENSP00000586871
GNPNAT1		ENSG00000100522	ENST00000916813	ENSP00000586872
GNPNAT1		ENSG00000100522	ENST00000916815	ENSP00000586873
CDK5RAP1	Q96SZ6	ENSG00000101391	ENST00000346416	ENSP00000217372
CDK5RAP1	Q96SZ6	ENSG00000101391	ENST00000339269	ENSP00000341840
CDK5RAP1	Q96SZ6	ENSG00000101391	ENST00000357886	ENSP00000350558
CDK5RAP1		ENSG00000101391	ENST00000874260	ENSP00000544319
MAPK8	P45983	ENSG00000107643	ENST00000395611	ENSP00000378974
CDK5RAP1		ENSG00000101391	ENST00000874261	ENSP00000544320
MAPK8		ENSG00000107643	ENST00000432379	ENSP00000387936
CDK5RAP1		ENSG00000101391	ENST00000874262	ENSP00000544321
CDK5RAP1		ENSG00000101391	ENST00000874263	ENSP00000544322
CDK5RAP1		ENSG00000101391	ENST00000874264	ENSP00000544323
MAPK8	P45983	ENSG00000107643	ENST00000374189	ENSP00000363304
CDK5RAP1		ENSG00000101391	ENST00000874265	ENSP00000544324
CDK5RAP1		ENSG00000101391	ENST00000874266	ENSP00000544325
MAPK8		ENSG00000107643	ENST00000429041	ENSP00000393223
CDK5RAP1		ENSG00000101391	ENST00000874267	ENSP00000544326
MAPK8	P45983	ENSG00000107643	ENST00000374179	ENSP00000363294
CDK5RAP1		ENSG00000101391	ENST00000874268	ENSP00000544327
CDK5RAP1		ENSG00000101391	ENST00000912367	ENSP00000582426
