HGNC symbol	Gene stable ID	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
RBBP4	ENSG00000162521	32651142	32686211	1
RBBP7	ENSG00000102054	16839283	16870372	X
RBCK1	ENSG00000125826	407498	432139	20
RBFA	ENSG00000101546	80034389	80050651	18
RBM10	ENSG00000182872	47144284	47186814	X
RBM12	ENSG00000244462	35648925	35664956	20
RBM12B	ENSG00000183808	93728155	93741098	8
RBM14	ENSG00000239306	66616626	66629934	11
RBM14-RBM4	ENSG00000248643	66616626	66646469	11
RBM15	ENSG00000162775	110338506	110346681	1
RBM15B	ENSG00000259956	51391285	51397908	3
RBM17	ENSG00000134453	6086898	6117457	10
RBM18	ENSG00000119446	122237622	122264855	9
RBM19	ENSG00000122965	113816738	113966344	12
RBM23	ENSG00000100461	22893204	22919182	14
RBM27	ENSG00000091009	146203550	146289223	5
RBM28	ENSG00000106344	128297685	128343971	7
RBM33	ENSG00000184863	155644451	155781485	7
RBM34	ENSG00000188739	235131183	235161293	1
RBM39	ENSG00000131051	35701347	35742312	20
RBM4	ENSG00000173933	66638658	66668380	11
RBM41	ENSG00000089682	107052095	107118823	X
RBM42	ENSG00000126254	35628989	35638927	19
RBM5	ENSG00000003756	50088919	50119021	3
RBM6	ENSG00000004534	49940007	50100045	3
RBM7	ENSG00000076053	114400030	114414203	11
RBM8A	ENSG00000265241	145921065	145928067	1
RBMX	ENSG00000147274	136848004	136880764	X
RBMXL1	ENSG00000213516	88979456	88992960	1
RBX1	ENSG00000100387	40951277	40973539	22
RC3H2	ENSG00000056586	122844556	122905513	9
RCAN1	ENSG00000159200	34513142	34615113	21
RCHY1	ENSG00000163743	75479033	75514764	4
RCN2	ENSG00000117906	76931738	76954393	15
RDH14	ENSG00000240857	18554723	18560679	2
RDX	ENSG00000137710	109864295	110296712	11
REEP3	ENSG00000165476	63521397	63625128	10
REEP5	ENSG00000129625	112876385	112922328	5
RELA	ENSG00000173039	65653599	65663090	11
REPIN1	ENSG00000214022	150368071	150374045	7
REPS1	ENSG00000135597	138903493	138988354	6
RER1	ENSG00000157916	2390670	2405444	1
REST	ENSG00000084093	56907876	56966808	4
REXO1	ENSG00000079313	1815248	1848493	19
RFC1	ENSG00000035928	39287456	39366395	4
RFC2	ENSG00000049541	74223231	74254458	7
RFC5	ENSG00000111445	118013588	118033545	12
RFK	ENSG00000135002	76385526	76394517	9
RFNG	ENSG00000169733	82047902	82051831	17
RFT1	ENSG00000163933	53066853	53130472	3
RFXANK	ENSG00000064490	19191957	19202844	19
RGP1	ENSG00000107185	35748613	35758600	9
RHBDD1	ENSG00000144468	226835581	226999215	2
RHBDD3	ENSG00000100263	29259852	29268221	22
RHOA	ENSG00000067560	49359136	49412998	3
RHOB	ENSG00000143878	20447074	20449440	2
RHOT1	ENSG00000126858	32142442	32253374	17
RHOT2	ENSG00000140983	668100	674174	16
RIC8A	ENSG00000177963	207499	215113	11
RIN2	ENSG00000132669	19757606	20003571	20
RING1	ENSG00000228520	4451994	4456221	HSCHR6_MHC_DBB_CTG1
RING1	ENSG00000226788	4619998	4624223	HSCHR6_MHC_COX_CTG1
RING1	ENSG00000235107	4627972	4632199	HSCHR6_MHC_MANN_CTG1
RING1	ENSG00000231115	4644448	4648675	HSCHR6_MHC_MCF_CTG1
RING1	ENSG00000206287	4402903	4407130	HSCHR6_MHC_QBL_CTG1
RING1	ENSG00000204227	33208491	33212722	6
RINT1	ENSG00000135249	105532160	105567687	7
RIOK1	ENSG00000124784	7389467	7418037	6
RIOK2	ENSG00000058729	97160867	97183289	5
RIOK3	ENSG00000101782	23453280	23486603	18
RIPK1	ENSG00000137275	3063824	3115187	6
RMDN1	ENSG00000176623	86468257	86514357	8
RMDN3	ENSG00000137824	40733696	40755851	15
RMI1	ENSG00000178966	83980355	84004078	9
RMND1	ENSG00000155906	151398898	151452158	6
RMND5A	ENSG00000153561	86720291	86778041	2
RMND5B	ENSG00000145916	178129068	178152240	5
RNASEH1	ENSG00000171865	3541430	3558371	2
RNASEH2C	ENSG00000172922	65714005	65720818	11
RNASEK	ENSG00000219200	7012417	7014532	17
RNF10	ENSG00000022840	120533480	120577588	12
RNF103	ENSG00000239305	86603395	86623877	2
RNF11	ENSG00000123091	51235625	51273447	1
RNF111	ENSG00000157450	58865175	59097419	15
RNF113A	ENSG00000125352	119870475	119871733	X
RNF115	ENSG00000265491	145738868	145824095	1
RNF121	ENSG00000137522	71929018	71997597	11
RNF126	ENSG00000070423	647526	663233	19
RNF13	ENSG00000082996	149809445	149962153	3
RNF14	ENSG00000013561	141958328	141990292	5
RNF141	ENSG00000110315	10511673	10541334	11
RNF146	ENSG00000118518	127266582	127288567	6
RNF167	ENSG00000108523	4939997	4945222	17
RNF181	ENSG00000168894	85595693	85598589	2
RNF185	ENSG00000138942	31160158	31207019	22
RNF187	ENSG00000285426	78581	87387	HG2002_PATCH
RNF187	ENSG00000168159	228487382	228499899	1
RNF216	ENSG00000011275	5620047	5781696	7
RNF220	ENSG00000187147	44405185	44651724	1
RNF25	ENSG00000163481	218663866	218672006	2
RNF26	ENSG00000173456	119334527	119337309	11
RNF31	ENSG00000285152	447661	461638	HG1_PATCH
RNF31	ENSG00000092098	24146683	24160660	14
RNF34	ENSG00000170633	121400078	121430623	12
RNF4	ENSG00000063978	2462220	2515859	4
RNF40	ENSG00000103549	30761745	30776307	16
RNF5	ENSG00000223767	3510956	3513395	HSCHR6_MHC_APD_CTG1
RNF5	ENSG00000227277	3494561	3497000	HSCHR6_MHC_SSTO_CTG1
RNF5	ENSG00000228405	3616712	3619145	HSCHR6_MHC_COX_CTG1
RNF5	ENSG00000228907	3483335	3485774	HSCHR6_MHC_MANN_CTG1
RNF5	ENSG00000225452	3520375	3522812	HSCHR6_MHC_MCF_CTG1
RNF5	ENSG00000183574	3401555	3403994	HSCHR6_MHC_QBL_CTG1
RNF5	ENSG00000204308	32178405	32180793	6
RNF6	ENSG00000127870	26132115	26222460	13
RNF7	ENSG00000114125	141738249	141747560	3
RNH1	ENSG00000276230	24153	36941	HSCHR11_1_CTG8
RNH1	ENSG00000023191	494510	507300	11
RNPEP	ENSG00000176393	201982372	202006147	1
ROMO1	ENSG00000125995	35699254	35700984	20
RP9	ENSG00000164610	33094797	33109405	7
RPA2	ENSG00000117748	27891524	27914746	1
RPA3	ENSG00000106399	7634843	7718607	7
RPAIN	ENSG00000129197	5419216	5432882	17
RPAP3	ENSG00000005175	47661249	47706038	12
RPF1	ENSG00000117133	84479257	84498352	1
RPF2	ENSG00000197498	110982015	111028263	6
RPL10A	ENSG00000198755	35468366	35470785	6
RPL11	ENSG00000142676	23691685	23696835	1
RPL14	ENSG00000188846	40457292	40468587	3
RPL26L1	ENSG00000037241	172954004	172974768	5
RPL27	ENSG00000131469	42998273	43002973	17
RPL30	ENSG00000156482	98024851	98046469	8
RPL31	ENSG00000071082	101002229	101024032	2
RPL32	ENSG00000144713	12834485	12841582	3
RPL34	ENSG00000109475	108620508	108632886	4
RPL35	ENSG00000136942	124857873	124862017	9
RPL35A	ENSG00000182899	197950000	197956610	3
RPL36AL	ENSG00000165502	49618530	49620649	14
RPL4	ENSG00000174444	66498015	66524532	15
RPL6	ENSG00000089009	112405170	112418844	12
RPL7L1	ENSG00000146223	42879616	42889925	6
RPL8	ENSG00000161016	144789765	144792587	8
RPN1	ENSG00000163902	128619968	128681075	3
RPN2	ENSG00000291973	87883	151121	HG410_PATCH
RPN2	ENSG00000118705	37178396	37241624	20
RPP14	ENSG00000163684	58306245	58324695	3
RPP25L	ENSG00000164967	34610486	34612605	9
RPP30	ENSG00000148688	90871487	90908553	10
RPP38	ENSG00000152464	15097120	15139818	10
RPRD1B	ENSG00000101413	38033544	38127780	20
RPS13	ENSG00000110700	17074385	17077727	11
RPS19BP1	ENSG00000187051	39529088	39532767	22
RPS23	ENSG00000186468	82273320	82278414	5
RPS24	ENSG00000138326	78033746	78056813	10
RPS27L	ENSG00000185088	63125872	63158021	15
RPS5	ENSG00000083845	58380570	58394807	19
RPS6	ENSG00000137154	19375715	19380282	9
RPS6KA3	ENSG00000177189	20149911	20267519	X
RPS6KB1	ENSG00000108443	59893046	59950574	17
RPS6KB2	ENSG00000175634	67428460	67435408	11
RPUSD3	ENSG00000156990	9837802	9844602	3
RRAGA	ENSG00000155876	19049427	19051025	9
RRM1	ENSG00000167325	4094707	4138932	11
RRN3	ENSG00000278494	575359	609658	HSCHR16_1_CTG1
RRN3	ENSG00000085721	15060022	15094311	16
RRP1	ENSG00000160214	43789513	43805757	21
RRP36	ENSG00000124541	43021593	43034156	6
RRP7A	ENSG00000189306	42507982	42519853	22
RRP8	ENSG00000132275	6595072	6603616	11
RRS1	ENSG00000179041	66429014	66430733	8
RSAD1	ENSG00000136444	50478820	50485984	17
RSBN1L	ENSG00000187257	77696459	77783022	7
RSC1A1	ENSG00000215695	15659713	15662033	1
RSL1D1	ENSG00000171490	11833850	11851586	16
RSPRY1	ENSG00000159579	57186137	57240479	16
RSRC1	ENSG00000174891	158105675	158545734	3
RSRC2	ENSG00000111011	122503454	122527100	12
RTCA	ENSG00000137996	100266160	100292769	1
RTN4	ENSG00000115310	54972187	55112621	2
RUFY1	ENSG00000284260	315196	376273	HG30_PATCH
RUFY1	ENSG00000176783	179550542	179610012	5
RUVBL1	ENSG00000175792	128064778	128153914	3
RWDD1	ENSG00000111832	116571409	116597675	6
RWDD3	ENSG00000122481	95234189	95247685	1
RXRA	ENSG00000186350	134317098	134440585	9
RXRB	ENSG00000228333	4437087	4444187	HSCHR6_MHC_DBB_CTG1
RXRB	ENSG00000227322	4605095	4612358	HSCHR6_MHC_COX_CTG1
RXRB	ENSG00000231321	4613075	4620161	HSCHR6_MHC_MANN_CTG1
RXRB	ENSG00000235712	4629544	4636641	HSCHR6_MHC_MCF_CTG1
RXRB	ENSG00000206289	4387991	4395092	HSCHR6_MHC_QBL_CTG1
RXRB	ENSG00000204231	33193588	33200666	6
SAE1	ENSG00000142230	47113274	47210636	19
SAMD1	ENSG00000141858	14087851	14091036	19
SAMD1	ENSG00000288488	299692	303195	HG109_PATCH
SAMD4B	ENSG00000179134	39342421	39385710	19
SAMD8	ENSG00000156671	75099586	75182127	10
SAMM50	ENSG00000100347	43955399	44010531	22
SAP18	ENSG00000150459	21140119	21149097	13
SAP30	ENSG00000164105	173369969	173377532	4
SAP30BP	ENSG00000161526	75667230	75708062	17
SAP30L	ENSG00000164576	154445997	154461053	5
SAR1A	ENSG00000079332	70147289	70170905	10
SARNP	ENSG00000205323	55752463	55817748	12
SART1	ENSG00000175467	65961689	65980137	11
SART3	ENSG00000075856	108522214	108561400	12
SAT2	ENSG00000141504	7626234	7627876	17
SAV1	ENSG00000151748	50632058	50668337	14
SBDS	ENSG00000126524	66987680	66995693	7
SCAF1	ENSG00000126461	49640488	49658649	19
SCAF11	ENSG00000139218	45919131	45992120	12
SCAF4	ENSG00000156304	31670804	31732184	21
SCAF8	ENSG00000213079	154733378	154842212	6
SCAMP2	ENSG00000140497	74843728	74873374	15
SCAMP3	ENSG00000263290	61002	67453	HSCHR1_2_CTG31
SCAMP3	ENSG00000116521	155255979	155262433	1
SCAND1	ENSG00000171222	35953617	35959472	20
SCAP	ENSG00000114650	47413681	47477126	3
SCARB2	ENSG00000138760	76158737	76234536	4
SCFD1	ENSG00000092108	30622291	30737694	14
SCFD2	ENSG00000184178	52872982	53366072	4
SCNM1	ENSG00000163156	151156664	151170296	1
SCO1	ENSG00000133028	10672474	10698375	17
SCO2	ENSG00000284194	50523564	50526461	22
SCOC	ENSG00000153130	140257286	140385728	4
SCP2	ENSG00000116171	52927276	53051698	1
SCRIB	ENSG00000274287	267967	292426	HSCHR8_3_CTG7
SCRIB	ENSG00000180900	143790920	143815773	8
SCRN3	ENSG00000144306	174395729	174430077	2
SCYL1	ENSG00000142186	65525072	65538711	11
SCYL2	ENSG00000136021	100266830	100341728	12
SCYL3	ENSG00000000457	169846981	169894267	1
SDAD1	ENSG00000198301	75940950	75990962	4
SDCBP	ENSG00000137575	58552924	58583800	8
SDCCAG8	ENSG00000276111	268164	512199	HSCHR1_3_CTG32_1
SDCCAG8	ENSG00000054282	243255349	243500095	1
SDE2	ENSG00000143751	225982702	225999350	1
SDF2	ENSG00000132581	28648346	28662189	17
SDF4	ENSG00000078808	1216887	1238870	1
SDHA	ENSG00000073578	218274	257083	5
SDHAF2	ENSG00000167985	61430042	61446839	11
SDHB	ENSG00000117118	17018664	17054151	1
SDHC	ENSG00000143252	161314381	161363206	1
SDHD	ENSG00000204370	112086824	112120016	11
SDR39U1	ENSG00000100445	24439766	24442905	14
SEC11A	ENSG00000140612	84669529	84716460	15
SEC13	ENSG00000157020	10293131	10321123	3
SEC16A	ENSG00000148396	136440096	136483843	9
SEC22B	ENSG00000265808	120150898	120176520	1
SEC22C	ENSG00000093183	42547969	42601168	3
SEC23A	ENSG00000100934	39031918	39109646	14
SEC23IP	ENSG00000107651	119892686	119944657	10
SEC24A	ENSG00000113615	134648588	134727909	5
SEC24B	ENSG00000138802	109433602	109540896	4
SEC24C	ENSG00000176986	73744366	73772173	10
SEC31A	ENSG00000138674	82818081	82901166	4
SEC61A1	ENSG00000058262	128051641	128071705	3
SEC61B	ENSG00000106803	99222064	99230615	9
SEC61G	ENSG00000132432	54752180	54759974	7
SEC62	ENSG00000008952	169966635	169998373	3
SEC63	ENSG00000025796	107867756	107958309	6
SECISBP2	ENSG00000187742	89318460	89363633	9
SEH1L	ENSG00000085415	12947133	12987667	18
SEL1L	ENSG00000071537	81471547	81533863	14
SENP2	ENSG00000163904	185582496	185633551	3
SENP3	ENSG00000161956	7561919	7571969	17
SENP5	ENSG00000119231	196867856	196934718	3
SENP6	ENSG00000112701	75601509	75718281	6
SEPHS1	ENSG00000086475	13317425	13348596	10
SERBP1	ENSG00000142864	67407810	67430415	1
SERF2	ENSG00000140264	43777087	43804427	15
SERGEF	ENSG00000129158	17788043	18013047	11
SERINC1	ENSG00000111897	122443348	122471854	6
SERINC3	ENSG00000132824	44496221	44522094	20
SERPINB6	ENSG00000124570	2948158	2972375	6
SERTAD2	ENSG00000179833	64631621	64751005	2
SET	ENSG00000119335	128683424	128696400	9
SETD2	ENSG00000181555	47016428	47164113	3
SETD3	ENSG00000183576	99395061	99480927	14
SETD5	ENSG00000168137	9397609	9479240	3
SETD6	ENSG00000103037	58515479	58523842	16
SETD7	ENSG00000145391	139492974	139606699	4
SETDB1	ENSG00000143379	150926263	150964744	1
SF1	ENSG00000168066	64764606	64778786	11
SF3A1	ENSG00000099995	30331988	30356919	22
SF3A3	ENSG00000183431	37956975	37990517	1
SF3B1	ENSG00000115524	197388515	197435079	2
SF3B2	ENSG00000087365	66050729	66069308	11
SF3B3	ENSG00000189091	70523782	70577670	16
SF3B4	ENSG00000143368	149923317	149927803	1
SF3B5	ENSG00000169976	144094884	144095573	6
SFSWAP	ENSG00000061936	131711081	131799738	12
SGMS1	ENSG00000198964	50305586	50625187	10
SGPL1	ENSG00000166224	70815905	70958701	10
SGSM3	ENSG00000100359	40370564	40410289	22
SGTA	ENSG00000104969	2754711	2783390	19
SH3BP5L	ENSG00000175137	248810446	248826522	1
SH3GLB1	ENSG00000097033	86704520	86748184	1
SHARPIN	ENSG00000179526	144097513	144108124	8
SHOC2	ENSG00000108061	110917932	111017307	10
SIAH1	ENSG00000196470	48356364	48448402	16
SIAH2	ENSG00000181788	150741125	150763477	3
SIGMAR1	ENSG00000147955	34634720	34637844	9
SIKE1	ENSG00000052723	114769479	114780699	1
SIL1	ENSG00000120725	138946720	139293557	5
SIRT2	ENSG00000283100	288227	309534	HG26_PATCH
SIRT2	ENSG00000068903	38878555	38900501	19
SIRT3	ENSG00000142082	215028	236931	11
SIRT5	ENSG00000124523	13574210	13615158	6
SIRT6	ENSG00000077463	4174109	4182599	19
SIVA1	ENSG00000184990	104753131	104768494	14
SKIL	ENSG00000136603	170357287	170396835	3
SKP1	ENSG00000113558	134148935	134177029	5
SLC15A4	ENSG00000139370	128793193	128824035	12
SLC20A1	ENSG00000144136	112645854	112663829	2
SLC25A11	ENSG00000108528	4934570	4940156	17
SLC25A26	ENSG00000282739	110410	365012	HG2235_PATCH
SLC25A26	ENSG00000144741	66133610	66388116	3
SLC25A28	ENSG00000155287	99610518	99622793	10
SLC25A3	ENSG00000075415	98592455	98606379	12
SLC25A32	ENSG00000164933	103398635	103415189	8
SLC25A38	ENSG00000144659	39383347	39397351	3
SLC25A39	ENSG00000013306	44319625	44325801	17
SLC25A44	ENSG00000160785	156193932	156212796	1
SLC25A46	ENSG00000164209	110738136	110765161	5
SLC25A5	ENSG00000005022	119468395	119471396	X
SLC27A4	ENSG00000167114	128340506	128363283	9
SLC30A1	ENSG00000170385	211571568	211579161	1
SLC30A5	ENSG00000145740	69093991	69131069	5
SLC30A9	ENSG00000014824	41990496	42090461	4
SLC35A2	ENSG00000102100	48903180	48911958	X
SLC35A2	ENSG00000292209	62015	70793	HSCHRX_3_CTG3
SLC35A4	ENSG00000176087	140564819	140569100	5
SLC35B1	ENSG00000121073	49700934	49709014	17
SLC35B2	ENSG00000157593	44254096	44257890	6
SLC35C2	ENSG00000080189	46345980	46364458	20
SLC35E1	ENSG00000127526	16549831	16572415	19
SLC35E3	ENSG00000175782	68746125	68793964	12
SLC35F5	ENSG00000115084	113705011	113756693	2
SLC38A2	ENSG00000134294	46358185	46372832	12
SLC39A1	ENSG00000143570	153959099	153968667	1
SLC39A3	ENSG00000141873	2732204	2740070	19
SLC39A7	ENSG00000229802	4443944	4447938	HSCHR6_MHC_DBB_CTG1
SLC39A7	ENSG00000226614	4611950	4615944	HSCHR6_MHC_COX_CTG1
SLC39A7	ENSG00000227402	4619918	4623912	HSCHR6_MHC_MANN_CTG1
SLC39A7	ENSG00000206288	4394849	4398843	HSCHR6_MHC_QBL_CTG1
SLC39A7	ENSG00000224399	4636398	4640392	HSCHR6_MHC_MCF_CTG1
SLC39A7	ENSG00000112473	33200305	33204439	6
SLC41A3	ENSG00000114544	126005662	126101561	3
SLC46A3	ENSG00000139508	28700064	28719012	13
SLC48A1	ENSG00000211584	47753916	47782751	12
SLIRP	ENSG00000119705	77708045	77761104	14
SLTM	ENSG00000137776	58879049	58933991	15
SMAD2	ENSG00000175387	47808957	47931569	18
SMAD4	ENSG00000141646	51028528	51085045	18
SMAD5	ENSG00000113658	136132845	136188747	5
SMAP1	ENSG00000112305	70667776	70862015	6
SMARCA2	ENSG00000080503	1980290	2193624	9
SMARCA4	ENSG00000127616	10960824	11079426	19
SMARCAL1	ENSG00000138375	216412383	216483056	2
SMARCB1	ENSG00000275837	23325	70878	HSCHR22_1_CTG7
SMARCB1	ENSG00000099956	23786931	23838009	22
SMARCE1	ENSG00000073584	40624962	40648654	17
SMC1A	ENSG00000072501	53374149	53422728	X
SMC5	ENSG00000198887	70258270	70354874	9
SMG5	ENSG00000198952	156249223	156282844	1
SMG7	ENSG00000116698	183471957	183598246	1
SMG8	ENSG00000167447	59209400	59215248	17
SMIM11	ENSG00000205670	34375131	34416961	21
SMIM12	ENSG00000163866	34712737	34859805	1
SMIM8	ENSG00000111850	87322580	87399749	6
SMNDC1	ENSG00000119953	110290730	110304963	10
SMPD1	ENSG00000166311	6390414	6394998	11
SMPD4	ENSG00000292130	327940	359302	HSCHR2_12_CTG7_2
SMPD4	ENSG00000136699	130151392	130183901	2
SMU1	ENSG00000122692	33041765	33076694	9
SMUG1	ENSG00000123415	54121277	54189008	12
SNAP23	ENSG00000092531	42491233	42545356	15
SNAP29	ENSG00000099940	20858537	20891214	22
SNAP47	ENSG00000143740	227728200	227781826	1
SNAPC3	ENSG00000164975	15422734	15465953	9
SNAPC5	ENSG00000174446	66490135	66497780	15
SNAPIN	ENSG00000143553	153658696	153663930	1
SND1	ENSG00000197157	127652145	128092609	7
SNF8	ENSG00000159210	48929316	48944842	17
SNRNP200	ENSG00000144028	96274338	96321271	2
SNRNP25	ENSG00000161981	53828	57669	16
SNRNP27	ENSG00000124380	69893956	69905929	2
SNRNP35	ENSG00000184209	123458078	123473154	12
SNRNP40	ENSG00000060688	31259568	31296788	1
SNRNP48	ENSG00000168566	7590189	7611967	6
SNRNP70	ENSG00000104852	49085164	49108613	19
SNRPA	ENSG00000077312	40750585	40765393	19
SNRPB	ENSG00000125835	2461634	2470884	20
SNRPB2	ENSG00000125870	16729958	16742564	20
SNRPC	ENSG00000124562	34757454	34773857	6
SNRPD1	ENSG00000167088	21612314	21633524	18
SNRPD2	ENSG00000125743	45687460	45692569	19
SNRPD3	ENSG00000100028	24555957	24584044	22
SNRPG	ENSG00000143977	70281362	70293740	2
SNUPN	ENSG00000169371	75598083	75626469	15
SNW1	ENSG00000100603	77717599	77761207	14
SNX12	ENSG00000147164	71056332	71073426	X
SNX13	ENSG00000071189	17790761	17940712	7
SNX17	ENSG00000115234	27370496	27377535	2
SNX18	ENSG00000178996	54517727	54546586	5
SNX19	ENSG00000120451	130866250	130916479	11
SNX2	ENSG00000205302	122775010	122834543	5
SNX25	ENSG00000109762	185204237	185390928	4
SNX3	ENSG00000112335	108211222	108261255	6
SNX4	ENSG00000114520	125446644	125520233	3
SNX5	ENSG00000089006	17941597	17969022	20
SNX6	ENSG00000129515	34561093	34630177	14
SNX9	ENSG00000130340	157700387	157945077	6
SOCS4	ENSG00000180008	55027120	55049489	14
SOCS6	ENSG00000170677	70288888	70330199	18
SOD1	ENSG00000142168	31659633	31668931	21
SON	ENSG00000159140	33543038	33577481	21
SPAG7	ENSG00000091640	4959226	4967825	17
SPAG9	ENSG00000008294	50962174	51120926	17
SPATA2	ENSG00000158480	49903391	49915550	20
SPCS1	ENSG00000114902	52704955	52711148	3
SPCS3	ENSG00000129128	176319966	176332245	4
SPECC1L	ENSG00000100014	24270817	24417740	22
SPEN	ENSG00000065526	15836095	15940456	1
SPG11	ENSG00000104133	44554818	44663688	15
SPG21	ENSG00000090487	64963022	64990312	15
SPG7	ENSG00000197912	89490719	89557766	16
SPNS1	ENSG00000169682	28974221	28984548	16
SPOP	ENSG00000121067	49598884	49678201	17
SPPL2B	ENSG00000005206	2328613	2355095	19
SPPL3	ENSG00000157837	120762510	120904358	12
SPRYD3	ENSG00000167778	53064316	53079414	12
SPRYD7	ENSG00000123178	49912702	49936490	13
SPSB3	ENSG00000162032	1776710	1793700	16
SPTSSA	ENSG00000165389	34432788	34462240	14
SPTY2D1	ENSG00000179119	18606403	18634791	11
SRA1	ENSG00000213523	140537340	140557677	5
SRD5A3	ENSG00000128039	55346213	55373100	4
SREBF2	ENSG00000198911	41833099	41907308	22
SREK1IP1	ENSG00000153006	64718148	64768692	5
SRM	ENSG00000116649	11054584	11060053	1
SRP14	ENSG00000140319	40035690	40039181	15
SRP19	ENSG00000153037	112861188	112898371	5
SRP54	ENSG00000100883	34981957	35029686	14
SRP68	ENSG00000167881	76038775	76072517	17
SRP72	ENSG00000174780	56467595	56503681	4
SRP9	ENSG00000143742	225777699	225790670	1
SRPRB	ENSG00000144867	133784023	133825772	3
SRR	ENSG00000167720	2303383	2325260	17
SRRD	ENSG00000100104	26483877	26494658	22
SRRM1	ENSG00000133226	24631716	24673281	1
SRSF1	ENSG00000136450	58000919	58007346	17
SRSF10	ENSG00000188529	23964347	23980927	1
SRSF11	ENSG00000116754	70205670	70253052	1
SRSF2	ENSG00000161547	76734115	76737395	17
SRSF3	ENSG00000112081	36593787	36605911	6
SRSF4	ENSG00000116350	29147743	29181922	1
SRSF7	ENSG00000115875	38743599	38751494	2
SRSF8	ENSG00000263465	95066919	95071225	11
SS18L2	ENSG00000008324	42581840	42596934	3
SSB	ENSG00000138385	169791933	169812091	2
SSBP1	ENSG00000262771	110921	119126	HSCHR7_1_CTG6
SSBP1	ENSG00000106028	141737456	141787922	7
SSNA1	ENSG00000176101	137188657	137190370	9
SSR1	ENSG00000124783	7268306	7347446	6
SSR2	ENSG00000163479	156009041	156020968	1
SSR3	ENSG00000114850	156539553	156559474	3
SSRP1	ENSG00000149136	57325982	57335892	11
SSU72	ENSG00000160075	1541673	1574884	1
ST3GAL2	ENSG00000157350	70375977	70439263	16
ST6GALNAC6	ENSG00000160408	127885321	127906616	9
ST7	ENSG00000004866	116952980	117230812	7
STAM	ENSG00000136738	17644124	17716824	10
STAM2	ENSG00000115145	152116801	152175771	2
STAMBP	ENSG00000124356	73828916	73873659	2
STARD3	ENSG00000131748	39637090	39664201	17
STARD7	ENSG00000084090	96184859	96208849	2
STAT3	ENSG00000168610	42313324	42388568	17
STAU1	ENSG00000124214	49113338	49188417	20
STAU2	ENSG00000040341	73420369	73747708	8
STIM1	ENSG00000167323	3854527	4093210	11
STIP1	ENSG00000168439	64185272	64204548	11
STK11	ENSG00000118046	1177558	1228431	19
STK16	ENSG00000115661	219245455	219250339	2
STOM	ENSG00000148175	121338987	121370304	9
STOML1	ENSG00000067221	73978926	73994622	15
STOML2	ENSG00000165283	35099606	35103195	9
STRAP	ENSG00000023734	15882356	15903478	12
STRIP1	ENSG00000143093	110031577	110074641	1
STRN3	ENSG00000196792	30893799	31026418	14
STT3A	ENSG00000134910	125591712	125625215	11
STT3B	ENSG00000163527	31532521	31638548	3
STUB1	ENSG00000103266	679980	682870	16
STX10	ENSG00000104915	13144058	13150383	19
STX17	ENSG00000136874	99906654	99974534	9
STX4	ENSG00000103496	31032889	31042975	16
STX5	ENSG00000162236	62806860	62832051	11
STX8	ENSG00000170310	9250471	9576591	17
STXBP3	ENSG00000116266	108746634	108809525	1
STYXL1	ENSG00000127952	75996315	76048809	7
SUB1	ENSG00000113387	32531633	32604507	5
SUCLA2	ENSG00000136143	47745736	48037968	13
SUCLG1	ENSG00000163541	84423528	84460045	2
SUCLG2	ENSG00000172340	67360460	67654624	3
SUGP1	ENSG00000105705	19276018	19320511	19
SUGT1	ENSG00000165416	52652682	52700909	13
SUMO1	ENSG00000116030	202206182	202238599	2
SUMO3	ENSG00000184900	44805617	44818779	21
SUN2	ENSG00000100242	38733280	38794143	22
SUPT4H1	ENSG00000213246	58345175	58353093	17
SUPT5H	ENSG00000196235	39436156	39476670	19
SUPT6H	ENSG00000109111	28661929	28702682	17
SUPT7L	ENSG00000119760	27650809	27663841	2
SUPV3L1	ENSG00000156502	69180234	69209108	10
SURF1	ENSG00000280627	177852	182770	HG2030_PATCH
SURF1	ENSG00000148290	133351758	133356676	9
SURF4	ENSG00000280951	187544	202260	HG2030_PATCH
SURF4	ENSG00000148248	133361450	133376166	9
SURF6	ENSG00000281309	154870	162282	HG2030_PATCH
SURF6	ENSG00000148296	133328776	133336189	9
SUZ12	ENSG00000178691	31936995	32001045	17
SYAP1	ENSG00000169895	16719545	16765340	X
SYF2	ENSG00000117614	25222276	25232504	1
SYMPK	ENSG00000125755	45815410	45866862	19
SYNCRIP	ENSG00000135316	85607779	85644063	6
SYNJ2BP	ENSG00000213463	70366499	70417097	14
SYNJ2BP-COX16	ENSG00000258644	70326064	70417074	14
SYPL1	ENSG00000008282	106090500	106112589	7
SYS1	ENSG00000204070	45359977	45376798	20
SYVN1	ENSG00000162298	65121780	65135747	11
SZRD1	ENSG00000291379	156718	202286	HG1343_HG173_HG459_PATCH
SZRD1	ENSG00000055070	16352575	16398147	1
TAB1	ENSG00000100324	39399778	39437060	22
TAB2	ENSG00000055208	149218641	149411613	6
TACO1	ENSG00000136463	63600882	63608365	17
TADA1	ENSG00000152382	166856510	166876360	1
TADA3	ENSG00000171148	9779964	9793011	3
TAF10	ENSG00000166337	6606294	6612539	11
TAF11	ENSG00000064995	34877462	34889192	6
TAF12	ENSG00000120656	28587829	28648364	1
TAF13	ENSG00000197780	109062496	109076012	1
TAF15	ENSG00000276833	43987	99147	HSCHR17_7_CTG4
