From	To
O60318	ENSG00000160294.11
O60320	ENSG00000104059.6
O60330	ENSG00000253159.3
O60331	ENSG00000186111.12
O60333	ENSG00000054523.21
O60336	ENSG00000137802.16
O60337	ENSG00000145495.18
O60341	ENSG00000004487.19
O60343	ENSG00000136111.15
O60346	ENSG00000081913.15
O60347	ENSG00000108239.10
O60353	ENSG00000164930.13
O60356	ENSG00000176046.10
O60359	ENSG00000006116.5
O60381	ENSG00000105856.15
O60381	ENSG00000283847.2
O60383	ENSG00000164404.9
O60391	ENSG00000116032.5
O60393	ENSG00000106410.16
O60403	ENSG00000171942.5
O60404	ENSG00000171936.3
O60412	ENSG00000127529.7
O60422	ENSG00000205922.5
O60423	ENSG00000130270.16
O60427	ENSG00000149485.20
O60431	ENSG00000094661.3
O60437	ENSG00000118898.17
O60443	ENSG00000105928.17
O60447	ENSG00000067208.18
O60449	ENSG00000054219.12
O60449	ENSG00000248672.5
O60462	ENSG00000118257.17
O60469	ENSG00000171587.15
O60469	ENSG00000291561.1
O60476	ENSG00000198162.12
O60477	ENSG00000078725.14
O60478	ENSG00000077585.15
O60479	ENSG00000064195.7
O60481	ENSG00000156925.13
O60486	ENSG00000136040.9
O60487	ENSG00000149573.10
O60488	ENSG00000068366.22
O60493	ENSG00000112335.16
O60494	ENSG00000107611.16
O60496	ENSG00000147443.14
O60499	ENSG00000104915.16
O60500	ENSG00000161270.21
O60502	ENSG00000198408.15
O60503	ENSG00000162104.11
O60504	ENSG00000120896.15
O60506	ENSG00000135316.20
O60506	ENSG00000271793.2
O60507	ENSG00000169902.16
O60508	ENSG00000168438.16
O60512	ENSG00000158850.16
O60513	ENSG00000121578.14
O60516	ENSG00000243056.2
O60518	ENSG00000137040.10
O60519	ENSG00000111269.4
O60522	ENSG00000180113.16
O60524	ENSG00000165525.19
O60542	ENSG00000125650.5
O60543	ENSG00000176194.18
O60547	ENSG00000112699.12
O60548	ENSG00000186564.6
O60551	ENSG00000152465.19
O60563	ENSG00000129315.13
O60565	ENSG00000276886.4
O60565	ENSG00000166923.13
O60565	ENSG00000282046.3
O60566	ENSG00000156970.14
O60568	ENSG00000106397.13
O60573	ENSG00000135930.16
O60575	ENSG00000122711.9
O60583	ENSG00000082258.14
O60602	ENSG00000187554.16
O60603	ENSG00000137462.11
O60609	ENSG00000146013.13
O60610	ENSG00000131504.18
O60613	ENSG00000183291.18
O60635	ENSG00000117472.11
O60636	ENSG00000134198.11
O60637	ENSG00000140391.15
O60641	ENSG00000065609.16
O60645	ENSG00000180104.17
O60656	ENSG00000241119.2
O60658	ENSG00000073417.16
O60662	ENSG00000239474.8
O60663	ENSG00000136944.19
O60664	ENSG00000105355.10
O60667	ENSG00000162894.13
O60669	ENSG00000118596.13
O60671	ENSG00000113456.21
O60673	ENSG00000009413.17
O60674	ENSG00000096968.15
O60675	ENSG00000198517.11
O60676	ENSG00000125815.9
O60678	ENSG00000185238.14
O60682	ENSG00000178860.10
O60683	ENSG00000157911.12
O60684	ENSG00000025800.14
O60687	ENSG00000102359.9
O60688	ENSG00000100027.17
O60701	ENSG00000109814.13
O60704	ENSG00000128294.17
O60706	ENSG00000069431.15
O60711	ENSG00000110031.13
O60716	ENSG00000198561.17
O60721	ENSG00000074621.15
O60725	ENSG00000116237.17
O60729	ENSG00000081377.18
O60732	ENSG00000155495.9
O60733	ENSG00000184381.21
O60739	ENSG00000114784.4
O60741	ENSG00000164588.9
O60749	ENSG00000205302.8
O60755	ENSG00000128310.4
O60759	ENSG00000115165.11
O60760	ENSG00000163106.12
O60762	ENSG00000000419.15
O60763	ENSG00000138768.16
O60765	ENSG00000169131.14
O60779	ENSG00000117479.16
O60783	ENSG00000120333.5
O60784	ENSG00000100284.23
O60806	ENSG00000143178.13
O60809	ENSG00000187545.6
O60809	ENSG00000282663.1
O60810	ENSG00000243073.4
O60810	ENSG00000282584.2
O60811	ENSG00000120952.4
O60811	ENSG00000282817.1
O60812	ENSG00000179172.10
O60812	ENSG00000282175.4
O60813	ENSG00000239810.3
O60813	ENSG00000281934.1
O60814	ENSG00000197903.10
O60825	ENSG00000123836.16
O60826	ENSG00000101997.14
O60828	ENSG00000102103.19
O60828	ENSG00000292208.1
O60829	ENSG00000101951.19
O60830	ENSG00000126768.14
O60830	ENSG00000292215.1
O60831	ENSG00000243279.5
O60831	ENSG00000292222.1
O60832	ENSG00000130826.20
O60840	ENSG00000102001.13
O60841	ENSG00000158417.13
O60844	ENSG00000174992.9
O60858	ENSG00000204977.11
O60861	ENSG00000007237.20
O60869	ENSG00000107223.14
O60870	ENSG00000151657.13
O60879	ENSG00000147202.19
O60880	ENSG00000183918.18
O60882	ENSG00000137674.4
O60883	ENSG00000170075.10
O60884	ENSG00000069345.13
O60885	ENSG00000141867.19
O60888	ENSG00000112514.19
O60888	ENSG00000226492.7
O60890	ENSG00000079482.15
O60894	ENSG00000132329.12
O60895	ENSG00000131477.12
O60896	ENSG00000122679.9
O60902	ENSG00000168779.21
O60906	ENSG00000135587.10
O60907	ENSG00000101849.19
O60909	ENSG00000117411.19
O60911	ENSG00000136943.13
O60921	ENSG00000136273.15
O60925	ENSG00000113068.11
O60927	ENSG00000204619.8
O60927	ENSG00000206501.8
O60927	ENSG00000236560.6
O60927	ENSG00000237829.6
O60927	ENSG00000234058.6
O60927	ENSG00000233314.6
O60927	ENSG00000237403.6
O60927	ENSG00000227720.6
O60928	ENSG00000115474.7
O60930	ENSG00000171865.11
O60930	ENSG00000286905.1
O60931	ENSG00000040531.17
O60934	ENSG00000104320.16
O60936	ENSG00000140939.16
O60938	ENSG00000139330.6
O60939	ENSG00000149575.9
O60941	ENSG00000138101.21
O60942	ENSG00000111880.17
O75015	ENSG00000162747.14
O75019	ENSG00000104974.12
O75019	ENSG00000275525.5
O75019	ENSG00000277398.5
O75019	ENSG00000274935.5
O75022	ENSG00000204577.13
O75022	ENSG00000274587.5
O75022	ENSG00000275019.5
O75023	ENSG00000105609.18
O75023	ENSG00000277414.4
O75023	ENSG00000278437.4
O75023	ENSG00000274311.4
O75023	ENSG00000273991.4
O75027	ENSG00000131269.20
O75030	ENSG00000187098.19
O75031	ENSG00000160207.10
O75037	ENSG00000116852.15
O75038	ENSG00000149527.18
O75038	ENSG00000276429.3
O75044	ENSG00000266028.9
O75051	ENSG00000076356.8
O75052	ENSG00000198929.14
O75054	ENSG00000143061.19
O75056	ENSG00000162512.17
O75061	ENSG00000116675.16
O75063	ENSG00000116199.13
O75064	ENSG00000198837.11
O75069	ENSG00000133069.18
O75071	ENSG00000159658.15
O75072	ENSG00000106692.16
O75074	ENSG00000130881.14
O75077	ENSG00000114948.14
O75078	ENSG00000073670.15
O75081	ENSG00000129993.15
O75083	ENSG00000071127.19
O75084	ENSG00000155760.3
O75093	ENSG00000187122.17
O75094	ENSG00000184347.16
O75095	ENSG00000162591.18
O75096	ENSG00000134569.11
O75106	ENSG00000131480.9
O75110	ENSG00000054793.15
O75112	ENSG00000122367.22
O75113	ENSG00000102921.9
O75116	ENSG00000134318.17
O75121	ENSG00000198948.13
O75122	ENSG00000163539.20
O75123	ENSG00000183309.13
O75123	ENSG00000276340.4
O75127	ENSG00000106246.19
O75128	ENSG00000106078.20
O75129	ENSG00000148219.19
O75131	ENSG00000085719.14
O75132	ENSG00000100426.9
O75140	ENSG00000100150.21
O75143	ENSG00000175224.18
O75144	ENSG00000160223.19
O75145	ENSG00000177380.15
O75146	ENSG00000130787.15
O75147	ENSG00000124006.16
O75150	ENSG00000103549.23
O75151	ENSG00000197724.13
O75152	ENSG00000058673.17
O75153	ENSG00000132361.19
O75154	ENSG00000090565.18
O75154	ENSG00000275338.4
O75155	ENSG00000144712.14
O75157	ENSG00000196428.14
O75159	ENSG00000171150.10
O75161	ENSG00000131697.19
O75164	ENSG00000066135.14
O75165	ENSG00000138246.17
O75167	ENSG00000112419.16
O75170	ENSG00000100239.17
O75173	ENSG00000158859.11
O75175	ENSG00000088038.21
O75175	ENSG00000274941.4
O75175	ENSG00000275979.4
O75175	ENSG00000274176.4
O75175	ENSG00000277615.4
O75175	ENSG00000273943.4
O75175	ENSG00000274616.4
O75175	ENSG00000277600.4
O75175	ENSG00000277114.4
O75175	ENSG00000276082.4
O75177	ENSG00000184402.15
O75179	ENSG00000132466.21
O75182	ENSG00000127511.11
O75185	ENSG00000064270.15
O75190	ENSG00000105993.16
O75191	ENSG00000093217.12
O75192	ENSG00000166821.9
O75197	ENSG00000162337.13
O75200	ENSG00000233232.9
O75204	ENSG00000135956.12
O75208	ENSG00000088682.15
O75223	ENSG00000006625.19
O75251	ENSG00000115286.22
O75264	ENSG00000095932.7
O75290	ENSG00000197782.16
O75290	ENSG00000280568.2
O75293	ENSG00000099860.11
O75298	ENSG00000125744.13
O75306	ENSG00000158864.14
O75309	ENSG00000166589.14
O75310	ENSG00000213759.10
O75311	ENSG00000145451.13
O75312	ENSG00000109917.12
O75317	ENSG00000152484.15
O75319	ENSG00000144048.13
O75319	ENSG00000291483.1
O75323	ENSG00000146729.11
O75324	ENSG00000184602.7
O75325	ENSG00000170382.13
O75326	ENSG00000138623.10
O75326	ENSG00000288455.1
O75330	ENSG00000072571.21
O75333	ENSG00000167800.10
O75334	ENSG00000139220.17
O75335	ENSG00000143847.17
O75339	ENSG00000138615.7
O75340	ENSG00000249915.10
O75342	ENSG00000179477.11
O75344	ENSG00000077800.13
O75346	ENSG00000256771.6
O75347	ENSG00000171530.16
O75348	ENSG00000136888.9
O75351	ENSG00000119541.11
O75352	ENSG00000129255.17
O75354	ENSG00000197586.14
O75355	ENSG00000168032.11
O75356	ENSG00000187097.14
O75360	ENSG00000175325.2
O75362	ENSG00000171940.14
O75363	ENSG00000064787.15
O75364	ENSG00000107859.11
O75365	ENSG00000184489.14
O75365	ENSG00000275575.4
O75365	ENSG00000291470.1
O75366	ENSG00000135407.11
O75367	ENSG00000113648.18
O75368	ENSG00000131171.14
O75369	ENSG00000136068.17
O75373	ENSG00000237440.10
O75376	ENSG00000141027.24
O75379	ENSG00000117533.16
O75380	ENSG00000145494.13
O75381	ENSG00000142655.14
O75382	ENSG00000110171.21
O75385	ENSG00000177169.11
O75386	ENSG00000078246.18
O75387	ENSG00000149150.10
O75388	ENSG00000142511.4
O75390	ENSG00000062485.20
O75391	ENSG00000091640.9
O75394	ENSG00000243147.9
O75396	ENSG00000265808.5
O75398	ENSG00000177030.20
O75400	ENSG00000196504.22
O75409	ENSG00000187516.7
O75410	ENSG00000147526.21
O75414	ENSG00000172113.11
O75417	ENSG00000051341.16
O75419	ENSG00000093009.12
O75420	ENSG00000146830.12
O75425	ENSG00000106330.13
O75426	ENSG00000106336.14
O75427	ENSG00000077454.18
O75431	ENSG00000128654.15
O75436	ENSG00000122958.16
O75437	ENSG00000213096.11
O75438	ENSG00000183648.12
O75439	ENSG00000105819.16
O75443	ENSG00000109927.11
O75444	ENSG00000178573.7
O75445	ENSG00000042781.14
O75446	ENSG00000164105.5
O75448	ENSG00000008838.22
O75449	ENSG00000186625.15
O75452	ENSG00000139547.9
O75459	ENSG00000068985.5
O75460	ENSG00000178607.17
O75461	ENSG00000169016.18
O75462	ENSG00000006016.13
O75467	ENSG00000083812.14
O75469	ENSG00000144852.20
O75473	ENSG00000139292.14
O75474	ENSG00000181274.7
O75475	ENSG00000164985.16
O75477	ENSG00000107566.15
O75478	ENSG00000277104.4
O75486	ENSG00000196284.19
O75487	ENSG00000076716.10
O75489	ENSG00000213619.12
O75493	ENSG00000063180.10
O75494	ENSG00000188529.16
O75496	ENSG00000112312.11
O75503	ENSG00000102805.16
O75506	ENSG00000230989.9
O75508	ENSG00000013297.13
O75509	ENSG00000146072.7
O75521	ENSG00000198721.14
O75525	ENSG00000131773.15
O75526	ENSG00000170748.7
O75528	ENSG00000171148.15
O75529	ENSG00000135801.12
O75530	ENSG00000074266.24
O75531	ENSG00000175334.9
O75533	ENSG00000115524.18
O75534	ENSG00000009307.18
O75541	ENSG00000102984.16
O75553	ENSG00000173406.17
O75554	ENSG00000120688.10
O75556	ENSG00000124939.6
O75558	ENSG00000135604.12
O75563	ENSG00000005020.14
O75564	ENSG00000234616.10
O75569	ENSG00000180228.15
O75570	ENSG00000120662.17
O75575	ENSG00000241258.9
O75578	ENSG00000143127.14
O75581	ENSG00000070018.10
O75581	ENSG00000281324.3
O75582	ENSG00000100784.13
O75586	ENSG00000133997.13
O75592	ENSG00000005810.21
O75593	ENSG00000160973.9
O75594	ENSG00000008438.5
O75596	ENSG00000166509.12
O75600	ENSG00000100116.18
O75602	ENSG00000077327.17
O75603	ENSG00000124827.7
O75604	ENSG00000036672.17
O75607	ENSG00000107833.12
O75608	ENSG00000120992.19
O75610	ENSG00000243709.2
O75616	ENSG00000132591.13
O75618	ENSG00000158796.18
O75626	ENSG00000057657.18
O75628	ENSG00000088320.5
O75629	ENSG00000143162.10
O75631	ENSG00000100373.11
O75635	ENSG00000166396.14
O75636	ENSG00000142748.15
O75638	ENSG00000126890.14
O75643	ENSG00000144028.16
O75648	ENSG00000100416.16
O75663	ENSG00000143155.14
O75665	ENSG00000046651.17
O75674	ENSG00000141198.17
O75676	ENSG00000162302.14
O75677	ENSG00000128250.5
O75678	ENSG00000128253.16
O75679	ENSG00000128276.10
O75683	ENSG00000148296.8
O75683	ENSG00000281309.2
O75688	ENSG00000138032.22
O75689	ENSG00000105963.16
O75690	ENSG00000241233.4
O75691	ENSG00000120800.6
O75694	ENSG00000113569.18
O75695	ENSG00000102218.7
O75711	ENSG00000164106.9
O75712	ENSG00000188910.9
O75715	ENSG00000224586.7
O75715	ENSG00000257770.5
O75716	ENSG00000115661.15
O75717	ENSG00000198554.13
O75718	ENSG00000170275.16
O75746	ENSG00000115840.15
O75746	ENSG00000292099.1
O75747	ENSG00000139144.12
O75751	ENSG00000146477.7
O75752	ENSG00000169255.16
O75762	ENSG00000104321.12
O75764	ENSG00000204219.12
O75764	ENSG00000282941.3
O75771	ENSG00000185379.22
O75781	ENSG00000099864.19
O75783	ENSG00000103269.15
O75787	ENSG00000182220.16
O75791	ENSG00000100351.18
O75792	ENSG00000104889.8
O75794	ENSG00000151465.15
O75795	ENSG00000197888.4
O75800	ENSG00000004838.15
O75807	ENSG00000087074.10
O75808	ENSG00000103326.13
O75815	ENSG00000137936.19
O75817	ENSG00000172336.6
O75818	ENSG00000124787.15
O75820	ENSG00000136870.11
O75821	ENSG00000130811.13
O75822	ENSG00000104131.14
O75828	ENSG00000159231.7
O75829	ENSG00000136110.14
O75830	ENSG00000114204.16
O75832	ENSG00000101843.20
O75838	ENSG00000136425.15
O75840	ENSG00000118263.17
O75841	ENSG00000114638.9
O75843	ENSG00000213983.13
O75844	ENSG00000084073.11
O75845	ENSG00000109929.11
O75864	ENSG00000104866.12
O75865	ENSG00000007255.11
O75871	ENSG00000105352.12
O75871	ENSG00000274131.3
O75874	ENSG00000138413.15
O75879	ENSG00000059691.13
O75880	ENSG00000133028.13
O75881	ENSG00000172817.5
O75882	ENSG00000088812.19
O75884	ENSG00000089050.17
O75886	ENSG00000115145.11
O75888	ENSG00000161955.17
O75891	ENSG00000144908.15
O75896	ENSG00000114383.11
O75897	ENSG00000198075.11
O75899	ENSG00000136928.8
O75900	ENSG00000189409.15
O75901	ENSG00000198774.5
O75907	ENSG00000185000.13
O75907	ENSG00000285482.2
O75908	ENSG00000167780.13
O75909	ENSG00000090061.18
O75911	ENSG00000162496.11
O75912	ENSG00000157680.17
O75914	ENSG00000077264.18
O75915	ENSG00000144746.8
O75916	ENSG00000108370.18
O75920	ENSG00000172058.17
O75920	ENSG00000205572.11
O75920	ENSG00000278839.4
O75920	ENSG00000277429.4
O75920	ENSG00000275581.4
O75923	ENSG00000135636.17
O75925	ENSG00000033800.15
O75928	ENSG00000078043.17
O75934	ENSG00000116752.7
O75935	ENSG00000137100.17
O75936	ENSG00000129151.10
O75937	ENSG00000126698.12
O75940	ENSG00000119953.15
O75943	ENSG00000152942.20
O75943	ENSG00000276618.4
O75947	ENSG00000167863.13
O75949	ENSG00000130054.5
O75951	ENSG00000277042.2
O75951	ENSG00000275722.5
O75952	ENSG00000154040.22
O75953	ENSG00000137094.16
O75954	ENSG00000011105.15
O75955	ENSG00000137312.16
O75955	ENSG00000206379.12
O75955	ENSG00000206480.11
O75955	ENSG00000232280.9
O75955	ENSG00000230143.9
O75956	ENSG00000167797.9
O75962	ENSG00000038382.23
O75964	ENSG00000167283.10
O75969	ENSG00000111254.9
O75970	ENSG00000107186.18
O75971	ENSG00000174446.13
O75973	ENSG00000131094.5
O75976	ENSG00000108582.13
O75995	ENSG00000122122.10
O76000	ENSG00000204703.5
O76000	ENSG00000206524.3
O76000	ENSG00000226832.3
O76000	ENSG00000231319.3
O76000	ENSG00000233054.3
O76000	ENSG00000233180.3
O76000	ENSG00000233687.3
O76000	ENSG00000225736.3
O76001	ENSG00000204701.3
O76001	ENSG00000206522.1
O76001	ENSG00000232178.1
O76001	ENSG00000233618.1
O76001	ENSG00000229866.1
O76001	ENSG00000226271.1
O76001	ENSG00000233636.1
O76002	ENSG00000196231.7
O76002	ENSG00000204700.5
O76002	ENSG00000231676.4
O76002	ENSG00000226000.4
O76002	ENSG00000232945.4
O76002	ENSG00000234746.4
O76002	ENSG00000225550.4
O76002	ENSG00000226347.4
O76003	ENSG00000108010.13
O76009	ENSG00000006059.4
O76009	ENSG00000261986.1
O76009	ENSG00000292027.1
O76011	ENSG00000131737.7
O76011	ENSG00000292033.1
O76013	ENSG00000126337.14
O76014	ENSG00000108417.4
O76014	ENSG00000263022.1
O76014	ENSG00000292032.1
O76015	ENSG00000171360.4
O76021	ENSG00000171490.14
O76024	ENSG00000109501.16
O76027	ENSG00000143412.11
O76031	ENSG00000166855.10
O76036	ENSG00000189430.13
O76036	ENSG00000273535.4
O76036	ENSG00000275156.4
O76036	ENSG00000278362.4
O76036	ENSG00000273506.4
O76036	ENSG00000273916.4
O76036	ENSG00000274053.4
O76036	ENSG00000277824.4
O76036	ENSG00000275822.4
O76036	ENSG00000277629.4
O76038	ENSG00000079689.16
O76039	ENSG00000008086.13
O76041	ENSG00000078114.20
O76050	ENSG00000107954.12
O76054	ENSG00000100003.18
O76061	ENSG00000113739.11
O76062	ENSG00000149809.18
O76064	ENSG00000112130.18
O76070	ENSG00000173267.15
O76071	ENSG00000144021.4
O76074	ENSG00000138735.17
O76075	ENSG00000169598.18
O76076	ENSG00000064205.12
O76080	ENSG00000107372.14
O76081	ENSG00000147509.14
O76082	ENSG00000197375.15
O76083	ENSG00000160191.19
O76087	ENSG00000236362.10
O76087	ENSG00000215269.6
O76090	ENSG00000167995.17
O76093	ENSG00000156427.9
O76094	ENSG00000174780.18
O76095	ENSG00000143543.16
O76096	ENSG00000077984.7
O76099	ENSG00000127530.4
O76100	ENSG00000127515.3
O77932	ENSG00000204348.11
O77932	ENSG00000206346.8
O77932	ENSG00000236765.6
O77932	ENSG00000234798.6
O77932	ENSG00000225682.6
O77932	ENSG00000224313.6
O94759	ENSG00000142185.19
O94760	ENSG00000153904.22
O94761	ENSG00000160957.16
O94762	ENSG00000108469.16
O94763	ENSG00000105176.19
O94766	ENSG00000149541.11
O94768	ENSG00000081320.13
O94769	ENSG00000106823.14
O94769	ENSG00000291357.1
O94772	ENSG00000176956.13
O94772	ENSG00000274488.4
O94776	ENSG00000149480.7
O94777	ENSG00000136908.19
O94778	ENSG00000103375.12
O94779	ENSG00000149972.12
O94782	ENSG00000162607.14
O94788	ENSG00000128918.16
O94804	ENSG00000072786.14
O94805	ENSG00000077080.11
O94806	ENSG00000115825.12
O94808	ENSG00000131459.14
O94810	ENSG00000076344.17
O94811	ENSG00000171368.13
O94812	ENSG00000007516.16
O94813	ENSG00000145147.21
O94817	ENSG00000145782.14
O94818	ENSG00000101746.17
O94819	ENSG00000176595.5
O94819	ENSG00000273645.2
O94822	ENSG00000198862.15
O94822	ENSG00000291534.1
O94823	ENSG00000118322.15
O94826	ENSG00000154174.9
O94827	ENSG00000171680.24
O94829	ENSG00000117408.12
O94830	ENSG00000085788.15
O94832	ENSG00000176658.18
O94842	ENSG00000092203.16
O94844	ENSG00000072422.18
O94850	ENSG00000181418.8
O94851	ENSG00000133816.21
O94855	ENSG00000150961.16
O94856	ENSG00000163531.18
O94864	ENSG00000119760.17
O94868	ENSG00000137478.16
O94874	ENSG00000014123.11
O94875	ENSG00000154556.21
O94876	ENSG00000172765.20
O94880	ENSG00000106443.18
O94885	ENSG00000111961.20
O94886	ENSG00000196187.13
O94887	ENSG00000006607.15
O94888	ENSG00000163960.14
O94889	ENSG00000114648.13
O94892	ENSG00000256087.8
O94898	ENSG00000198799.13
O94900	ENSG00000198846.7
O94901	ENSG00000164828.19
O94903	ENSG00000147471.13
O94905	ENSG00000147475.18
O94906	ENSG00000101161.9
O94907	ENSG00000107984.10
O94910	ENSG00000072071.18
O94910	ENSG00000288324.1
O94911	ENSG00000141338.16
O94913	ENSG00000165494.13
O94915	ENSG00000075539.16
O94916	ENSG00000102908.24
O94919	ENSG00000149218.6
O94921	ENSG00000058091.18
O94923	ENSG00000138604.11
O94925	ENSG00000115419.15
O94927	ENSG00000249115.10
O94929	ENSG00000173210.21
O94933	ENSG00000121871.5
O94941	ENSG00000185019.18
O94952	ENSG00000135108.17
O94953	ENSG00000127663.17
O94955	ENSG00000164292.14
O94956	ENSG00000137491.16
O94964	ENSG00000149639.16
O94966	ENSG00000172046.21
O94967	ENSG00000085433.18
O94972	ENSG00000108395.15
O94973	ENSG00000183020.16
O94979	ENSG00000138674.18
O94983	ENSG00000108509.22
O94985	ENSG00000171603.19
O94986	ENSG00000103995.14
O94988	ENSG00000138640.16
O94989	ENSG00000198844.13
O94991	ENSG00000165300.9
O94992	ENSG00000186834.4
O94993	ENSG00000039600.12
O95006	ENSG00000221910.3
O95006	ENSG00000284965.1
O95007	ENSG00000221813.4
O95007	ENSG00000284939.1
O95013	ENSG00000176269.4
O95025	ENSG00000153993.15
O95045	ENSG00000007001.15
O95047	ENSG00000180658.4
O95049	ENSG00000105289.16
O95050	ENSG00000241644.2
O95057	ENSG00000176490.6
O95059	ENSG00000163684.12
O95067	ENSG00000157456.9
O95069	ENSG00000082482.15
O95070	ENSG00000174851.17
O95071	ENSG00000104517.14
O95072	ENSG00000100918.15
O95072	ENSG00000285007.2
O95073	ENSG00000265817.4
O95076	ENSG00000156150.9
O95081	ENSG00000106351.14
O95084	ENSG00000150687.13
O95096	ENSG00000125820.6
O95104	ENSG00000156304.16
O95125	ENSG00000166261.12
O95136	ENSG00000267534.4
O95139	ENSG00000165264.12
O95140	ENSG00000116688.19
O95147	ENSG00000276023.6
O95147	ENSG00000275932.2
O95149	ENSG00000169371.15
O95150	ENSG00000181634.8
O95153	ENSG00000005379.17
O95154	ENSG00000162482.6
O95155	ENSG00000130939.21
O95156	ENSG00000144227.5
O95157	ENSG00000182575.8
O95158	ENSG00000182379.10
O95159	ENSG00000162300.14
O95163	ENSG00000070061.17
O95164	ENSG00000122042.10
O95166	ENSG00000170296.11
O95167	ENSG00000170906.17
O95167	ENSG00000275724.1
O95167	ENSG00000276220.1
O95167	ENSG00000273642.1
O95167	ENSG00000278365.1
O95167	ENSG00000274359.1
O95167	ENSG00000275605.1
O95167	ENSG00000276766.1
O95167	ENSG00000276061.4
O95167	ENSG00000277722.1
O95168	ENSG00000065518.9
O95169	ENSG00000166136.18
O95169	ENSG00000255339.6
O95170	ENSG00000241322.12
O95171	ENSG00000136155.18
O95178	ENSG00000090266.14
O95180	ENSG00000196557.14
O95182	ENSG00000267855.7
O95182	ENSG00000167774.2
O95183	ENSG00000168899.6
O95185	ENSG00000182168.16
O95190	ENSG00000180304.14
O95196	ENSG00000114646.10
O95197	ENSG00000133318.15
O95198	ENSG00000109466.15
O95199	ENSG00000136161.14
O95201	ENSG00000122386.12
O95202	ENSG00000168924.16
O95206	ENSG00000136099.13
O95208	ENSG00000072134.17
O95210	ENSG00000118804.9
O95214	ENSG00000104660.19
O95218	ENSG00000132485.15
O95219	ENSG00000114520.12
O95221	ENSG00000149133.1
O95222	ENSG00000184933.6
O95229	ENSG00000122952.18
O95231	ENSG00000151650.9
O95232	ENSG00000108848.16
O95235	ENSG00000112984.13
O95236	ENSG00000128284.22
O95237	ENSG00000121207.13
O95238	ENSG00000124664.12
O95239	ENSG00000090889.13
