From	Entry	Entry Name	Protein names	Gene Names	Organism	Length	Reviewed
ENSG00000105617	Q96BZ8	LENG1_HUMAN	Leukocyte receptor cluster member 1	LENG1	Homo sapiens (Human)	264	reviewed
ENSG00000105640	Q02543	RL18A_HUMAN	Large ribosomal subunit protein eL20 (60S ribosomal protein L18a)	RPL18A	Homo sapiens (Human)	176	reviewed
ENSG00000105656	P55199	ELL_HUMAN	RNA polymerase II elongation factor ELL (Eleven-nineteen lysine-rich leukemia protein)	ELL C19orf17	Homo sapiens (Human)	621	reviewed
ENSG00000105669	O14579	COPE_HUMAN	Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)	COPE	Homo sapiens (Human)	308	reviewed
ENSG00000105671	Q9Y6V7	DDX49_HUMAN	Probable ATP-dependent RNA helicase DDX49 (EC 3.6.4.13) (DEAD box protein 49)	DDX49	Homo sapiens (Human)	483	reviewed
ENSG00000105677	Q9BVK8	TM147_HUMAN	BOS complex subunit TMEM147 (Protein NIFIE 14) (Transmembrane protein 147)	TMEM147	Homo sapiens (Human)	224	reviewed
ENSG00000105698	Q15853	USF2_HUMAN	Upstream stimulatory factor 2 (Class B basic helix-loop-helix protein 12) (bHLHb12) (FOS-interacting protein) (FIP) (Major late transcription factor 2) (Upstream transcription factor 2)	USF2 BHLHB12	Homo sapiens (Human)	346	reviewed
ENSG00000105700	Q9BQD3	KXDL1_HUMAN	KxDL motif-containing protein 1	KXD1 C19orf50	Homo sapiens (Human)	176	reviewed
ENSG00000105701	Q14318	FKBP8_HUMAN	Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase)	FKBP8 FKBP38	Homo sapiens (Human)	412	reviewed
ENSG00000105723	P49840	GSK3A_HUMAN	Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1)	GSK3A	Homo sapiens (Human)	483	reviewed
ENSG00000105819	O75439	MPPB_HUMAN	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52)	PMPCB MPPB	Homo sapiens (Human)	489	reviewed
ENSG00000105887	P58546	MTPN_HUMAN	Myotrophin (Protein V-1)	MTPN	Homo sapiens (Human)	118	reviewed
ENSG00000105953	Q02218	ODO1_HUMAN	2-oxoglutarate dehydrogenase complex component E1 (E1o) (HsOGDH) (OGDC-E1) (OGDH-E1) (EC 1.2.4.2) (2-oxoglutarate dehydrogenase, mitochondrial) (Alpha-ketoglutarate dehydrogenase) (Alpha-KGDH-E1) (Thiamine diphosphate (ThDP)-dependent 2-oxoglutarate dehydrogenase)	OGDH	Homo sapiens (Human)	1023	reviewed
ENSG00000105968	Q71UI9	H2AV_HUMAN	Histone H2A.V (H2A.F/Z) (H2A.Z variant histone 2)	H2AZ2 H2AFV H2AV	Homo sapiens (Human)	128	reviewed
ENSG00000105993	O75190	DNJB6_HUMAN	DnaJ homolog subfamily B member 6 (HHDJ1) (Heat shock protein J2) (HSJ-2) (MRJ) (MSJ-1)	DNAJB6 HSJ2 MRJ MSJ1	Homo sapiens (Human)	326	reviewed
ENSG00000106009	Q6PJG6	BRAT1_HUMAN	Integrator complex assembly factor BRAT1 (BRCA1-associated ATM activator 1) (BRCA1-associated protein required for ATM activation protein 1)	BRAT1 BAAT1 C7orf27	Homo sapiens (Human)	821	reviewed
ENSG00000106028	Q04837	SSBP_HUMAN	Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB) (PWP1-interacting protein 17)	SSBP1 SSBP	Homo sapiens (Human)	148	reviewed
ENSG00000106052	Q86VP1	TAXB1_HUMAN	Tax1-binding protein 1 (TRAF6-binding protein)	TAX1BP1 T6BP PRO0105	Homo sapiens (Human)	789	reviewed
ENSG00000106153	Q9Y6H1	CHCH2_HUMAN	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2 (Aging-associated gene 10 protein) (HCV NS2 trans-regulated protein) (NS2TP)	CHCHD2 C7orf17 AAG10	Homo sapiens (Human)	151	reviewed
ENSG00000106244	Q13442	HAP28_HUMAN	28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein) (PAP) (PDGFA-associated protein 1) (PAP1)	PDAP1 HASPP28	Homo sapiens (Human)	181	reviewed
ENSG00000106245	P41223	BUD31_HUMAN	Protein BUD31 homolog (Protein EDG-2) (Protein G10 homolog)	BUD31 EDG2	Homo sapiens (Human)	144	reviewed
ENSG00000106261	P17029	ZKSC1_HUMAN	Zinc finger protein with KRAB and SCAN domains 1 (Zinc finger protein 139) (Zinc finger protein 36) (Zinc finger protein KOX18)	ZKSCAN1 KOX18 ZNF139 ZNF36	Homo sapiens (Human)	563	reviewed
ENSG00000106263	P55884	EIF3B_HUMAN	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 subunit 9) (Prt1 homolog) (hPrt1) (eIF-3-eta) (eIF3 p110) (eIF3 p116)	EIF3B EIF3S9	Homo sapiens (Human)	814	reviewed
ENSG00000106299	O00401	WASL_HUMAN	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP)	WASL	Homo sapiens (Human)	505	reviewed
ENSG00000106397	O60568	PLOD3_HUMAN	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]	PLOD3	Homo sapiens (Human)	738	reviewed
ENSG00000106400	O43257	ZNHI1_HUMAN	Zinc finger HIT domain-containing protein 1 (Cyclin-G1-binding protein 1) (Zinc finger protein subfamily 4A member 1) (p18 Hamlet)	ZNHIT1 CGBP1 ZNFN4A1	Homo sapiens (Human)	154	reviewed
ENSG00000106588	P25787	PSA2_HUMAN	Proteasome subunit alpha type-2 (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3) (Proteasome subunit alpha-2) (alpha-2)	PSMA2 HC3 PSC3	Homo sapiens (Human)	234	reviewed
ENSG00000106591	Q9BYC8	RM32_HUMAN	Large ribosomal subunit protein bL32m (39S ribosomal protein L32, mitochondrial) (L32mt) (MRP-L32)	MRPL32 HSPC283	Homo sapiens (Human)	188	reviewed
ENSG00000106609	Q9NWD8	TM248_HUMAN	Transmembrane protein 248	TMEM248 C7orf42	Homo sapiens (Human)	314	reviewed
ENSG00000106615	Q15382	RHEB_HUMAN	GTP-binding protein Rheb (EC 3.6.5.-) (Ras homolog enriched in brain)	RHEB RHEB2	Homo sapiens (Human)	184	reviewed
ENSG00000106628	P49005	DPOD2_HUMAN	DNA polymerase delta subunit 2 (DNA polymerase delta subunit p50)	POLD2	Homo sapiens (Human)	469	reviewed
ENSG00000106636	O15498	YKT6_HUMAN	Synaptobrevin homolog YKT6 (EC 2.3.1.-)	YKT6	Homo sapiens (Human)	198	reviewed
ENSG00000106682	Q15056	IF4H_HUMAN	Eukaryotic translation initiation factor 4H (eIF-4H) (Williams-Beuren syndrome chromosomal region 1 protein)	EIF4H KIAA0038 WBSCR1 WSCR1	Homo sapiens (Human)	248	reviewed
ENSG00000106771	Q9H330	TM245_HUMAN	Transmembrane protein 245 (Protein CG-2)	TMEM245 C9orf5	Homo sapiens (Human)	879	reviewed
ENSG00000106803	P60468	SC61B_HUMAN	Protein transport protein Sec61 subunit beta	SEC61B	Homo sapiens (Human)	96	reviewed
ENSG00000106993	Q7L3B6	CD37L_HUMAN	Hsp90 co-chaperone Cdc37-like 1 (Hsp90-associating relative of Cdc37)	CDC37L1 CDC37B HARC	Homo sapiens (Human)	337	reviewed
ENSG00000107164	Q96I24	FUBP3_HUMAN	Far upstream element-binding protein 3 (FUSE-binding protein 3)	FUBP3 FBP3	Homo sapiens (Human)	572	reviewed
ENSG00000107175	O43889	CREB3_HUMAN	Cyclic AMP-responsive element-binding protein 3 (CREB-3) (cAMP-responsive element-binding protein 3) (Leucine zipper protein) (Luman) (Transcription factor LZIP-alpha) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3 (N-terminal Luman) (Transcriptionally active form)]	CREB3 LZIP	Homo sapiens (Human)	371	reviewed
ENSG00000107185	Q92546	RGP1_HUMAN	RAB6A-GEF complex partner protein 2 (Retrograde Golgi transport protein RGP1 homolog)	RGP1 KIAA0258	Homo sapiens (Human)	391	reviewed
ENSG00000107223	O60869	EDF1_HUMAN	Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)	EDF1	Homo sapiens (Human)	148	reviewed
ENSG00000107262	Q99933	BAG1_HUMAN	BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)	BAG1 HAP	Homo sapiens (Human)	345	reviewed
ENSG00000107341	Q712K3	UB2R2_HUMAN	Ubiquitin-conjugating enzyme E2 R2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme R2) (Ubiquitin carrier protein R2) (Ubiquitin-conjugating enzyme E2-CDC34B) (Ubiquitin-protein ligase R2)	UBE2R2 CDC34B UBC3B	Homo sapiens (Human)	238	reviewed
ENSG00000107404	O14640	DVL1_HUMAN	Segment polarity protein dishevelled homolog DVL-1 (Dishevelled-1) (DSH homolog 1)	DVL1	Homo sapiens (Human)	695	reviewed
ENSG00000107581	Q14152	EIF3A_HUMAN	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (eIF3 p167) (eIF3 p180) (eIF3 p185)	EIF3A EIF3S10 KIAA0139	Homo sapiens (Human)	1382	reviewed
ENSG00000107625	Q9BQ39	DDX50_HUMAN	ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2)	DDX50	Homo sapiens (Human)	737	reviewed
ENSG00000107669	O95260	ATE1_HUMAN	Arginyl-tRNA--protein transferase 1 (Arginyltransferase 1) (R-transferase 1) (EC 2.3.2.8) (Arginine-tRNA--protein transferase 1)	ATE1	Homo sapiens (Human)	518	reviewed
ENSG00000107672	Q9NXX6	NSE4A_HUMAN	Non-structural maintenance of chromosomes element 4 homolog A (NS4EA) (Non-SMC element 4 homolog A)	NSMCE4A C10orf86 PP4762	Homo sapiens (Human)	385	reviewed
ENSG00000107816	Q9BRK4	LZTS2_HUMAN	Leucine zipper putative tumor suppressor 2 (hLZTS2) (Protein LAPSER1)	LZTS2 KIAA1813 LAPSER1	Homo sapiens (Human)	669	reviewed
ENSG00000107829	P57775	FBXW4_HUMAN	F-box/WD repeat-containing protein 4 (Dactylin) (F-box and WD-40 domain-containing protein 4)	FBXW4 FBW4 SHFM3	Homo sapiens (Human)	412	reviewed
ENSG00000107854	Q9H2K2	TNKS2_HUMAN	Poly [ADP-ribose] polymerase tankyrase-2 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 6) (ARTD6) (Poly [ADP-ribose] polymerase 5B) (Protein poly-ADP-ribosyltransferase tankyrase-2) (EC 2.4.2.-) (TNKS-2) (TRF1-interacting ankyrin-related ADP-ribose polymerase 2) (Tankyrase II) (Tankyrase-2) (TANK2) (Tankyrase-like protein) (Tankyrase-related protein)	TNKS2 PARP5B TANK2 TNKL	Homo sapiens (Human)	1166	reviewed
ENSG00000107862	Q92538	GBF1_HUMAN	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1)	GBF1 KIAA0248	Homo sapiens (Human)	1860	reviewed
ENSG00000107874	Q9H467	CUED2_HUMAN	CUE domain-containing protein 2	CUEDC2 C10orf66 HOYS6	Homo sapiens (Human)	287	reviewed
ENSG00000107929	Q92615	LAR4B_HUMAN	La-related protein 4B (La ribonucleoprotein domain family member 4B) (La ribonucleoprotein domain family member 5) (La-related protein 5)	LARP4B KIAA0217 LARP5	Homo sapiens (Human)	738	reviewed
ENSG00000107949	Q9P287	BCCIP_HUMAN	BRCA2 and CDKN1A-interacting protein (P21- and CDK-associated protein 1) (Protein TOK-1)	BCCIP TOK1	Homo sapiens (Human)	314	reviewed
ENSG00000108010	O76003	GLRX3_HUMAN	Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)	GLRX3 PICOT TXNL2 HUSSY-22	Homo sapiens (Human)	335	reviewed
ENSG00000108055	Q9UQE7	SMC3_HUMAN	Structural maintenance of chromosomes protein 3 (SMC protein 3) (SMC-3) (Basement membrane-associated chondroitin proteoglycan) (Bamacan) (Chondroitin sulfate proteoglycan 6) (Chromosome-associated polypeptide) (hCAP)	SMC3 BAM BMH CSPG6 SMC3L1	Homo sapiens (Human)	1217	reviewed
ENSG00000108107	P46779	RL28_HUMAN	Large ribosomal subunit protein eL28 (60S ribosomal protein L28)	RPL28	Homo sapiens (Human)	137	reviewed
ENSG00000108175	Q9ULJ6	ZMIZ1_HUMAN	Zinc finger MIZ domain-containing protein 1 (PIAS-like protein Zimp10) (Retinoic acid-induced protein 17)	ZMIZ1 KIAA1224 RAI17 ZIMP10	Homo sapiens (Human)	1067	reviewed
ENSG00000108256	Q7Z417	NUFP2_HUMAN	FMR1-interacting protein NUFIP2 (82 kDa FMRP-interacting protein) (82-FIP) (Cell proliferation-inducing gene 1 protein) (FMRP-interacting protein 2) (Nuclear FMR1-interacting protein 2)	NUFIP2 KIAA1321 PIG1	Homo sapiens (Human)	695	reviewed
ENSG00000108298	P84098	RL19_HUMAN	Large ribosomal subunit protein eL19 (60S ribosomal protein L19)	RPL19	Homo sapiens (Human)	196	reviewed
ENSG00000108344	O43242	PSMD3_HUMAN	26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58)	PSMD3	Homo sapiens (Human)	534	reviewed
ENSG00000108349	O15234	CASC3_HUMAN	Protein CASC3 (Cancer susceptibility candidate gene 3 protein) (Metastatic lymph node gene 51 protein) (MLN 51) (Protein barentsz) (Btz)	CASC3 MLN51	Homo sapiens (Human)	703	reviewed
ENSG00000108406	Q8IX18	DHX40_HUMAN	Probable ATP-dependent RNA helicase DHX40 (EC 3.6.4.13) (DEAH box protein 40) (Protein PAD)	DHX40 DDX40 ARG147	Homo sapiens (Human)	779	reviewed
ENSG00000108424	Q14974	IMB1_HUMAN	Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97)	KPNB1 NTF97	Homo sapiens (Human)	876	reviewed
ENSG00000108433	O14653	GOSR2_HUMAN	Golgi SNAP receptor complex member 2 (27 kDa Golgi SNARE protein) (Membrin)	GOSR2 GS27	Homo sapiens (Human)	212	reviewed
ENSG00000108468	P83916	CBX1_HUMAN	Chromobox protein homolog 1 (HP1Hsbeta) (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein) (p25beta)	CBX1 CBX	Homo sapiens (Human)	185	reviewed
ENSG00000108510	Q9UHV7	MED13_HUMAN	Mediator of RNA polymerase II transcription subunit 13 (Activator-recruited cofactor 250 kDa component) (ARC250) (Mediator complex subunit 13) (Thyroid hormone receptor-associated protein 1) (Thyroid hormone receptor-associated protein complex 240 kDa component) (Trap240) (Vitamin D3 receptor-interacting protein complex component DRIP250) (DRIP250)	MED13 ARC250 KIAA0593 THRAP1 TRAP240	Homo sapiens (Human)	2174	reviewed
ENSG00000108518	P07737	PROF1_HUMAN	Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I)	PFN1	Homo sapiens (Human)	140	reviewed
ENSG00000108523	Q9H6Y7	RN167_HUMAN	E3 ubiquitin-protein ligase RNF167 (EC 2.3.2.27) (RING finger protein 167)	RNF167 RING105 LP2254	Homo sapiens (Human)	350	reviewed
ENSG00000108528	Q02978	M2OM_HUMAN	Mitochondrial 2-oxoglutarate/malate carrier protein (Alpha-oxoglutarate carrier) (OGCP) (Solute carrier family 25 member 11) (SLC25A11)	SLC25A11 SLC20A4	Homo sapiens (Human)	314	reviewed
ENSG00000108588	Q96A33	CCD47_HUMAN	PAT complex subunit CCDC47 (Calumin) (Coiled-coil domain-containing protein 47)	CCDC47 GK001 MSTP041 PSEC0077	Homo sapiens (Human)	483	reviewed
ENSG00000108592	Q8IY81	SPB1_HUMAN	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3 (EC 2.1.1.-) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)	FTSJ3 SB92	Homo sapiens (Human)	847	reviewed
ENSG00000108599	O43572	AKA10_HUMAN	A-kinase anchor protein 10, mitochondrial (AKAP-10) (Dual specificity A kinase-anchoring protein 2) (D-AKAP-2) (Protein kinase A-anchoring protein 10) (PRKA10)	AKAP10	Homo sapiens (Human)	662	reviewed
ENSG00000108604	Q92925	SMRD2_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 (60 kDa BRG-1/Brm-associated factor subunit B) (BRG1-associated factor 60B) (BAF60B)	SMARCD2 BAF60B PRO2451	Homo sapiens (Human)	531	reviewed
ENSG00000108671	O00231	PSD11_HUMAN	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422	reviewed
ENSG00000108828	Q99536	VAT1_HUMAN	NADPH-dependent quinone oxidoreductase VAT1 (EC 1.6.5.5) (Mitofusin-binding protein) (MIB) (Synaptic vesicle membrane protein VAT-1 homolog) (Vesicle amine transport 1) (VAT-1)	VAT1	Homo sapiens (Human)	393	reviewed
ENSG00000108829	Q96AG4	LRC59_HUMAN	Leucine-rich repeat-containing protein 59 (Ribosome-binding protein p34) (p34) [Cleaved into: Leucine-rich repeat-containing protein 59, N-terminally processed]	LRRC59 PRO1855	Homo sapiens (Human)	307	reviewed
ENSG00000108848	O95232	LC7L3_HUMAN	Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1)	LUC7L3 CREAP1 CROP O48	Homo sapiens (Human)	432	reviewed
ENSG00000108946	P10644	KAP0_HUMAN	cAMP-dependent protein kinase type I-alpha regulatory subunit (Tissue-specific extinguisher 1) (TSE1)	PRKAR1A PKR1 PRKAR1 TSE1	Homo sapiens (Human)	381	reviewed
ENSG00000108953	P62258	1433E_HUMAN	14-3-3 protein epsilon (14-3-3E)	YWHAE	Homo sapiens (Human)	255	reviewed
ENSG00000109046	Q9Y6I7	WSB1_HUMAN	WD repeat and SOCS box-containing protein 1 (WSB-1) (SOCS box-containing WD protein SWiP-1)	WSB1 SWIP1	Homo sapiens (Human)	421	reviewed
ENSG00000109079	Q13829	BACD2_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 2 (hBACURD2) (BTB/POZ domain-containing protein TNFAIP1) (Protein B12) (Tumor necrosis factor, alpha-induced protein 1, endothelial)	TNFAIP1 BACURD2 EDP1	Homo sapiens (Human)	316	reviewed
ENSG00000109111	Q7KZ85	SPT6H_HUMAN	Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein)	SUPT6H KIAA0162 SPT6H	Homo sapiens (Human)	1726	reviewed
ENSG00000109118	Q96QT6	PHF12_HUMAN	PHD finger protein 12 (PHD factor 1) (Pf1)	PHF12 KIAA1523	Homo sapiens (Human)	1004	reviewed
ENSG00000109332	P61077	UB2D3_HUMAN	Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)	UBE2D3 UBC5C UBCH5C	Homo sapiens (Human)	147	reviewed
ENSG00000109445	Q9Y3S2	ZN330_HUMAN	Zinc finger protein 330 (Nucleolar autoantigen 36) (Nucleolar cysteine-rich protein)	ZNF330 NOA36	Homo sapiens (Human)	320	reviewed
ENSG00000109475	P49207	RL34_HUMAN	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	RPL34	Homo sapiens (Human)	117	reviewed
ENSG00000109519	Q9HAV7	GRPE1_HUMAN	GrpE protein homolog 1, mitochondrial (HMGE) (Mt-GrpE#1)	GRPEL1 GREPEL1	Homo sapiens (Human)	217	reviewed
ENSG00000109536	Q14331	FRG1_HUMAN	Protein FRG1 (FSHD region gene 1 protein)	FRG1	Homo sapiens (Human)	258	reviewed
ENSG00000109572	P51790	CLCN3_HUMAN	H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3)	CLCN3	Homo sapiens (Human)	818	reviewed
ENSG00000109606	O43143	DHX15_HUMAN	ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15) (Splicing factor Prp43) (hPrp43)	DHX15 DBP1 DDX15	Homo sapiens (Human)	795	reviewed
ENSG00000109756	Q9Y4G8	RPGF2_HUMAN	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	RAPGEF2 KIAA0313 NRAPGEP PDZGEF1	Homo sapiens (Human)	1499	reviewed
ENSG00000109919	Q9Y6C9	MTCH2_HUMAN	Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein)	MTCH2 MIMP HSPC032	Homo sapiens (Human)	303	reviewed
ENSG00000109920	Q8N3X1	FNBP4_HUMAN	Formin-binding protein 4 (Formin-binding protein 30)	FNBP4 FBP30 KIAA1014	Homo sapiens (Human)	1017	reviewed
ENSG00000110011	Q9NNZ3	DNJC4_HUMAN	DnaJ homolog subfamily C member 4 (DnaJ-like protein HSPF2) (Multiple endocrine neoplasia type 1 candidate protein number 18)	DNAJC4 HSPF2 MCG18	Homo sapiens (Human)	241	reviewed
ENSG00000110048	P22059	OSBP1_HUMAN	Oxysterol-binding protein 1	OSBP OSBP1	Homo sapiens (Human)	807	reviewed
ENSG00000110107	Q9UMS4	PRP19_HUMAN	Pre-mRNA-processing factor 19 (EC 2.3.2.27) (Nuclear matrix protein 200) (PRP19/PSO4 homolog) (hPso4) (RING-type E3 ubiquitin transferase PRP19) (Senescence evasion factor)	PRPF19 NMP200 PRP19 SNEV	Homo sapiens (Human)	504	reviewed
ENSG00000110321	P78344	IF4G2_HUMAN	Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97)	EIF4G2 DAP5 OK/SW-cl.75	Homo sapiens (Human)	907	reviewed
ENSG00000110651	P60033	CD81_HUMAN	CD81 antigen (26 kDa cell surface protein TAPA-1) (Target of the antiproliferative antibody 1) (Tetraspanin-28) (Tspan-28) (CD antigen CD81)	CD81 TAPA1 TSPAN28	Homo sapiens (Human)	236	reviewed
ENSG00000110700	P62277	RS13_HUMAN	Small ribosomal subunit protein uS15 (40S ribosomal protein S13)	RPS13	Homo sapiens (Human)	151	reviewed
ENSG00000110711	O00170	AIP_HUMAN	AH receptor-interacting protein (AIP) (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2) (XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	Homo sapiens (Human)	330	reviewed
ENSG00000110717	O00217	NDUS8_HUMAN	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (EC 7.1.1.2) (Complex I-23kD) (CI-23kD) (NADH-ubiquinone oxidoreductase 23 kDa subunit) (TYKY subunit)	NDUFS8	Homo sapiens (Human)	210	reviewed
ENSG00000110851	Q9UKN5	PRDM4_HUMAN	PR domain zinc finger protein 4 (EC 2.1.1.-) (PR domain-containing protein 4)	PRDM4 PFM1	Homo sapiens (Human)	801	reviewed
ENSG00000110871	Q5HYK3	COQ5_HUMAN	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	COQ5	Homo sapiens (Human)	327	reviewed
ENSG00000110906	Q9H3F6	BACD3_HUMAN	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 (hBACURD3) (BTB/POZ domain-containing protein KCTD10) (Potassium channel tetramerization domain-containing protein 10)	KCTD10 ULR061 MSTP028	Homo sapiens (Human)	313	reviewed
ENSG00000110917	Q14165	MLEC_HUMAN	Malectin	MLEC KIAA0152	Homo sapiens (Human)	292	reviewed
ENSG00000110925	Q9H175	CSRN2_HUMAN	Cysteine/serine-rich nuclear protein 2 (CSRNP-2) (Protein FAM130A1) (TGF-beta-induced apoptosis protein 12) (TAIP-12)	CSRNP2 C12orf22 FAM130A1 TAIP12	Homo sapiens (Human)	543	reviewed
ENSG00000110958	Q15185	TEBP_HUMAN	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)	PTGES3 P23 TEBP	Homo sapiens (Human)	160	reviewed
